MINAHASA~ERIS~1~TDO01~ERIS~ERIS
MINAHASA~KAWANGKOAN UTARA~5~TDO01~KAWANGKOAN UTARA~KIAWA SATU BARAT
MINAHASA~KAWANGKOAN UTARA~6~TDO01~KAWANGKOAN UTARA~KIAWA SATU UTARA
MINAHASA~KAWANGKOAN UTARA~7~TDO01~KAWANGKOAN UTARA~TALIKURAN
MINAHASA~KAWANGKOAN UTARA~8~TDO01~KAWANGKOAN UTARA~TALIKURAN BARAT
MINAHASA~KAWANGKOAN UTARA~9~TDO01~KAWANGKOAN UTARA~TALIKURAN UTARA
MINAHASA~KAWANGKOAN UTARA~10~TDO01~KAWANGKOAN UTARA~UNER
MINAHASA~KAWANGKOAN UTARA~11~TDO01~KAWANGKOAN UTARA~KIAWA DUA
MINAHASA~KAWANGKOAN UTARA~12~TDO01~KAWANGKOAN UTARA~KIAWA DUA BARAT
MINAHASA~KAWANGKOAN UTARA~13~TDO01~KAWANGKOAN UTARA~KIAWA DUA TIMUR
MINAHASA~KAWANGKOAN UTARA~14~TDO01~KAWANGKOAN UTARA~KIAWA SATU
MINAHASA~KAWANGKOAN UTARA~15~TDO01~KAWANGKOAN UTARA~KIAWA SATU BARAT
MINAHASA~KAWANGKOAN UTARA~16~TDO01~KAWANGKOAN UTARA~KIAWA SATU UTARA
MINAHASA~KAWANGKOAN UTARA~17~TDO01~KAWANGKOAN UTARA~TALIKURAN
MINAHASA~KAWANGKOAN UTARA~18~TDO01~KAWANGKOAN UTARA~TALIKURAN BARAT
MINAHASA~KAWANGKOAN UTARA~19~TDO01~KAWANGKOAN UTARA~TALIKURAN UTARA
MINAHASA~KAWANGKOAN UTARA~20~TDO01~KAWANGKOAN UTARA~UNER
MINAHASA~KOMBI~1~TDO01~KOMBI~KALAWIRAN
MINAHASA~KOMBI~2~TDO01~KOMBI~KAYU BESI
MINAHASA~KOMBI~3~TDO01~KOMBI~KINASELON KINALEOSAN
MINAHASA~KOMBI~4~TDO01~KOMBI~KOLONGAN
MINAHASA~KOMBI~5~TDO01~KOMBI~KOMBI
MINAHASA~KOMBI~6~TDO01~KOMBI~LALUMPE
MINAHASA~KOMBI~7~TDO01~KOMBI~MAKALISUNG
MINAHASA~KOMBI~8~TDO01~KOMBI~RANOWANGKO DUA
MINAHASA~KOMBI~9~TDO01~KOMBI~RERER
MINAHASA~KOMBI~10~TDO01~KOMBI~SAWANGAN
MINAHASA~KOMBI~11~TDO01~KOMBI~TULAP
MINAHASA~KOMBI~12~TDO01~KOMBI~KALAWIRAN
MINAHASA~KOMBI~13~TDO01~KOMBI~KAYU BESI
MINAHASA~KOMBI~14~TDO01~KOMBI~KINASELON KINALEOSAN
MINAHASA~KOMBI~15~TDO01~KOMBI~KOLONGAN
MINAHASA~KOMBI~16~TDO01~KOMBI~KOMBI
MINAHASA~KOMBI~17~TDO01~KOMBI~LALUMPE
MINAHASA~KOMBI~18~TDO01~KOMBI~MAKALISUNG
MINAHASA~KOMBI~19~TDO01~KOMBI~RANOWANGKO DUA
MINAHASA~KOMBI~20~TDO01~KOMBI~RERER
MINAHASA~KOMBI~21~TDO01~KOMBI~SAWANGAN
MINAHASA~KOMBI~22~TDO01~KOMBI~TULAP
MINAHASA~LANGOWAN BARAT~1~TDO01~LANGOWAN BARAT~AMPRENG
MINAHASA~LANGOWAN BARAT~2~TDO01~LANGOWAN BARAT~KOPIWANGKER
MINAHASA~LANGOWAN BARAT~3~TDO01~LANGOWAN BARAT~KOYAWAS
MINAHASA~LANGOWAN BARAT~4~TDO01~LANGOWAN BARAT~LOWIAN
MINAHASA~LANGOWAN BARAT~5~TDO01~LANGOWAN BARAT~NOONGAN I
MINAHASA~LANGOWAN BARAT~6~TDO01~LANGOWAN BARAT~NOONGAN II
MINAHASA~LANGOWAN BARAT~7~TDO01~LANGOWAN BARAT~NOONGAN III
MINAHASA~LANGOWAN BARAT~8~TDO01~LANGOWAN BARAT~PASLATEH PASLATEN
MINAHASA~LANGOWAN BARAT~9~TDO01~LANGOWAN BARAT~RARINGIS
MINAHASA~LANGOWAN BARAT~10~TDO01~LANGOWAN BARAT~TOUNELET
MINAHASA~LANGOWAN BARAT~11~TDO01~LANGOWAN BARAT~TUMARATAS I
MINAHASA~LANGOWAN BARAT~12~TDO01~LANGOWAN BARAT~TUMARATAS II
MINAHASA~LANGOWAN BARAT~13~TDO01~LANGOWAN BARAT~WALEWANGKO
MINAHASA~LANGOWAN BARAT~14~TDO01~LANGOWAN BARAT~AMPRENG
MINAHASA~LANGOWAN BARAT~15~TDO01~LANGOWAN BARAT~KOPIWANGKER
MINAHASA~LANGOWAN BARAT~16~TDO01~LANGOWAN BARAT~KOYAWAS
MINAHASA~LANGOWAN BARAT~17~TDO01~LANGOWAN BARAT~LOWIAN
MINAHASA~LANGOWAN BARAT~18~TDO01~LANGOWAN BARAT~NOONGAN I
MINAHASA~LANGOWAN BARAT~19~TDO01~LANGOWAN BARAT~NOONGAN II
MINAHASA~LANGOWAN BARAT~20~TDO01~LANGOWAN BARAT~NOONGAN III
MINAHASA~LANGOWAN BARAT~21~TDO01~LANGOWAN BARAT~PASLATEH PASLATEN
MINAHASA~LANGOWAN BARAT~22~TDO01~LANGOWAN BARAT~RARINGIS
MINAHASA~LANGOWAN BARAT~23~TDO01~LANGOWAN BARAT~TOUNELET
MINAHASA~LANGOWAN BARAT~24~TDO01~LANGOWAN BARAT~TUMARATAS I
MINAHASA~LANGOWAN BARAT~25~TDO01~LANGOWAN BARAT~TUMARATAS II
MINAHASA~LANGOWAN BARAT~26~TDO01~LANGOWAN BARAT~WALEWANGKO
MINAHASA~LANGOWAN SELATAN~1~TDO01~LANGOWAN SELATAN~ATEP
MINAHASA~LANGOWAN SELATAN~2~TDO01~LANGOWAN SELATAN~KAAYURAN ATAS
MINAHASA~LANGOWAN SELATAN~3~TDO01~LANGOWAN SELATAN~KAAYURAN BAWAH
MINAHASA~LANGOWAN SELATAN~4~TDO01~LANGOWAN SELATAN~KAWATAK
MINAHASA~LANGOWAN SELATAN~5~TDO01~LANGOWAN SELATAN~MANEMBO
MINAHASA~LANGOWAN SELATAN~6~TDO01~LANGOWAN SELATAN~PALAMBA
MINAHASA~LANGOWAN SELATAN~7~TDO01~LANGOWAN SELATAN~RUMBIA
MINAHASA~LANGOWAN SELATAN~8~TDO01~LANGOWAN SELATAN~TEMBOAN
MINAHASA~LANGOWAN SELATAN~9~TDO01~LANGOWAN SELATAN~WINEBETAN
MINAHASA~LANGOWAN SELATAN~10~TDO01~LANGOWAN SELATAN~ATEP
MINAHASA~LANGOWAN SELATAN~11~TDO01~LANGOWAN SELATAN~KAAYURAN ATAS
MINAHASA~LANGOWAN SELATAN~12~TDO01~LANGOWAN SELATAN~KAAYURAN BAWAH
MINAHASA~LANGOWAN SELATAN~13~TDO01~LANGOWAN SELATAN~KAWATAK
MINAHASA~LANGOWAN SELATAN~14~TDO01~LANGOWAN SELATAN~MANEMBO
MINAHASA~LANGOWAN SELATAN~15~TDO01~LANGOWAN SELATAN~PALAMBA
MINAHASA~LANGOWAN SELATAN~16~TDO01~LANGOWAN SELATAN~RUMBIA
MINAHASA~LANGOWAN SELATAN~17~TDO01~LANGOWAN SELATAN~TEMBOAN
MINAHASA~LANGOWAN SELATAN~18~TDO01~LANGOWAN SELATAN~WINEBETAN
MINAHASA~LANGOWAN TIMUR~1~TDO01~LANGOWAN TIMUR~AMONGENA DUA II
MINAHASA~LANGOWAN TIMUR~2~TDO01~LANGOWAN TIMUR~AMONGENA SATU I
MINAHASA~LANGOWAN TIMUR~3~TDO01~LANGOWAN TIMUR~KARONDORAN
MINAHASA~LANGOWAN TIMUR~4~TDO01~LANGOWAN TIMUR~SUMARAYAR
MINAHASA~LANGOWAN TIMUR~5~TDO01~LANGOWAN TIMUR~TEEP
MINAHASA~LANGOWAN TIMUR~6~TDO01~LANGOWAN TIMUR~WALEURE
MINAHASA~LANGOWAN TIMUR~7~TDO01~LANGOWAN TIMUR~WOLAANG
MINAHASA~LANGOWAN TIMUR~8~TDO01~LANGOWAN TIMUR~AMONGENA DUA II
MINAHASA~LANGOWAN TIMUR~9~TDO01~LANGOWAN TIMUR~AMONGENA SATU I
MINAHASA~LANGOWAN TIMUR~10~TDO01~LANGOWAN TIMUR~KARONDORAN
MINAHASA~LANGOWAN TIMUR~11~TDO01~LANGOWAN TIMUR~SUMARAYAR
MINAHASA~LANGOWAN TIMUR~12~TDO01~LANGOWAN TIMUR~TEEP
MINAHASA~LANGOWAN TIMUR~13~TDO01~LANGOWAN TIMUR~WALEURE
MINAHASA~LANGOWAN TIMUR~14~TDO01~LANGOWAN TIMUR~WOLAANG
MINAHASA~LANGOWAN UTARA~1~TDO01~LANGOWAN UTARA~KARUMENGA
MINAHASA~LANGOWAN UTARA~2~TDO01~LANGOWAN UTARA~TARAITAK
MINAHASA~LANGOWAN UTARA~3~TDO01~LANGOWAN UTARA~TEMPANG I
MINAHASA~LANGOWAN UTARA~4~TDO01~LANGOWAN UTARA~TEMPANG II
MINAHASA~LANGOWAN UTARA~5~TDO01~LANGOWAN UTARA~TEMPANG III
MINAHASA~LANGOWAN UTARA~6~TDO01~LANGOWAN UTARA~TORAGET
MINAHASA~LANGOWAN UTARA~7~TDO01~LANGOWAN UTARA~WALANTAKAN
MINAHASA~LANGOWAN UTARA~8~TDO01~LANGOWAN UTARA~KARUMENGA
MINAHASA~LANGOWAN UTARA~9~TDO01~LANGOWAN UTARA~TARAITAK
MINAHASA~LANGOWAN UTARA~10~TDO01~LANGOWAN UTARA~TEMPANG I
MINAHASA~LANGOWAN UTARA~11~TDO01~LANGOWAN UTARA~TEMPANG II
MINAHASA~LANGOWAN UTARA~12~TDO01~LANGOWAN UTARA~TEMPANG III
MINAHASA~LANGOWAN UTARA~13~TDO01~LANGOWAN UTARA~TORAGET
MINAHASA~LANGOWAN UTARA~14~TDO01~LANGOWAN UTARA~WALANTAKAN
MINAHASA~LEMBEAN TIMUR~1~TDO01~LEMBEAN TIMUR~ATEP OKI
MINAHASA~LEMBEAN TIMUR~2~TDO01~LEMBEAN TIMUR~KALEOSAN
MINAHASA~LEMBEAN TIMUR~3~TDO01~LEMBEAN TIMUR~KAPATARAN
MINAHASA~LEMBEAN TIMUR~4~TDO01~LEMBEAN TIMUR~KAROR
MINAHASA~LEMBEAN TIMUR~5~TDO01~LEMBEAN TIMUR~KAYUROYA
MINAHASA~LEMBEAN TIMUR~6~TDO01~LEMBEAN TIMUR~SERETAN
MINAHASA~LEMBEAN TIMUR~7~TDO01~LEMBEAN TIMUR~WATULANEY
MINAHASA~LEMBEAN TIMUR~8~TDO01~LEMBEAN TIMUR~ATEP OKI
MINAHASA~LEMBEAN TIMUR~9~TDO01~LEMBEAN TIMUR~KALEOSAN
MINAHASA~LEMBEAN TIMUR~10~TDO01~LEMBEAN TIMUR~KAPATARAN
MINAHASA~LEMBEAN TIMUR~11~TDO01~LEMBEAN TIMUR~KAROR
MINAHASA~LEMBEAN TIMUR~12~TDO01~LEMBEAN TIMUR~KAYUROYA
MINAHASA~LEMBEAN TIMUR~13~TDO01~LEMBEAN TIMUR~SERETAN
MINAHASA~LEMBEAN TIMUR~14~TDO01~LEMBEAN TIMUR~WATULANEY
MINAHASA~PINELENG~1~TDO01~PINELENG~AGOTEY
MINAHASA~PINELENG~2~TDO01~PINELENG~KALASEY DUA
MINAHASA~PINELENG~3~TDO01~PINELENG~KALASEY SATU
MINAHASA~PINELENG~4~TDO01~PINELENG~KALI
MINAHASA~PINELENG~5~TDO01~PINELENG~KOHA
MINAHASA~PINELENG~6~TDO01~PINELENG~PINELENG DUA
MINAHASA~PINELENG~7~TDO01~PINELENG~PINELENG SATU
MINAHASA~PINELENG~8~TDO01~PINELENG~SEA
MINAHASA~PINELENG~9~TDO01~PINELENG~SEA I
MINAHASA~PINELENG~10~TDO01~PINELENG~SEA II
MINAHASA~PINELENG~11~TDO01~PINELENG~TATELI
MINAHASA~PINELENG~12~TDO01~PINELENG~TATELI WERU
MINAHASA~PINELENG~13~TDO01~PINELENG~WAREMBUNGAN
MINAHASA~PINELENG~14~TDO01~PINELENG~WINANGUN ATAS
MINAHASA~PINELENG~15~TDO01~PINELENG~AGOTEY
MINAHASA~PINELENG~16~TDO01~PINELENG~KALASEY DUA
MINAHASA~PINELENG~17~TDO01~PINELENG~KALASEY SATU
MINAHASA~PINELENG~18~TDO01~PINELENG~KALI
MINAHASA~PINELENG~19~TDO01~PINELENG~KOHA
MINAHASA~PINELENG~20~TDO01~PINELENG~PINELENG DUA
MINAHASA~PINELENG~21~TDO01~PINELENG~PINELENG SATU
MINAHASA~PINELENG~22~TDO01~PINELENG~SEA
MINAHASA~PINELENG~23~TDO01~PINELENG~SEA I
MINAHASA~PINELENG~24~TDO01~PINELENG~SEA II
MINAHASA~PINELENG~25~TDO01~PINELENG~TATELI
MINAHASA~PINELENG~26~TDO01~PINELENG~TATELI WERU
MINAHASA~PINELENG~27~TDO01~PINELENG~WAREMBUNGAN
MINAHASA~PINELENG~28~TDO01~PINELENG~WINANGUN ATAS
MINAHASA~REMBOKEN~1~TDO01~REMBOKEN~？ KAIMA
MINAHASA~REMBOKEN~2~TDO01~REMBOKEN~KASURATAN
MINAHASA~REMBOKEN~3~TDO01~REMBOKEN~LELEKO
MINAHASA~REMBOKEN~4~TDO01~REMBOKEN~PAREPEI PAREPEY
MINAHASA~REMBOKEN~5~TDO01~REMBOKEN~PASLATEN
MINAHASA~REMBOKEN~6~TDO01~REMBOKEN~PULUTAN
MINAHASA~REMBOKEN~7~TDO01~REMBOKEN~SENDANGAN
MINAHASA~REMBOKEN~8~TDO01~REMBOKEN~SINUIAN
MINAHASA~REMBOKEN~9~TDO01~REMBOKEN~TALIKURAN
MINAHASA~REMBOKEN~10~TDO01~REMBOKEN~TAMPUSU
MINAHASA~REMBOKEN~11~TDO01~REMBOKEN~TIMU
MINAHASA~REMBOKEN~12~TDO01~REMBOKEN~？ KAIMA
MINAHASA~REMBOKEN~13~TDO01~REMBOKEN~KASURATAN
MINAHASA~REMBOKEN~14~TDO01~REMBOKEN~LELEKO
MINAHASA~REMBOKEN~15~TDO01~REMBOKEN~PAREPEI PAREPEY
MINAHASA~REMBOKEN~16~TDO01~REMBOKEN~PASLATEN
MINAHASA~REMBOKEN~17~TDO01~REMBOKEN~PULUTAN
MINAHASA~REMBOKEN~18~TDO01~REMBOKEN~SENDANGAN
MINAHASA~REMBOKEN~19~TDO01~REMBOKEN~SINUIAN
MINAHASA~REMBOKEN~20~TDO01~REMBOKEN~TALIKURAN
MINAHASA~REMBOKEN~21~TDO01~REMBOKEN~TAMPUSU
MINAHASA~REMBOKEN~22~TDO01~REMBOKEN~TIMU
MINAHASA~SONDER~1~TDO01~SONDER~KAUNERAN
MINAHASA~SONDER~2~TDO01~SONDER~KOLONGAN ATAS I
MINAHASA~SONDER~3~TDO01~SONDER~KOLONGAN ATAS II
MINAHASA~SONDER~4~TDO01~SONDER~LEILEM I
MINAHASA~SONDER~5~TDO01~SONDER~LEILEM II
MINAHASA~SONDER~6~TDO01~SONDER~LEILEM III
MINAHASA~SONDER~7~TDO01~SONDER~RAMBUNAN
MINAHASA~SONDER~8~TDO01~SONDER~SAWANGAN
MINAHASA~SONDER~9~TDO01~SONDER~SENDANGAN
MINAHASA~SONDER~10~TDO01~SONDER~TALIKURAN
MINAHASA~SONDER~11~TDO01~SONDER~TIMBUKAR
MINAHASA~SONDER~12~TDO01~SONDER~TINCEP
MINAHASA~SONDER~13~TDO01~SONDER~TOUNELET
MINAHASA~SONDER~14~TDO01~SONDER~KAUNERAN
MINAHASA~SONDER~15~TDO01~SONDER~KOLONGAN ATAS I
MINAHASA~SONDER~16~TDO01~SONDER~KOLONGAN ATAS II
MINAHASA~SONDER~17~TDO01~SONDER~LEILEM I
MINAHASA~SONDER~18~TDO01~SONDER~LEILEM II
MINAHASA~SONDER~19~TDO01~SONDER~LEILEM III
MINAHASA~SONDER~20~TDO01~SONDER~RAMBUNAN
MINAHASA~SONDER~21~TDO01~SONDER~SAWANGAN
MINAHASA~SONDER~22~TDO01~SONDER~SENDANGAN
MINAHASA~SONDER~23~TDO01~SONDER~TALIKURAN
MINAHASA~SONDER~24~TDO01~SONDER~TIMBUKAR
MINAHASA~SONDER~25~TDO01~SONDER~TINCEP
MINAHASA~SONDER~26~TDO01~SONDER~TOUNELET
MINAHASA~TOMBARIRI~1~TDO01~TOMBARIRI~BORGO
MINAHASA~TOMBARIRI~2~TDO01~TOMBARIRI~KUMU
MINAHASA~TOMBARIRI~3~TDO01~TOMBARIRI~LEMOH
MINAHASA~TOMBARIRI~4~TDO01~TOMBARIRI~LEMOH BARAT
MINAHASA~TOMBARIRI~5~TDO01~TOMBARIRI~LEMOH TIMUR
MINAHASA~TOMBARIRI~6~TDO01~TOMBARIRI~LOLAH DUA
MINAHASA~TOMBARIRI~7~TDO01~TOMBARIRI~LOLAH SATU
MINAHASA~TOMBARIRI~8~TDO01~TOMBARIRI~MOKUPA
MINAHASA~TOMBARIRI~9~TDO01~TOMBARIRI~PINASUNGKULAN
MINAHASA~TOMBARIRI~10~TDO01~TOMBARIRI~POOPOH
MINAHASA~TOMBARIRI~11~TDO01~TOMBARIRI~RANOTONGKOR
MINAHASA~TOMBARIRI~12~TDO01~TOMBARIRI~RANOWANGKO
MINAHASA~TOMBARIRI~13~TDO01~TOMBARIRI~SARANI MATANI
MINAHASA~TOMBARIRI~14~TDO01~TOMBARIRI~SENDUK
MINAHASA~TOMBARIRI~15~TDO01~TOMBARIRI~TAMBALA
MINAHASA~TOMBARIRI~16~TDO01~TOMBARIRI~TELING
MINAHASA~TOMBARIRI~17~TDO01~TOMBARIRI~BORGO
MINAHASA~TOMBARIRI~18~TDO01~TOMBARIRI~KUMU
MINAHASA~TOMBARIRI~19~TDO01~TOMBARIRI~LEMOH
MINAHASA~TOMBARIRI~20~TDO01~TOMBARIRI~LEMOH BARAT
MINAHASA~TOMBARIRI~21~TDO01~TOMBARIRI~LEMOH TIMUR
MINAHASA~TOMBARIRI~22~TDO01~TOMBARIRI~LOLAH DUA
MINAHASA~TOMBARIRI~23~TDO01~TOMBARIRI~LOLAH SATU
MINAHASA~TOMBARIRI~24~TDO01~TOMBARIRI~MOKUPA
MINAHASA~TOMBARIRI~25~TDO01~TOMBARIRI~PINASUNGKULAN
MINAHASA~TOMBARIRI~26~TDO01~TOMBARIRI~POOPOH
MINAHASA~TOMBARIRI~27~TDO01~TOMBARIRI~RANOTONGKOR
MINAHASA~TOMBARIRI~28~TDO01~TOMBARIRI~RANOWANGKO
MINAHASA~TOMBARIRI~29~TDO01~TOMBARIRI~SARANI MATANI
MINAHASA~TOMBARIRI~30~TDO01~TOMBARIRI~SENDUK
MINAHASA~TOMBARIRI~31~TDO01~TOMBARIRI~TAMBALA
MINAHASA~TOMBARIRI~32~TDO01~TOMBARIRI~TELING
MINAHASA~TOMBULU~1~TDO01~TOMBULU~KAMANGTA
MINAHASA~TOMBULU~2~TDO01~TOMBULU~KEMBES DUA
MINAHASA~TOMBULU~3~TDO01~TOMBULU~KEMBES SATU
MINAHASA~TOMBULU~4~TDO01~TOMBULU~KOKA
MINAHASA~TOMBULU~5~TDO01~TOMBULU~RUMENGKOR
MINAHASA~TOMBULU~6~TDO01~TOMBULU~SAWANGAN
MINAHASA~TOMBULU~7~TDO01~TOMBULU~SULUAN
MINAHASA~TOMBULU~8~TDO01~TOMBULU~TIKELA
MINAHASA~TOMBULU~9~TDO01~TOMBULU~TOMBULUAN
MINAHASA~TOMBULU~10~TDO01~TOMBULU~KAMANGTA
MINAHASA~TOMBULU~11~TDO01~TOMBULU~KEMBES DUA
MINAHASA~TOMBULU~12~TDO01~TOMBULU~KEMBES SATU
MINAHASA~TOMBULU~13~TDO01~TOMBULU~KOKA
