PATI~BATANGAN~1~PTI02~BATANGAN~BATURSARI
PATI~GEMBONG~39~PTI05~GEMBONG~KLAKAH KASIAN
PATI~GEMBONG~40~PTI05~GEMBONG~PLUKARAN
PATI~GEMBONG~41~PTI05~GEMBONG~POHGADING
PATI~GEMBONG~42~PTI05~GEMBONG~SEMIREJO
PATI~GEMBONG~43~PTI05~GEMBONG~SITILUHUR
PATI~GEMBONG~44~PTI05~GEMBONG~WONOSEKAR
PATI~GUNUNGWUNGKAL~1~PTI04~GUNUNGWUNGKAL~？ BANCAK
PATI~GUNUNGWUNGKAL~2~PTI04~GUNUNGWUNGKAL~GADU
PATI~GUNUNGWUNGKAL~3~PTI04~GUNUNGWUNGKAL~GAJIHAN
PATI~GUNUNGWUNGKAL~4~PTI04~GUNUNGWUNGKAL~GILING
PATI~GUNUNGWUNGKAL~5~PTI04~GUNUNGWUNGKAL~GULANGPUNGGE
PATI~GUNUNGWUNGKAL~6~PTI04~GUNUNGWUNGKAL~GUNUNGWUNGKAL
PATI~GUNUNGWUNGKAL~7~PTI04~GUNUNGWUNGKAL~JEMBULWUNUT
PATI~GUNUNGWUNGKAL~8~PTI04~GUNUNGWUNGKAL~JEPALO
PATI~GUNUNGWUNGKAL~9~PTI04~GUNUNGWUNGKAL~JRAHI
PATI~GUNUNGWUNGKAL~10~PTI04~GUNUNGWUNGKAL~NGETUK
PATI~GUNUNGWUNGKAL~11~PTI04~GUNUNGWUNGKAL~PERDOPO
PATI~GUNUNGWUNGKAL~12~PTI04~GUNUNGWUNGKAL~PESAGEN
PATI~GUNUNGWUNGKAL~13~PTI04~GUNUNGWUNGKAL~SAMPOK
PATI~GUNUNGWUNGKAL~14~PTI04~GUNUNGWUNGKAL~SIDOMULYO
PATI~GUNUNGWUNGKAL~15~PTI04~GUNUNGWUNGKAL~SUMBEREJO
PATI~JAKEN~1~PTI02~JAKEN~AROMANIS ARUMANIS
PATI~JAKEN~2~PTI02~JAKEN~BOTO
PATI~JAKEN~3~PTI02~JAKEN~KEBONTURI
PATI~JAKEN~4~PTI02~JAKEN~LUNDO
PATI~JAKEN~5~PTI02~JAKEN~MANJANG
PATI~JAKEN~6~PTI02~JAKEN~MANTINGAN
PATI~JAKEN~7~PTI02~JAKEN~MOJOLAMPIR
PATI~JAKEN~8~PTI02~JAKEN~MOJOLUHUR
PATI~JAKEN~9~PTI02~JAKEN~RONGGO
PATI~JAKEN~10~PTI02~JAKEN~SIDOLUHUR
PATI~JAKEN~11~PTI02~JAKEN~SIDOMUKTI
PATI~JAKEN~12~PTI02~JAKEN~SRIKATON
PATI~JAKEN~13~PTI02~JAKEN~SRIWEDARI
PATI~JAKEN~14~PTI02~JAKEN~SUKORUKUN
PATI~JAKEN~15~PTI02~JAKEN~SUMBERAGUNG
PATI~JAKEN~16~PTI02~JAKEN~SUMBERAN
PATI~JAKEN~17~PTI02~JAKEN~SUMBERARUM
PATI~JAKEN~18~PTI02~JAKEN~SUMBERREJO
PATI~JAKEN~19~PTI02~JAKEN~TAMANSARI
PATI~JAKEN~20~PTI02~JAKEN~TEGALARUM
PATI~JAKEN~21~PTI02~JAKEN~TRIKOYO
PATI~JAKENAN~1~PTI02~JAKENAN~BUNGASREJO
PATI~JAKENAN~2~PTI02~JAKENAN~DUKUHMULYO
PATI~JAKENAN~3~PTI02~JAKENAN~GLONGGONG
PATI~JAKENAN~4~PTI02~JAKENAN~JAKENAN
PATI~JAKENAN~5~PTI02~JAKENAN~JATISARI
PATI~JAKENAN~6~PTI02~JAKENAN~KALIMULYO
PATI~JAKENAN~7~PTI02~JAKENAN~KARANGREJO LOR
PATI~JAKENAN~8~PTI02~JAKENAN~KARANGROWO
PATI~JAKENAN~9~PTI02~JAKENAN~KEDUNGMULYO
PATI~JAKENAN~10~PTI02~JAKENAN~MANTINGAN TENGAH
PATI~JAKENAN~11~PTI02~JAKENAN~NGASTOREJO
PATI~JAKENAN~12~PTI02~JAKENAN~PLOSOJENAR
PATI~JAKENAN~13~PTI02~JAKENAN~PULUHAN TENGAH
PATI~JAKENAN~14~PTI02~JAKENAN~SEMBATURAGUNG
PATI~JAKENAN~15~PTI02~JAKENAN~SENDANGSOKO
PATI~JAKENAN~16~PTI02~JAKENAN~SIDOARUM
PATI~JAKENAN~17~PTI02~JAKENAN~SIDOMULYO
PATI~JAKENAN~18~PTI02~JAKENAN~SONOREJO
PATI~JAKENAN~19~PTI02~JAKENAN~TAMBAHMULYO
PATI~JAKENAN~20~PTI02~JAKENAN~TANJUNGSARI
PATI~JAKENAN~21~PTI02~JAKENAN~TLOGOREJO
PATI~JAKENAN~22~PTI02~JAKENAN~TONDOKERTO
PATI~JAKENAN~23~PTI02~JAKENAN~TONDOMULYO
PATI~JUWANA~1~PTI02~JUWANA~AGUNGMULYO
PATI~JUWANA~2~PTI02~JUWANA~BAJOMULYO
PATI~JUWANA~3~PTI02~JUWANA~BAKARAN KULON
PATI~JUWANA~4~PTI02~JUWANA~BAKARAN WETAN
PATI~JUWANA~5~PTI02~JUWANA~BENDAR
PATI~JUWANA~6~PTI02~JUWANA~BRINGIN
PATI~JUWANA~7~PTI02~JUWANA~BUMIREJO
PATI~JUWANA~8~PTI02~JUWANA~DOROPAYUNG
PATI~JUWANA~9~PTI02~JUWANA~DUKUTALIT
PATI~JUWANA~10~PTI02~JUWANA~GADINGREJO
PATI~JUWANA~11~PTI02~JUWANA~GENENGMULYO
PATI~JUWANA~12~PTI02~JUWANA~GROWONG KIDUL
PATI~JUWANA~13~PTI02~JUWANA~GROWONG LOR
PATI~JUWANA~14~PTI02~JUWANA~JEPURO
PATI~JUWANA~15~PTI02~JUWANA~KARANG
PATI~JUWANA~16~PTI02~JUWANA~KARANGREJO
PATI~JUWANA~17~PTI02~JUWANA~KAUMAN
PATI~JUWANA~18~PTI02~JUWANA~KEBONSAWAHAN
PATI~JUWANA~19~PTI02~JUWANA~KEDUNGPANCING
PATI~JUWANA~20~PTI02~JUWANA~KETIP
PATI~JUWANA~21~PTI02~JUWANA~KUDUKERAS
PATI~JUWANA~22~PTI02~JUWANA~LANGENHARJO
PATI~JUWANA~23~PTI02~JUWANA~MARGOMULYO
PATI~JUWANA~24~PTI02~JUWANA~MINTOMULYO
PATI~JUWANA~25~PTI02~JUWANA~PAJEKSAN
PATI~JUWANA~26~PTI02~JUWANA~PEKUWON
PATI~JUWANA~27~PTI02~JUWANA~SEJOMULYO
PATI~JUWANA~28~PTI02~JUWANA~TLUWAH
PATI~JUWANA~29~PTI02~JUWANA~TRIMULYO
PATI~KAYEN~1~PTI03~KAYEN~BEKETEL
PATI~KAYEN~2~PTI03~KAYEN~BOLOAGUNG
PATI~KAYEN~3~PTI03~KAYEN~BRATI
PATI~KAYEN~4~PTI03~KAYEN~DURENSAWIT
PATI~KAYEN~5~PTI03~KAYEN~JATIROTO
PATI~KAYEN~6~PTI03~KAYEN~JIMBARAN
PATI~KAYEN~7~PTI03~KAYEN~KAYEN
PATI~KAYEN~8~PTI03~KAYEN~PASURUHAN
PATI~KAYEN~9~PTI03~KAYEN~PESAGI
PATI~KAYEN~10~PTI03~KAYEN~PURWOKERTO
PATI~KAYEN~11~PTI03~KAYEN~ROGOMULYO
PATI~KAYEN~12~PTI03~KAYEN~SLUNGKEP
PATI~KAYEN~13~PTI03~KAYEN~SRIKATON
PATI~KAYEN~14~PTI03~KAYEN~SUMBERSARI
PATI~KAYEN~15~PTI03~KAYEN~SUNDOLUHUR
PATI~KAYEN~16~PTI03~KAYEN~TALUN
PATI~KAYEN~17~PTI03~KAYEN~TRIMULYO
PATI~MARGOREJO~1~PTI05~MARGOREJO~BADEGAN
PATI~MARGOREJO~2~PTI05~MARGOREJO~BANYUURIP
PATI~MARGOREJO~3~PTI05~MARGOREJO~BUMIREJO
PATI~MARGOREJO~4~PTI05~MARGOREJO~DADIREJO
PATI~MARGOREJO~5~PTI05~MARGOREJO~JAMBEAN
PATI~MARGOREJO~6~PTI05~MARGOREJO~JIMBARAN
PATI~MARGOREJO~7~PTI05~MARGOREJO~LANGENHARJO
PATI~MARGOREJO~8~PTI05~MARGOREJO~LANGSE
PATI~MARGOREJO~9~PTI05~MARGOREJO~MARGOREJO
PATI~MARGOREJO~10~PTI05~MARGOREJO~METARAMAN
PATI~MARGOREJO~11~PTI05~MARGOREJO~MUKTIHARJO
PATI~MARGOREJO~12~PTI05~MARGOREJO~NGAWEN
PATI~MARGOREJO~13~PTI05~MARGOREJO~PEGANDAN
PATI~MARGOREJO~14~PTI05~MARGOREJO~PENAMBUHAN
PATI~MARGOREJO~15~PTI05~MARGOREJO~SOKOKULON
PATI~MARGOREJO~16~PTI05~MARGOREJO~SUKOBUBUK
PATI~MARGOREJO~17~PTI05~MARGOREJO~SUKOHARJO
PATI~MARGOREJO~18~PTI05~MARGOREJO~WANGUNREJO
PATI~MARGOREJO~19~PTI05~MARGOREJO~BADEGAN
PATI~MARGOREJO~20~PTI05~MARGOREJO~BANYUURIP
PATI~MARGOREJO~21~PTI05~MARGOREJO~BUMIREJO
PATI~MARGOREJO~22~PTI05~MARGOREJO~DADIREJO
PATI~MARGOREJO~23~PTI05~MARGOREJO~JAMBEAN
PATI~MARGOREJO~24~PTI05~MARGOREJO~JIMBARAN
PATI~MARGOREJO~25~PTI05~MARGOREJO~LANGENHARJO
PATI~MARGOREJO~26~PTI05~MARGOREJO~LANGSE
PATI~MARGOREJO~27~PTI05~MARGOREJO~MARGOREJO
PATI~MARGOREJO~28~PTI05~MARGOREJO~METARAMAN
PATI~MARGOREJO~29~PTI05~MARGOREJO~MUKTIHARJO
PATI~MARGOREJO~30~PTI05~MARGOREJO~NGAWEN
PATI~MARGOREJO~31~PTI05~MARGOREJO~PEGANDAN
PATI~MARGOREJO~32~PTI05~MARGOREJO~PENAMBUHAN
PATI~MARGOREJO~33~PTI05~MARGOREJO~SOKOKULON
PATI~MARGOREJO~34~PTI05~MARGOREJO~SUKOBUBUK
PATI~MARGOREJO~35~PTI05~MARGOREJO~SUKOHARJO
PATI~MARGOREJO~36~PTI05~MARGOREJO~WANGUNREJO
PATI~MARGOREJO~37~PTI05~MARGOREJO~BADEGAN
PATI~MARGOREJO~38~PTI05~MARGOREJO~BANYUURIP
PATI~MARGOREJO~39~PTI05~MARGOREJO~BUMIREJO
PATI~MARGOREJO~40~PTI05~MARGOREJO~DADIREJO
PATI~MARGOREJO~41~PTI05~MARGOREJO~JAMBEAN
PATI~MARGOREJO~42~PTI05~MARGOREJO~JIMBARAN
PATI~MARGOREJO~43~PTI05~MARGOREJO~LANGENHARJO
PATI~MARGOREJO~44~PTI05~MARGOREJO~LANGSE
PATI~MARGOREJO~45~PTI05~MARGOREJO~MARGOREJO
PATI~MARGOREJO~46~PTI05~MARGOREJO~METARAMAN
PATI~MARGOREJO~47~PTI05~MARGOREJO~MUKTIHARJO
PATI~MARGOREJO~48~PTI05~MARGOREJO~NGAWEN
PATI~MARGOREJO~49~PTI05~MARGOREJO~PEGANDAN
PATI~MARGOREJO~50~PTI05~MARGOREJO~PENAMBUHAN
PATI~MARGOREJO~51~PTI05~MARGOREJO~SOKOKULON
PATI~MARGOREJO~52~PTI05~MARGOREJO~SUKOBUBUK
PATI~MARGOREJO~53~PTI05~MARGOREJO~SUKOHARJO
PATI~MARGOREJO~54~PTI05~MARGOREJO~WANGUNREJO
PATI~MARGOREJO~55~PTI05~MARGOREJO~BADEGAN
PATI~MARGOREJO~56~PTI05~MARGOREJO~BANYUURIP
PATI~MARGOREJO~57~PTI05~MARGOREJO~BUMIREJO
PATI~MARGOREJO~58~PTI05~MARGOREJO~DADIREJO
PATI~MARGOREJO~59~PTI05~MARGOREJO~JAMBEAN
PATI~MARGOREJO~60~PTI05~MARGOREJO~JIMBARAN
PATI~MARGOREJO~61~PTI05~MARGOREJO~LANGENHARJO
PATI~MARGOREJO~62~PTI05~MARGOREJO~LANGSE
PATI~MARGOREJO~63~PTI05~MARGOREJO~MARGOREJO
PATI~MARGOREJO~64~PTI05~MARGOREJO~METARAMAN
PATI~MARGOREJO~65~PTI05~MARGOREJO~MUKTIHARJO
PATI~MARGOREJO~66~PTI05~MARGOREJO~NGAWEN
PATI~MARGOREJO~67~PTI05~MARGOREJO~PEGANDAN
PATI~MARGOREJO~68~PTI05~MARGOREJO~PENAMBUHAN
PATI~MARGOREJO~69~PTI05~MARGOREJO~SOKOKULON
PATI~MARGOREJO~70~PTI05~MARGOREJO~SUKOBUBUK
PATI~MARGOREJO~71~PTI05~MARGOREJO~SUKOHARJO
PATI~MARGOREJO~72~PTI05~MARGOREJO~WANGUNREJO
PATI~PATI~1~PTI01~PATI~PATI LOR
PATI~PATI~2~PTI01~PATI~SIDOKERTO
PATI~PATI~3~PTI01~PATI~NGARUS
PATI~PATI~4~PTI01~PATI~WINONG
PATI~PATI~5~PTI01~PATI~PLANGITAN
PATI~PATI~6~PTI01~PATI~PURI
PATI~PATI~7~PTI01~PATI~BLARU
PATI~PATI~8~PTI01~PATI~PATI KIDUL
PATI~PATI~9~PTI01~PATI~PATI WETAN
PATI~PATI~10~PTI01~PATI~GAJAHMATI
PATI~PATI~11~PTI01~PATI~PANJUNAN
PATI~PATI~12~PTI01~PATI~SEMAMPIR
PATI~PATI~13~PTI01~PATI~KALIDORO
PATI~PATI~14~PTI01~PATI~MUSTOKOHARJO
PATI~PATI~15~PTI01~PATI~SIDOHARJO
PATI~PATI~16~PTI01~PATI~KUTOHARJO
PATI~PATI~17~PTI01~PATI~SARIREJO
PATI~PATI~18~PTI01~PATI~DENGKEK
PATI~PATI~19~PTI01~PATI~GERITAN
PATI~PATI~20~PTI01~PATI~MULYOHARJO
PATI~PATI~21~PTI01~PATI~NGEPUNGROJO
PATI~PATI~22~PTI01~PATI~PARENGGAN
PATI~PATI~23~PTI01~PATI~PAYANG
PATI~PATI~24~PTI01~PATI~PURWOREJO
PATI~PATI~25~PTI01~PATI~SINOMAN
PATI~PATI~26~PTI01~PATI~SUGIHARJO
PATI~PATI~27~PTI01~PATI~TAMBAHARJO
PATI~PATI~28~PTI01~PATI~TAMBASARI
PATI~PATI~29~PTI01~PATI~WIDOROKANDANG
PATI~PENGGING WANGI~1~PTI01~PENGGING WANGI~PENGGING WANGI
PATI~PUCAKWANGI~1~PTI02~PUCAKWANGI~BODEH
PATI~PUCAKWANGI~2~PTI02~PUCAKWANGI~GROGOLSARI
PATI~PUCAKWANGI~3~PTI02~PUCAKWANGI~JETAK
PATI~PUCAKWANGI~4~PTI02~PUCAKWANGI~KARANGREJO
PATI~PUCAKWANGI~5~PTI02~PUCAKWANGI~KARANGWOTAN
PATI~PUCAKWANGI~6~PTI02~PUCAKWANGI~KEPOHKENCONO
PATI~PUCAKWANGI~7~PTI02~PUCAKWANGI~KLETEK
PATI~PUCAKWANGI~8~PTI02~PUCAKWANGI~LUMBUNGMAS
PATI~PUCAKWANGI~9~PTI02~PUCAKWANGI~MENCON
PATI~PUCAKWANGI~10~PTI02~PUCAKWANGI~MOJOAGUNG
PATI~PUCAKWANGI~11~PTI02~PUCAKWANGI~PELEMGEDE
PATI~PUCAKWANGI~12~PTI02~PUCAKWANGI~PLOSOREJO
PATI~PUCAKWANGI~13~PTI02~PUCAKWANGI~PUCAKWANGI
PATI~PUCAKWANGI~14~PTI02~PUCAKWANGI~SITIMULYO
PATI~PUCAKWANGI~15~PTI02~PUCAKWANGI~SOKOPULUHAN
PATI~PUCAKWANGI~16~PTI02~PUCAKWANGI~TANJUNGSEKAR
PATI~PUCAKWANGI~17~PTI02~PUCAKWANGI~TEGALWERO
PATI~PUCAKWANGI~18~PTI02~PUCAKWANGI~TERTEG
PATI~PUCAKWANGI~19~PTI02~PUCAKWANGI~TRIGUNO
PATI~PUCAKWANGI~20~PTI02~PUCAKWANGI~WATESHAJI
PATI~SUKOLILO~1~PTI03~SUKOLILO~BALEADI
PATI~SUKOLILO~2~PTI03~SUKOLILO~BATUREJO
PATI~SUKOLILO~3~PTI03~SUKOLILO~CENGKALSEWU
PATI~SUKOLILO~4~PTI03~SUKOLILO~GADUDERO
PATI~SUKOLILO~5~PTI03~SUKOLILO~KASIYAN
PATI~SUKOLILO~6~PTI03~SUKOLILO~KEDUMULYO
PATI~SUKOLILO~7~PTI03~SUKOLILO~KEDUNGWINONG
PATI~SUKOLILO~8~PTI03~SUKOLILO~KUWAWUR
PATI~SUKOLILO~9~PTI03~SUKOLILO~PAKEM
PATI~SUKOLILO~10~PTI03~SUKOLILO~PORANG PARING
PATI~SUKOLILO~11~PTI03~SUKOLILO~PRAWOTO
PATI~SUKOLILO~12~PTI03~SUKOLILO~SUKOLILO
PATI~SUKOLILO~13~PTI03~SUKOLILO~SUMBERSOKO
PATI~SUKOLILO~14~PTI03~SUKOLILO~TOMPEGUNUNG
PATI~SUKOLILO~15~PTI03~SUKOLILO~WEGIL
PATI~SUKOLILO~16~PTI03~SUKOLILO~WOTAN
PATI~TAMBAKROMO~1~PTI03~TAMBAKROMO~ANGKATAN KIDUL
PATI~TAMBAKROMO~2~PTI03~TAMBAKROMO~ANGKATAN LOR
PATI~TAMBAKROMO~3~PTI03~TAMBAKROMO~KARANGAWEN
PATI~TAMBAKROMO~4~PTI03~TAMBAKROMO~KARANGMULYO
PATI~TAMBAKROMO~5~PTI03~TAMBAKROMO~KARANGWONO
PATI~TAMBAKROMO~6~PTI03~TAMBAKROMO~KEBEN
PATI~TAMBAKROMO~7~PTI03~TAMBAKROMO~KEDALINGAN
PATI~TAMBAKROMO~8~PTI03~TAMBAKROMO~LARANGAN
PATI~TAMBAKROMO~9~PTI03~TAMBAKROMO~MAITAN
PATI~TAMBAKROMO~10~PTI03~TAMBAKROMO~MANGUNREKSO
PATI~TAMBAKROMO~11~PTI03~TAMBAKROMO~MOJOMULYO
PATI~TAMBAKROMO~12~PTI03~TAMBAKROMO~PAKIS
PATI~TAMBAKROMO~13~PTI03~TAMBAKROMO~SINOMWIDODO
PATI~TAMBAKROMO~14~PTI03~TAMBAKROMO~SITIREJO
PATI~TAMBAKROMO~15~PTI03~TAMBAKROMO~TAMBAHAGUNG
PATI~TAMBAKROMO~16~PTI03~TAMBAKROMO~TAMBAHARJO
PATI~TAMBAKROMO~17~PTI03~TAMBAKROMO~TAMBAKROMO
PATI~TAMBAKROMO~18~PTI03~TAMBAKROMO~WUKIRSARI
PATI~TAYU~1~PTI04~TAYU~BENDOKATON KIDUL
PATI~TAYU~2~PTI04~TAYU~BULUNGAN
PATI~TAYU~3~PTI04~TAYU~DOROREJO
PATI~TAYU~4~PTI04~TAYU~JEPAT KIDUL
PATI~TAYU~5~PTI04~TAYU~JEPAT LOR
PATI~TAYU~6~PTI04~TAYU~KALIKALONG
PATI~TAYU~7~PTI04~TAYU~KEBOROMO
PATI~TAYU~8~PTI04~TAYU~KEDUNGBANG
PATI~TAYU~9~PTI04~TAYU~KEDUNGSARI
PATI~TAYU~10~PTI04~TAYU~LUWANG
PATI~TAYU~11~PTI04~TAYU~MARGOMULYO
PATI~TAYU~12~PTI04~TAYU~PAKIS
PATI~TAYU~13~PTI04~TAYU~PONDOWAN
PATI~TAYU~14~PTI04~TAYU~PUNDENREJO
PATI~TAYU~15~PTI04~TAYU~PURWOKERTO
PATI~TAYU~16~PTI04~TAYU~SAMBIROTO
PATI~TAYU~17~PTI04~TAYU~SENDANGREJO
PATI~TAYU~18~PTI04~TAYU~TAYUKULON
PATI~TAYU~19~PTI04~TAYU~TAYUWETAN
PATI~TAYU~20~PTI04~TAYU~TENDAS
PATI~TAYU~21~PTI04~TAYU~TUNGGULSARI
PATI~TLOGOWUNGU~1~PTI05~TLOGOWUNGU~CABAK
PATI~TLOGOWUNGU~2~PTI05~TLOGOWUNGU~GUNUNGSARI
PATI~TLOGOWUNGU~3~PTI05~TLOGOWUNGU~GUWO
PATI~TLOGOWUNGU~4~PTI05~TLOGOWUNGU~KLUMPIT
PATI~TLOGOWUNGU~5~PTI05~TLOGOWUNGU~LAHAR
PATI~TLOGOWUNGU~6~PTI05~TLOGOWUNGU~PURWOSARI
PATI~TLOGOWUNGU~7~PTI05~TLOGOWUNGU~REGALOH
PATI~TLOGOWUNGU~8~PTI05~TLOGOWUNGU~SAMBIREJO
PATI~TLOGOWUNGU~9~PTI05~TLOGOWUNGU~SUMBERMULYO
PATI~TLOGOWUNGU~10~PTI05~TLOGOWUNGU~SUWATU
PATI~TLOGOWUNGU~11~PTI05~TLOGOWUNGU~TAJUNGSARI
PATI~TLOGOWUNGU~12~PTI05~TLOGOWUNGU~TAMANSARI
PATI~TLOGOWUNGU~13~PTI05~TLOGOWUNGU~TLOGOREJO
PATI~TLOGOWUNGU~14~PTI05~TLOGOWUNGU~TLOGOSARI
PATI~TLOGOWUNGU~15~PTI05~TLOGOWUNGU~WONOREJO
PATI~TLOGOWUNGU~16~PTI05~TLOGOWUNGU~CABAK
PATI~TLOGOWUNGU~17~PTI05~TLOGOWUNGU~GUNUNGSARI
