BENGKULU TENGAH~PAGAR JATI~6~KRT01~PAGAR JATI~PAGAR JATI
BENGKULU TENGAH~PAGAR JATI~7~KRT01~PAGAR JATI~RENA KANDIS
BENGKULU TENGAH~PAGAR JATI~8~KRT01~PAGAR JATI~TABA RENAH
BENGKULU TENGAH~PAGAR JATI~9~KRT01~PAGAR JATI~TALANG CURUP
BENGKULU TENGAH~PAGAR JATI~10~KRT01~PAGAR JATI~TEMIANG
BENGKULU TENGAH~PAGAR JATI~11~KRT01~PAGAR JATI~TUMBUK
BENGKULU TENGAH~PEMATANG TIGA~1~KRT01~PEMATANG TIGA~AIR KOTOK
BENGKULU TENGAH~PEMATANG TIGA~2~KRT01~PEMATANG TIGA~ATURAN MUMPO
BENGKULU TENGAH~PEMATANG TIGA~3~KRT01~PEMATANG TIGA~BATU BARIANG
BENGKULU TENGAH~PEMATANG TIGA~4~KRT01~PEMATANG TIGA~KEBUN LEBAR
BENGKULU TENGAH~PEMATANG TIGA~5~KRT01~PEMATANG TIGA~KOTA TITIK
BENGKULU TENGAH~PEMATANG TIGA~6~KRT01~PEMATANG TIGA~PEMATANG TIGA
BENGKULU TENGAH~PEMATANG TIGA~7~KRT01~PEMATANG TIGA~SENABAH
BENGKULU TENGAH~PEMATANG TIGA~8~KRT01~PEMATANG TIGA~TALANG TENGAH II
BENGKULU TENGAH~PEMATANG TIGA~9~KRT01~PEMATANG TIGA~TANJUNG KEPAYANG
BENGKULU TENGAH~PEMATANG TIGA~10~KRT01~PEMATANG TIGA~TIAMBANG
BENGKULU TENGAH~PEMATANG TIGA~11~KRT01~PEMATANG TIGA~TURAN MUMPO
BENGKULU TENGAH~PONDOK KELAPA~1~KRT01~PONDOK KELAPA~BLOK VI
BENGKULU TENGAH~PONDOK KELAPA~2~KRT01~PONDOK KELAPA~KEMBANG AYUN
BENGKULU TENGAH~PONDOK KELAPA~3~KRT01~PONDOK KELAPA~PADANG BETUAH
BENGKULU TENGAH~PONDOK KELAPA~4~KRT01~PONDOK KELAPA~PAGARDEWA
BENGKULU TENGAH~PONDOK KELAPA~5~KRT01~PONDOK KELAPA~PANCA MUKTI
BENGKULU TENGAH~PONDOK KELAPA~6~KRT01~PONDOK KELAPA~PASAR PEDATI
BENGKULU TENGAH~PONDOK KELAPA~7~KRT01~PONDOK KELAPA~PEKIK NYARING
BENGKULU TENGAH~PONDOK KELAPA~8~KRT01~PONDOK KELAPA~PONDOK KELAPA
BENGKULU TENGAH~PONDOK KELAPA~9~KRT01~PONDOK KELAPA~SIDODADI
BENGKULU TENGAH~PONDOK KELAPA~10~KRT01~PONDOK KELAPA~SIDOREJA
BENGKULU TENGAH~PONDOK KELAPA~11~KRT01~PONDOK KELAPA~SRIKATON
BENGKULU TENGAH~PONDOK KELAPA~12~KRT01~PONDOK KELAPA~SRIKUNCORO
BENGKULU TENGAH~PONDOK KELAPA~13~KRT01~PONDOK KELAPA~SUNDA KELAPA
BENGKULU TENGAH~PONDOK KELAPA~14~KRT01~PONDOK KELAPA~TALANG BUSENG
BENGKULU TENGAH~PONDOK KELAPA~15~KRT01~PONDOK KELAPA~TALANG PAUH
BENGKULU TENGAH~PONDOK KELAPA~16~KRT01~PONDOK KELAPA~TALANG TENGAH I
BENGKULU TENGAH~PONDOK KUBANG~1~KRT01~PONDOK KUBANG~BATU RAJA
BENGKULU TENGAH~PONDOK KUBANG~2~KRT01~PONDOK KUBANG~DUSUN ANYAR
BENGKULU TENGAH~PONDOK KUBANG~3~KRT01~PONDOK KUBANG~DUSUN BARU I
BENGKULU TENGAH~PONDOK KUBANG~4~KRT01~PONDOK KUBANG~HARAPAN MAKMUR
BENGKULU TENGAH~PONDOK KUBANG~5~KRT01~PONDOK KUBANG~LINGGAR GALING
BENGKULU TENGAH~PONDOK KUBANG~6~KRT01~PONDOK KUBANG~MARGO MULYA
BENGKULU TENGAH~PONDOK KUBANG~7~KRT01~PONDOK KUBANG~PAKU HAJI
BENGKULU TENGAH~PONDOK KUBANG~8~KRT01~PONDOK KUBANG~PONDOK KUBANG
BENGKULU TENGAH~PONDOK KUBANG~9~KRT01~PONDOK KUBANG~TABA JAMBU
BENGKULU TENGAH~PONDOK KUBANG~10~KRT01~PONDOK KUBANG~TALANG TENGAH
BENGKULU TENGAH~PONDOK KUBANG~11~KRT01~PONDOK KUBANG~TANJUNG DALAM
BENGKULU TENGAH~PONDOK KUBANG~12~KRT01~PONDOK KUBANG~TANJUNG TERDANA
