BOYOLALI~AMPEL~1~BYL03~AMPEL~NGAGRONG
BOYOLALI~BOYOLALI~1~BYL01~BOYOLALI~PULISEN
BOYOLALI~BOYOLALI~2~BYL01~BOYOLALI~SISWODIPURAN
BOYOLALI~BOYOLALI~3~BYL01~BOYOLALI~BANARAN
BOYOLALI~BOYOLALI~4~BYL01~BOYOLALI~WINONG
BOYOLALI~BOYOLALI~5~BYL01~BOYOLALI~PENGGUNG
BOYOLALI~BOYOLALI~6~BYL01~BOYOLALI~KIRINGAN
BOYOLALI~BOYOLALI~7~BYL01~BOYOLALI~KARANGGENENG
BOYOLALI~BOYOLALI~8~BYL01~BOYOLALI~MUDAL
BOYOLALI~BOYOLALI~9~BYL01~BOYOLALI~KEBONBIMO
BOYOLALI~CEPOGO~1~BYL01~CEPOGO~WONODOYO
BOYOLALI~CEPOGO~2~BYL01~CEPOGO~JOMBONG
BOYOLALI~CEPOGO~3~BYL01~CEPOGO~GEDANGAN
BOYOLALI~CEPOGO~4~BYL01~CEPOGO~SUMBUNG
BOYOLALI~CEPOGO~5~BYL01~CEPOGO~PARAS
BOYOLALI~CEPOGO~6~BYL01~CEPOGO~JELOK
BOYOLALI~CEPOGO~7~BYL01~CEPOGO~BAKULAN
BOYOLALI~CEPOGO~8~BYL01~CEPOGO~MLIWIS
BOYOLALI~CEPOGO~9~BYL01~CEPOGO~SUKABUMI
BOYOLALI~CEPOGO~10~BYL01~CEPOGO~GENTING
BOYOLALI~CEPOGO~11~BYL01~CEPOGO~CEPOGO
BOYOLALI~CEPOGO~12~BYL01~CEPOGO~KEMBANGKUNING
BOYOLALI~CEPOGO~13~BYL01~CEPOGO~CABEANKUNTI
BOYOLALI~CEPOGO~14~BYL01~CEPOGO~CANDIGATAK
BOYOLALI~CEPOGO~15~BYL01~CEPOGO~GUBUG
BOYOLALI~JUWANGI~1~BYL01~JUWANGI~KROBOKAN
BOYOLALI~JUWANGI~2~BYL01~JUWANGI~NGAREN
BOYOLALI~JUWANGI~3~BYL01~JUWANGI~KALIMATI
BOYOLALI~JUWANGI~4~BYL01~JUWANGI~SAMBENG
BOYOLALI~JUWANGI~5~BYL01~JUWANGI~CERME
BOYOLALI~JUWANGI~6~BYL01~JUWANGI~JUWANGI
BOYOLALI~JUWANGI~7~BYL01~JUWANGI~PILANGREJO
BOYOLALI~JUWANGI~8~BYL01~JUWANGI~JERUKAN
BOYOLALI~JUWANGI~9~BYL01~JUWANGI~KAYEN
BOYOLALI~JUWANGI~10~BYL01~JUWANGI~NGLESES
BOYOLALI~KARANGGEDE~1~BYL02~KARANGGEDE~MANYARAN
BOYOLALI~KARANGGEDE~2~BYL02~KARANGGEDE~SEMPULUR
BOYOLALI~KARANGGEDE~3~BYL02~KARANGGEDE~KLUMPIT
BOYOLALI~KARANGGEDE~4~BYL02~KARANGGEDE~PINGGIR
BOYOLALI~KARANGGEDE~5~BYL02~KARANGGEDE~BANTENGAN
BOYOLALI~KARANGGEDE~6~BYL02~KARANGGEDE~TEGALSARI
BOYOLALI~KARANGGEDE~7~BYL02~KARANGGEDE~SRANTEN
BOYOLALI~KARANGGEDE~8~BYL02~KARANGGEDE~GROGOLAN
BOYOLALI~KARANGGEDE~9~BYL02~KARANGGEDE~MOJOSARI
BOYOLALI~KARANGGEDE~10~BYL02~KARANGGEDE~PENGKOL
BOYOLALI~KARANGGEDE~11~BYL02~KARANGGEDE~KARANGKEPOH
BOYOLALI~KARANGGEDE~12~BYL02~KARANGGEDE~SENDANG
BOYOLALI~KARANGGEDE~13~BYL02~KARANGGEDE~KEBONAN
BOYOLALI~KARANGGEDE~14~BYL02~KARANGGEDE~KLARI
BOYOLALI~KARANGGEDE~15~BYL02~KARANGGEDE~BANGKOK
BOYOLALI~KARANGGEDE~16~BYL02~KARANGGEDE~DOLOGAN
BOYOLALI~KARANGGEDE~17~BYL02~KARANGGEDE~MANYARAN
BOYOLALI~KARANGGEDE~18~BYL02~KARANGGEDE~SEMPULUR
BOYOLALI~KARANGGEDE~19~BYL02~KARANGGEDE~KLUMPIT
BOYOLALI~KARANGGEDE~20~BYL02~KARANGGEDE~PINGGIR
BOYOLALI~KARANGGEDE~21~BYL02~KARANGGEDE~BANTENGAN
BOYOLALI~KARANGGEDE~22~BYL02~KARANGGEDE~TEGALSARI
BOYOLALI~KARANGGEDE~23~BYL02~KARANGGEDE~SRANTEN
BOYOLALI~KARANGGEDE~24~BYL02~KARANGGEDE~GROGOLAN
BOYOLALI~KARANGGEDE~25~BYL02~KARANGGEDE~MOJOSARI
BOYOLALI~KARANGGEDE~26~BYL02~KARANGGEDE~PENGKOL
BOYOLALI~KARANGGEDE~27~BYL02~KARANGGEDE~KARANGKEPOH
BOYOLALI~KARANGGEDE~28~BYL02~KARANGGEDE~SENDANG
BOYOLALI~KARANGGEDE~29~BYL02~KARANGGEDE~KEBONAN
BOYOLALI~KARANGGEDE~30~BYL02~KARANGGEDE~KLARI
BOYOLALI~KARANGGEDE~31~BYL02~KARANGGEDE~BANGKOK
BOYOLALI~KARANGGEDE~32~BYL02~KARANGGEDE~DOLOGAN
BOYOLALI~KARANGGEDE~33~BYL02~KARANGGEDE~MANYARAN
BOYOLALI~KARANGGEDE~34~BYL02~KARANGGEDE~SEMPULUR
BOYOLALI~KARANGGEDE~35~BYL02~KARANGGEDE~KLUMPIT
BOYOLALI~KARANGGEDE~36~BYL02~KARANGGEDE~PINGGIR
BOYOLALI~KARANGGEDE~37~BYL02~KARANGGEDE~BANTENGAN
BOYOLALI~KARANGGEDE~38~BYL02~KARANGGEDE~TEGALSARI
BOYOLALI~KARANGGEDE~39~BYL02~KARANGGEDE~SRANTEN
BOYOLALI~KARANGGEDE~40~BYL02~KARANGGEDE~GROGOLAN
BOYOLALI~KARANGGEDE~41~BYL02~KARANGGEDE~MOJOSARI
BOYOLALI~KARANGGEDE~42~BYL02~KARANGGEDE~PENGKOL
BOYOLALI~KARANGGEDE~43~BYL02~KARANGGEDE~KARANGKEPOH
BOYOLALI~KARANGGEDE~44~BYL02~KARANGGEDE~SENDANG
BOYOLALI~KARANGGEDE~45~BYL02~KARANGGEDE~KEBONAN
BOYOLALI~KARANGGEDE~46~BYL02~KARANGGEDE~KLARI
BOYOLALI~KARANGGEDE~47~BYL02~KARANGGEDE~BANGKOK
BOYOLALI~KARANGGEDE~48~BYL02~KARANGGEDE~DOLOGAN
BOYOLALI~KARANGGEDE~49~BYL02~KARANGGEDE~MANYARAN
BOYOLALI~KARANGGEDE~50~BYL02~KARANGGEDE~SEMPULUR
BOYOLALI~KARANGGEDE~51~BYL02~KARANGGEDE~KLUMPIT
BOYOLALI~KARANGGEDE~52~BYL02~KARANGGEDE~PINGGIR
BOYOLALI~KARANGGEDE~53~BYL02~KARANGGEDE~BANTENGAN
BOYOLALI~KARANGGEDE~54~BYL02~KARANGGEDE~TEGALSARI
BOYOLALI~KARANGGEDE~55~BYL02~KARANGGEDE~SRANTEN
BOYOLALI~KARANGGEDE~56~BYL02~KARANGGEDE~GROGOLAN
BOYOLALI~KARANGGEDE~57~BYL02~KARANGGEDE~MOJOSARI
BOYOLALI~KARANGGEDE~58~BYL02~KARANGGEDE~PENGKOL
BOYOLALI~KARANGGEDE~59~BYL02~KARANGGEDE~KARANGKEPOH
BOYOLALI~KARANGGEDE~60~BYL02~KARANGGEDE~SENDANG
BOYOLALI~KARANGGEDE~61~BYL02~KARANGGEDE~KEBONAN
BOYOLALI~KARANGGEDE~62~BYL02~KARANGGEDE~KLARI
BOYOLALI~KARANGGEDE~63~BYL02~KARANGGEDE~BANGKOK
BOYOLALI~KARANGGEDE~64~BYL02~KARANGGEDE~DOLOGAN
BOYOLALI~KEMUSU~1~BYL01~KEMUSU~KAUMAN
BOYOLALI~KEMUSU~2~BYL01~KEMUSU~KENDEL
BOYOLALI~KEMUSU~3~BYL01~KEMUSU~BAWU
BOYOLALI~KEMUSU~4~BYL01~KEMUSU~KLEWOR
BOYOLALI~KEMUSU~5~BYL01~KEMUSU~SARIMULYO
BOYOLALI~KEMUSU~6~BYL01~KEMUSU~WATUGEDE
BOYOLALI~KEMUSU~7~BYL01~KEMUSU~KEDUNGREJO
BOYOLALI~KEMUSU~8~BYL01~KEMUSU~GENENGSARI
BOYOLALI~KEMUSU~9~BYL01~KEMUSU~KEMUSU
BOYOLALI~KEMUSU~10~BYL01~KEMUSU~LEMAHIRENG
BOYOLALI~KEMUSU~11~BYL01~KEMUSU~GUWO
BOYOLALI~KEMUSU~12~BYL01~KEMUSU~KEDUNGMULYO
BOYOLALI~KEMUSU~13~BYL01~KEMUSU~WONOHARJO
BOYOLALI~KLEGO~1~BYL02~KLEGO~TANJUNG
BOYOLALI~KLEGO~2~BYL02~KLEGO~SENDANGREJO
BOYOLALI~KLEGO~3~BYL02~KLEGO~KALANGAN
BOYOLALI~KLEGO~4~BYL02~KLEGO~SANGGE
BOYOLALI~KLEGO~5~BYL02~KLEGO~JATEN
BOYOLALI~KLEGO~6~BYL02~KLEGO~BLUMBANG
BOYOLALI~KLEGO~7~BYL02~KLEGO~BADE
BOYOLALI~KLEGO~8~BYL02~KLEGO~KLEGO
BOYOLALI~KLEGO~9~BYL02~KLEGO~GONDANGLEGI
BOYOLALI~KLEGO~10~BYL02~KLEGO~KARANGGATAK
BOYOLALI~KLEGO~11~BYL02~KLEGO~BANYUURIP
BOYOLALI~KLEGO~12~BYL02~KLEGO~SUMBERAGUNG
BOYOLALI~KLEGO~13~BYL02~KLEGO~KARANGMOJO
BOYOLALI~KLEGO~14~BYL02~KLEGO~TANJUNG
BOYOLALI~KLEGO~15~BYL02~KLEGO~SENDANGREJO
BOYOLALI~KLEGO~16~BYL02~KLEGO~KALANGAN
BOYOLALI~KLEGO~17~BYL02~KLEGO~SANGGE
BOYOLALI~KLEGO~18~BYL02~KLEGO~JATEN
BOYOLALI~KLEGO~19~BYL02~KLEGO~BLUMBANG
BOYOLALI~KLEGO~20~BYL02~KLEGO~BADE
BOYOLALI~KLEGO~21~BYL02~KLEGO~KLEGO
BOYOLALI~KLEGO~22~BYL02~KLEGO~GONDANGLEGI
BOYOLALI~KLEGO~23~BYL02~KLEGO~KARANGGATAK
BOYOLALI~KLEGO~24~BYL02~KLEGO~BANYUURIP
BOYOLALI~KLEGO~25~BYL02~KLEGO~SUMBERAGUNG
BOYOLALI~KLEGO~26~BYL02~KLEGO~KARANGMOJO
BOYOLALI~KLEGO~27~BYL02~KLEGO~TANJUNG
BOYOLALI~KLEGO~28~BYL02~KLEGO~SENDANGREJO
BOYOLALI~KLEGO~29~BYL02~KLEGO~KALANGAN
BOYOLALI~KLEGO~30~BYL02~KLEGO~SANGGE
BOYOLALI~KLEGO~31~BYL02~KLEGO~JATEN
BOYOLALI~KLEGO~32~BYL02~KLEGO~BLUMBANG
BOYOLALI~KLEGO~33~BYL02~KLEGO~BADE
BOYOLALI~KLEGO~34~BYL02~KLEGO~KLEGO
BOYOLALI~KLEGO~35~BYL02~KLEGO~GONDANGLEGI
BOYOLALI~KLEGO~36~BYL02~KLEGO~KARANGGATAK
BOYOLALI~KLEGO~37~BYL02~KLEGO~BANYUURIP
BOYOLALI~KLEGO~38~BYL02~KLEGO~SUMBERAGUNG
BOYOLALI~KLEGO~39~BYL02~KLEGO~KARANGMOJO
BOYOLALI~KLEGO~40~BYL02~KLEGO~TANJUNG
BOYOLALI~KLEGO~41~BYL02~KLEGO~SENDANGREJO
BOYOLALI~KLEGO~42~BYL02~KLEGO~KALANGAN
BOYOLALI~KLEGO~43~BYL02~KLEGO~SANGGE
BOYOLALI~KLEGO~44~BYL02~KLEGO~JATEN
BOYOLALI~KLEGO~45~BYL02~KLEGO~BLUMBANG
BOYOLALI~KLEGO~46~BYL02~KLEGO~BADE
BOYOLALI~KLEGO~47~BYL02~KLEGO~KLEGO
BOYOLALI~KLEGO~48~BYL02~KLEGO~GONDANGLEGI
BOYOLALI~KLEGO~49~BYL02~KLEGO~KARANGGATAK
BOYOLALI~KLEGO~50~BYL02~KLEGO~BANYUURIP
BOYOLALI~KLEGO~51~BYL02~KLEGO~SUMBERAGUNG
BOYOLALI~KLEGO~52~BYL02~KLEGO~KARANGMOJO
BOYOLALI~MOJOSONGO~1~BYL02~MOJOSONGO~SINGOSARI
BOYOLALI~MOJOSONGO~2~BYL02~MOJOSONGO~TAMBAK
BOYOLALI~MOJOSONGO~3~BYL02~MOJOSONGO~MANGGIS
BOYOLALI~MOJOSONGO~4~BYL02~MOJOSONGO~JURUG
BOYOLALI~MOJOSONGO~5~BYL02~MOJOSONGO~KARANGNONGKO
BOYOLALI~MOJOSONGO~6~BYL02~MOJOSONGO~MADU
BOYOLALI~MOJOSONGO~7~BYL02~MOJOSONGO~KEMIRI
BOYOLALI~MOJOSONGO~8~BYL02~MOJOSONGO~BUTUH
BOYOLALI~MOJOSONGO~9~BYL02~MOJOSONGO~MOJOSONGO
BOYOLALI~MOJOSONGO~10~BYL02~MOJOSONGO~KRAGILAN
BOYOLALI~MOJOSONGO~11~BYL02~MOJOSONGO~BRAJAN
BOYOLALI~MOJOSONGO~12~BYL02~MOJOSONGO~METUK
BOYOLALI~MOJOSONGO~13~BYL02~MOJOSONGO~DLINGO
BOYOLALI~MOJOSONGO~14~BYL02~MOJOSONGO~SINGOSARI
BOYOLALI~MOJOSONGO~15~BYL02~MOJOSONGO~TAMBAK
BOYOLALI~MOJOSONGO~16~BYL02~MOJOSONGO~MANGGIS
BOYOLALI~MOJOSONGO~17~BYL02~MOJOSONGO~JURUG
BOYOLALI~MOJOSONGO~18~BYL02~MOJOSONGO~KARANGNONGKO
BOYOLALI~MOJOSONGO~19~BYL02~MOJOSONGO~MADU
BOYOLALI~MOJOSONGO~20~BYL02~MOJOSONGO~KEMIRI
BOYOLALI~MOJOSONGO~21~BYL02~MOJOSONGO~BUTUH
BOYOLALI~MOJOSONGO~22~BYL02~MOJOSONGO~MOJOSONGO
BOYOLALI~MOJOSONGO~23~BYL02~MOJOSONGO~KRAGILAN
BOYOLALI~MOJOSONGO~24~BYL02~MOJOSONGO~BRAJAN
BOYOLALI~MOJOSONGO~25~BYL02~MOJOSONGO~METUK
BOYOLALI~MOJOSONGO~26~BYL02~MOJOSONGO~DLINGO
BOYOLALI~MOJOSONGO~27~BYL02~MOJOSONGO~SINGOSARI
BOYOLALI~MOJOSONGO~28~BYL02~MOJOSONGO~TAMBAK
BOYOLALI~MOJOSONGO~29~BYL02~MOJOSONGO~MANGGIS
BOYOLALI~MOJOSONGO~30~BYL02~MOJOSONGO~JURUG
BOYOLALI~MOJOSONGO~31~BYL02~MOJOSONGO~KARANGNONGKO
BOYOLALI~MOJOSONGO~32~BYL02~MOJOSONGO~MADU
BOYOLALI~MOJOSONGO~33~BYL02~MOJOSONGO~KEMIRI
BOYOLALI~MOJOSONGO~34~BYL02~MOJOSONGO~BUTUH
BOYOLALI~MOJOSONGO~35~BYL02~MOJOSONGO~MOJOSONGO
BOYOLALI~MOJOSONGO~36~BYL02~MOJOSONGO~KRAGILAN
BOYOLALI~MOJOSONGO~37~BYL02~MOJOSONGO~BRAJAN
BOYOLALI~MOJOSONGO~38~BYL02~MOJOSONGO~METUK
BOYOLALI~MOJOSONGO~39~BYL02~MOJOSONGO~DLINGO
BOYOLALI~MOJOSONGO~40~BYL02~MOJOSONGO~SINGOSARI
BOYOLALI~MOJOSONGO~41~BYL02~MOJOSONGO~TAMBAK
BOYOLALI~MOJOSONGO~42~BYL02~MOJOSONGO~MANGGIS
BOYOLALI~MOJOSONGO~43~BYL02~MOJOSONGO~JURUG
BOYOLALI~MOJOSONGO~44~BYL02~MOJOSONGO~KARANGNONGKO
BOYOLALI~MOJOSONGO~45~BYL02~MOJOSONGO~MADU
BOYOLALI~MOJOSONGO~46~BYL02~MOJOSONGO~KEMIRI
BOYOLALI~MOJOSONGO~47~BYL02~MOJOSONGO~BUTUH
BOYOLALI~MOJOSONGO~48~BYL02~MOJOSONGO~MOJOSONGO
BOYOLALI~MOJOSONGO~49~BYL02~MOJOSONGO~KRAGILAN
BOYOLALI~MOJOSONGO~50~BYL02~MOJOSONGO~BRAJAN
BOYOLALI~MOJOSONGO~51~BYL02~MOJOSONGO~METUK
BOYOLALI~MOJOSONGO~52~BYL02~MOJOSONGO~DLINGO
BOYOLALI~MUSUK~1~BYL01~MUSUK~LAMPAR
BOYOLALI~MUSUK~2~BYL01~MUSUK~DRAGAN
BOYOLALI~MUSUK~3~BYL01~MUSUK~KARANGANYAR
BOYOLALI~MUSUK~4~BYL01~MUSUK~JEMOWO
BOYOLALI~MUSUK~5~BYL01~MUSUK~SUMUR
BOYOLALI~MUSUK~6~BYL01~MUSUK~SANGUP
BOYOLALI~MUSUK~7~BYL01~MUSUK~MRIYAN
BOYOLALI~MUSUK~8~BYL01~MUSUK~LANJARAN
BOYOLALI~MUSUK~9~BYL01~MUSUK~KARANGKENDAL
BOYOLALI~MUSUK~10~BYL01~MUSUK~KEPOSONG
BOYOLALI~MUSUK~11~BYL01~MUSUK~PAGERJURANG
BOYOLALI~MUSUK~12~BYL01~MUSUK~SUKOREJO
BOYOLALI~MUSUK~13~BYL01~MUSUK~SRUNI
BOYOLALI~MUSUK~14~BYL01~MUSUK~CLUNTANG
BOYOLALI~MUSUK~15~BYL01~MUSUK~KEMBANGSARI
BOYOLALI~MUSUK~16~BYL01~MUSUK~RINGINLARIK
BOYOLALI~MUSUK~17~BYL01~MUSUK~KEBONGULO
BOYOLALI~MUSUK~18~BYL01~MUSUK~MUSUK
BOYOLALI~MUSUK~19~BYL01~MUSUK~SUKORAME
BOYOLALI~MUSUK~20~BYL01~MUSUK~PUSPORENGGO
BOYOLALI~NGEMPLAK~1~BYL01~NGEMPLAK~NGARGOREJO
BOYOLALI~NGEMPLAK~2~BYL01~NGEMPLAK~SOBOKERTO
BOYOLALI~NGEMPLAK~3~BYL01~NGEMPLAK~NGESREP
BOYOLALI~NGEMPLAK~4~BYL01~NGEMPLAK~GAGAKSIPAT
BOYOLALI~NGEMPLAK~5~BYL01~NGEMPLAK~DONOHUDAN
BOYOLALI~NGEMPLAK~6~BYL01~NGEMPLAK~SAWAHAN
BOYOLALI~NGEMPLAK~7~BYL01~NGEMPLAK~PANDEYAN
BOYOLALI~NGEMPLAK~8~BYL01~NGEMPLAK~KISMOYOSO
BOYOLALI~NGEMPLAK~9~BYL01~NGEMPLAK~DIBAL
BOYOLALI~NGEMPLAK~10~BYL01~NGEMPLAK~SINDON
BOYOLALI~NGEMPLAK~11~BYL01~NGEMPLAK~MANGGUNG
BOYOLALI~NGEMPLAK~12~BYL01~NGEMPLAK~GIRIROTO
BOYOLALI~NOGOSARI~1~BYL01~NOGOSARI~KENTENG
BOYOLALI~NOGOSARI~2~BYL01~NOGOSARI~POTRONAYAN
BOYOLALI~NOGOSARI~3~BYL01~NOGOSARI~SEMBUNGAN
BOYOLALI~NOGOSARI~4~BYL01~NOGOSARI~JERON
BOYOLALI~NOGOSARI~5~BYL01~NOGOSARI~KETITANG
BOYOLALI~NOGOSARI~6~BYL01~NOGOSARI~REMBUN
BOYOLALI~NOGOSARI~7~BYL01~NOGOSARI~GULI
BOYOLALI~NOGOSARI~8~BYL01~NOGOSARI~TEGALGIRI
BOYOLALI~NOGOSARI~9~BYL01~NOGOSARI~BENDO
BOYOLALI~NOGOSARI~10~BYL01~NOGOSARI~KEYONGAN
BOYOLALI~NOGOSARI~11~BYL01~NOGOSARI~POJOK
BOYOLALI~NOGOSARI~12~BYL01~NOGOSARI~GLONGGONG
BOYOLALI~NOGOSARI~13~BYL01~NOGOSARI~PULUTAN
BOYOLALI~SAMBI~1~BYL02~SAMBI~GLINTANG
BOYOLALI~SAMBI~2~BYL02~SAMBI~JATISARI
BOYOLALI~SAMBI~3~BYL02~SAMBI~CANDEN
BOYOLALI~SAMBI~4~BYL02~SAMBI~SENTING
BOYOLALI~SAMBI~5~BYL02~SAMBI~TEMPURSARI
