MUNA~BARANGKA~1~RAQ01~BARANGKA~BARANGKA
MUNA~BARANGKA~2~RAQ01~BARANGKA~BUNGKOLO
MUNA~BARANGKA~3~RAQ01~BARANGKA~LAFINDE
MUNA~BARANGKA~4~RAQ01~BARANGKA~LAPOLEA
MUNA~BARANGKA~5~RAQ01~BARANGKA~SAWERIGADI
MUNA~BARANGKA~6~RAQ01~BARANGKA~WALELEI
MUNA~BARANGKA~7~RAQ01~BARANGKA~WAULAI
MUNA~BARANGKA~8~RAQ01~BARANGKA~WUNA
MUNA~BATALAIWARU~1~RAQ01~BATALAIWARU~LAIWORU
MUNA~BATALAIWARU~2~RAQ01~BATALAIWARU~SIDODADI
MUNA~BATALAIWARU~3~RAQ01~BATALAIWARU~WAKORAMBU
MUNA~BATALAIWARU~4~RAQ01~BATALAIWARU~WAWESA
MUNA~BONE~1~RAQ01~BONE~BONE KANCITALA
MUNA~BONE~2~RAQ01~BONE~BONE LOLIBU
MUNA~BONE~3~RAQ01~BONE~BONE TONDO
MUNA~BONE~4~RAQ01~BONE~MAROBO
MUNA~BONE~5~RAQ01~BONE~PASIKUTA
MUNA~BONE~6~RAQ01~BONE~POAROHA
MUNA~BONE~7~RAQ01~BONE~TAPITAPI
MUNA~BONE~8~RAQ01~BONE~WADOLAU
MUNA~DURUKA~1~RAQ01~DURUKA~WAPUNTO
MUNA~DURUKA~2~RAQ01~DURUKA~BANGGAI
MUNA~DURUKA~3~RAQ01~DURUKA~GHONSUME
MUNA~DURUKA~4~RAQ01~DURUKA~GONE BALANO
MUNA~DURUKA~5~RAQ01~DURUKA~LAGASA
MUNA~DURUKA~6~RAQ01~DURUKA~LASUNAPA
MUNA~DURUKA~7~RAQ01~DURUKA~PALANGGA
MUNA~KABANGKA~1~RAQ01~KABANGKA~BAHUTARA
MUNA~KABANGKA~2~RAQ01~KABANGKA~KABANGKA
MUNA~KABANGKA~3~RAQ01~KABANGKA~KILAMBIBITO
MUNA~KABANGKA~4~RAQ01~KABANGKA~KOMBAKOMBA
MUNA~KABANGKA~5~RAQ01~KABANGKA~KONTU KOWUNA
MUNA~KABANGKA~6~RAQ01~KABANGKA~LAKANDITO
MUNA~KABANGKA~7~RAQ01~KABANGKA~LUPIA
MUNA~KABANGKA~8~RAQ01~KABANGKA~OENSULI
MUNA~KABANGKA~9~RAQ01~KABANGKA~SARIMULYO
MUNA~KABANGKA~10~RAQ01~KABANGKA~WAKOBALU AGUNG
MUNA~KABANGKA~11~RAQ01~KABANGKA~WANSUGI
MUNA~KABANGKA~12~RAQ01~KABANGKA~WATALIKU
MUNA~KABAWO~1~RAQ01~KABAWO~BEA
MUNA~KABAWO~2~RAQ01~KABAWO~BENTE
MUNA~KABAWO~3~RAQ01~KABAWO~KAFOO FOO
MUNA~KABAWO~4~RAQ01~KABAWO~KAMBAWUNA
MUNA~KABAWO~5~RAQ01~KABAWO~KASAKA
MUNA~KABAWO~6~RAQ01~KABAWO~KAWITE WITE
MUNA~KABAWO~7~RAQ01~KABAWO~KONTUMERE
MUNA~KABAWO~8~RAQ01~KABAWO~LAHORIO
MUNA~KABAWO~9~RAQ01~KABAWO~LAIMPI
MUNA~KABAWO~10~RAQ01~KABAWO~LAMAEO
MUNA~KABAWO~11~RAQ01~KABAWO~LEMBO
MUNA~KABAWO~12~RAQ01~KABAWO~RANGKA
MUNA~KABAWO~13~RAQ01~KABAWO~TANJUNG BATU
MUNA~KABAWO~14~RAQ01~KABAWO~WANTIWORO
MUNA~KATOBU~1~RAQ01~KATOBU~BUTUNGBUTUNG
MUNA~KATOBU~2~RAQ01~KATOBU~LAENDE
MUNA~KATOBU~3~RAQ01~KATOBU~RAHA I
MUNA~KATOBU~4~RAQ01~KATOBU~WAMPONIKI
MUNA~KATOBU~5~RAQ01~KATOBU~RAHA II
MUNA~KATOBU~6~RAQ01~KATOBU~RAHA III
MUNA~KATOBU~7~RAQ01~KATOBU~WATONEA
MUNA~KATOBU~8~RAQ01~KATOBU~MANGGA KUNING
MUNA~KONTUNAGA~1~RAQ01~KONTUNAGA~BUNGI
MUNA~KONTUNAGA~2~RAQ01~KONTUNAGA~KONTUNAGA
MUNA~KONTUNAGA~3~RAQ01~KONTUNAGA~LAKAUDUMA
MUNA~KONTUNAGA~4~RAQ01~KONTUNAGA~LAPODIDI
MUNA~KONTUNAGA~5~RAQ01~KONTUNAGA~LIABALANO LABALANO
MUNA~KONTUNAGA~6~RAQ01~KONTUNAGA~MABODO
MUNA~KONTUNAGA~7~RAQ01~KONTUNAGA~MASALILI
MUNA~KUSAMBI~1~RAQ01~KUSAMBI~BAKERAMBA
MUNA~KUSAMBI~2~RAQ01~KUSAMBI~GUALI
MUNA~KUSAMBI~3~RAQ01~KUSAMBI~KASAKAMU
MUNA~KUSAMBI~4~RAQ01~KUSAMBI~KONAWE
MUNA~KUSAMBI~5~RAQ01~KUSAMBI~KUSAMBI
MUNA~KUSAMBI~6~RAQ01~KUSAMBI~LAHAJI
MUNA~KUSAMBI~7~RAQ01~KUSAMBI~LAKAWOGHE
MUNA~KUSAMBI~8~RAQ01~KUSAMBI~LAPOKAINSE
MUNA~KUSAMBI~9~RAQ01~KUSAMBI~LEMOAMBO
MUNA~KUSAMBI~10~RAQ01~KUSAMBI~MASARA
MUNA~KUSAMBI~11~RAQ01~KUSAMBI~SIDA MANGURA SIDAMAGURA
MUNA~KUSAMBI~12~RAQ01~KUSAMBI~TANJUNG PINANG
MUNA~KUSAMBI~13~RAQ01~KUSAMBI~UMBA
MUNA~LASALEPA~1~RAQ01~LASALEPA~BANGUN SARI
MUNA~LASALEPA~2~RAQ01~LASALEPA~BONEA
MUNA~LASALEPA~3~RAQ01~LASALEPA~KOMBUNGO
MUNA~LASALEPA~4~RAQ01~LASALEPA~LABONE
MUNA~LASALEPA~5~RAQ01~LASALEPA~LABUNTI
MUNA~LASALEPA~6~RAQ01~LASALEPA~LASALEPA
MUNA~LASALEPA~7~RAQ01~LASALEPA~PARIDA
MUNA~LAWA~1~RAQ01~LAWA~？ KAMPANI
MUNA~LAWA~2~RAQ01~LAWA~KATOBU
MUNA~LAWA~3~RAQ01~LAWA~LAGADI
MUNA~LAWA~4~RAQ01~LAWA~LAILANGGA LOILANGGA
MUNA~LAWA~5~RAQ01~LAWA~LAKANAHA
MUNA~LAWA~6~RAQ01~LAWA~LALEMBA
MUNA~LAWA~7~RAQ01~LAWA~LAPADAKU
MUNA~LAWA~8~RAQ01~LAWA~LASOSODO
MUNA~LAWA~9~RAQ01~LAWA~LATOMPE
MUNA~LAWA~10~RAQ01~LAWA~LATUGHO
MUNA~LAWA~11~RAQ01~LAWA~LINDO
MUNA~LAWA~12~RAQ01~LAWA~MADAMPI
MUNA~LAWA~13~RAQ01~LAWA~WAKONTU LAKONTU
MUNA~LAWA~14~RAQ01~LAWA~WAMELAI LAMBUBALANO
MUNA~LAWA~15~RAQ01~LAWA~WATUMELA
MUNA~LOHIA~1~RAQ01~LOHIA~BOLO
MUNA~LOHIA~2~RAQ01~LOHIA~KONDONGIA
MUNA~LOHIA~3~RAQ01~LOHIA~KORIHI
MUNA~LOHIA~4~RAQ01~LOHIA~LAKARINTA
MUNA~LOHIA~5~RAQ01~LOHIA~LIANGKOBORI
MUNA~LOHIA~6~RAQ01~LOHIA~LOHIA
MUNA~LOHIA~7~RAQ01~LOHIA~MANTOBUA
MUNA~LOHIA~8~RAQ01~LOHIA~WAARAH
MUNA~LOHIA~9~RAQ01~LOHIA~WABINTINGI
MUNA~MAGINTI~1~RAQ01~MAGINTI~ABADI JAYA
MUNA~MAGINTI~2~RAQ01~MAGINTI~BANGKO
MUNA~MAGINTI~3~RAQ01~MAGINTI~BARAKKAH
MUNA~MAGINTI~4~RAQ01~MAGINTI~GALA
MUNA~MAGINTI~5~RAQ01~MAGINTI~KANGKUNAWE LANGKUNAWE
MUNA~MAGINTI~6~RAQ01~MAGINTI~KASIMPA JAYA
MUNA~MAGINTI~7~RAQ01~MAGINTI~KATANGANA
MUNA~MAGINTI~8~RAQ01~MAGINTI~KEMBANG MOMINASA
MUNA~MAGINTI~9~RAQ01~MAGINTI~MAGINTI
MUNA~MAGINTI~10~RAQ01~MAGINTI~PAJALA
MUNA~MAGINTI~11~RAQ01~MAGINTI~PARURA JAYA
MUNA~MAGINTI~12~RAQ01~MAGINTI~PASIPADANGAN
MUNA~MAGINTI~13~RAQ01~MAGINTI~SANGIA TIWORO
MUNA~MALIGANO~1~RAQ01~MALIGANO~BONE BONE
MUNA~MALIGANO~2~RAQ01~MALIGANO~LANGKORONI
MUNA~MALIGANO~3~RAQ01~MALIGANO~LANOBAKE LAANO BAKE
MUNA~MALIGANO~4~RAQ01~MALIGANO~LAPOLE
MUNA~MALIGANO~5~RAQ01~MALIGANO~LATOMPA
MUNA~MALIGANO~6~RAQ01~MALIGANO~MALIGANO
MUNA~MALIGANO~7~RAQ01~MALIGANO~MOOLO
MUNA~MALIGANO~8~RAQ01~MALIGANO~POHORUA
MUNA~MALIGANO~9~RAQ01~MALIGANO~RAIMUNA
MUNA~NAPABALANO~1~RAQ01~NAPABALANO~？ BAHARI
MUNA~NAPABALANO~2~RAQ01~NAPABALANO~KOMBIKUNO
MUNA~NAPABALANO~3~RAQ01~NAPABALANO~LAKARAMA
MUNA~NAPABALANO~4~RAQ01~NAPABALANO~LAMBIKU
MUNA~NAPABALANO~5~RAQ01~NAPABALANO~LANGKUMAPO
MUNA~NAPABALANO~6~RAQ01~NAPABALANO~LATAWE
MUNA~NAPABALANO~7~RAQ01~NAPABALANO~MOASI
MUNA~NAPABALANO~8~RAQ01~NAPABALANO~NAPABALANO
MUNA~NAPABALANO~9~RAQ01~NAPABALANO~NAPALAKURA
MUNA~NAPABALANO~10~RAQ01~NAPABALANO~PENTIRO
MUNA~NAPABALANO~11~RAQ01~NAPABALANO~RENDA
MUNA~NAPABALANO~12~RAQ01~NAPABALANO~TAMPO
MUNA~NAPABALANO~13~RAQ01~NAPABALANO~TANGKUMAHO
MUNA~NAPABALANO~14~RAQ01~NAPABALANO~WANGKOLABU
MUNA~NAPANO KUSAMBI~1~RAQ01~NAPANO KUSAMBI~NAPANO KUSAMBI
MUNA~NAPANO KUSAMBI~2~RAQ01~NAPANO KUSAMBI~NAPANO KUSAMBI
MUNA~PARIGI~1~RAQ01~PARIGI~KOLASA
MUNA~PARIGI~2~RAQ01~PARIGI~LABULUBULU
MUNA~PARIGI~3~RAQ01~PARIGI~LAIBA
MUNA~PARIGI~4~RAQ01~PARIGI~LATAMPU TAMPU
MUNA~PARIGI~5~RAQ01~PARIGI~OELONGKO
MUNA~PARIGI~6~RAQ01~PARIGI~PARIGI
MUNA~PARIGI~7~RAQ01~PARIGI~WAKUMORO
MUNA~PARIGI~8~RAQ01~PARIGI~WALAMBENO WITE
MUNA~PARIGI~9~RAQ01~PARIGI~WAPUALE
MUNA~PARIGI~10~RAQ01~PARIGI~WARAMBE
MUNA~PARIGI~11~RAQ01~PARIGI~WASOLANGKA
MUNA~PASIR PUTIH~1~RAQ01~PASIR PUTIH~BUMBU
MUNA~PASIR PUTIH~2~RAQ01~PASIR PUTIH~KAMOSOPE
MUNA~PASIR PUTIH~3~RAQ01~PASIR PUTIH~KOHOLIFANO
MUNA~PASIR PUTIH~4~RAQ01~PASIR PUTIH~KOLESE
MUNA~PASIR PUTIH~5~RAQ01~PASIR PUTIH~LABULAWA
MUNA~PASIR PUTIH~6~RAQ01~PASIR PUTIH~LAMBELU
MUNA~PASIR PUTIH~7~RAQ01~PASIR PUTIH~LIWUMETINGKI
MUNA~PASIR PUTIH~8~RAQ01~PASIR PUTIH~MATA INDAH
MUNA~PASIR PUTIH~9~RAQ01~PASIR PUTIH~OENGGUMORA
MUNA~PASIR PUTIH~10~RAQ01~PASIR PUTIH~TAMPUNABALE
MUNA~SAWERIGADI~1~RAQ01~SAWERIGADI~KAMPOBALANO
MUNA~SAWERIGADI~2~RAQ01~SAWERIGADI~LAKALAMBA
MUNA~SAWERIGADI~3~RAQ01~SAWERIGADI~LAWADA JAYA
MUNA~SAWERIGADI~4~RAQ01~SAWERIGADI~LOMBU JAYA
MUNA~SAWERIGADI~5~RAQ01~SAWERIGADI~MAPERAHA
MUNA~SAWERIGADI~6~RAQ01~SAWERIGADI~MAROBEA
MUNA~SAWERIGADI~7~RAQ01~SAWERIGADI~NIHI
MUNA~SAWERIGADI~8~RAQ01~SAWERIGADI~ONDOKE
MUNA~SAWERIGADI~9~RAQ01~SAWERIGADI~WAKOILA
MUNA~SAWERIGADI~10~RAQ01~SAWERIGADI~WAUKUNI
MUNA~TIWORO KEPULAUAN~1~RAQ01~TIWORO KEPULAUAN~KATELA
MUNA~TIWORO KEPULAUAN~2~RAQ01~TIWORO KEPULAUAN~LASAMA
MUNA~TIWORO KEPULAUAN~3~RAQ01~TIWORO KEPULAUAN~NIHI II
MUNA~TIWORO KEPULAUAN~4~RAQ01~TIWORO KEPULAUAN~SIDO MAKMUR
MUNA~TIWORO KEPULAUAN~5~RAQ01~TIWORO KEPULAUAN~SUKA DAMAI
MUNA~TIWORO KEPULAUAN~6~RAQ01~TIWORO KEPULAUAN~TIGA
MUNA~TIWORO KEPULAUAN~7~RAQ01~TIWORO KEPULAUAN~TIWORO
MUNA~TIWORO KEPULAUAN~8~RAQ01~TIWORO KEPULAUAN~WANDOKE
MUNA~TIWORO KEPULAUAN~9~RAQ01~TIWORO KEPULAUAN~WATUREMPE
MUNA~TIWORO KEPULAUAN~10~RAQ01~TIWORO KEPULAUAN~WAUMERE
MUNA~TIWORO KEPULAUAN~11~RAQ01~TIWORO KEPULAUAN~WULANGA JAYA
MUNA~TIWORO SELATAN~1~RAQ01~TIWORO SELATAN~TIWORO SELATAN
MUNA~TIWORO SELATAN~2~RAQ01~TIWORO SELATAN~TIWORO SELATAN
MUNA~TIWORO TENGAH~1~RAQ01~TIWORO TENGAH~BERO BORO
MUNA~TIWORO TENGAH~2~RAQ01~TIWORO TENGAH~LABOKOLO
MUNA~TIWORO TENGAH~3~RAQ01~TIWORO TENGAH~LAKABU
MUNA~TIWORO TENGAH~4~RAQ01~TIWORO TENGAH~LANGKULANGKU
