MUNA~BARANGKA~1~RAQ01~BARANGKA~BARANGKA
MUNA~TIWORO TENGAH~5~RAQ01~TIWORO TENGAH~MANDIKE
MUNA~TIWORO TENGAH~6~RAQ01~TIWORO TENGAH~MEKAR JAYA
MUNA~TIWORO TENGAH~7~RAQ01~TIWORO TENGAH~MOMUNTU
MUNA~TIWORO TENGAH~8~RAQ01~TIWORO TENGAH~SANTINGI
MUNA~TIWORO TENGAH~9~RAQ01~TIWORO TENGAH~SANTIRI
MUNA~TIWORO TENGAH~10~RAQ01~TIWORO TENGAH~TASIPI
MUNA~TIWORO TENGAH~11~RAQ01~TIWORO TENGAH~TONDASI
MUNA~TIWORO TENGAH~12~RAQ01~TIWORO TENGAH~WANSERIWU
MUNA~TIWORO TENGAH~13~RAQ01~TIWORO TENGAH~WAPAE
MUNA~TIWORO UTARA~1~RAQ01~TIWORO UTARA~TIWORO UTARA
MUNA~TIWORO UTARA~2~RAQ01~TIWORO UTARA~TIWORO UTARA
MUNA~TONGKUNO~1~RAQ01~TONGKUNO~DANAGOA
MUNA~TONGKUNO~2~RAQ01~TONGKUNO~FONGKANIWA
MUNA~TONGKUNO~3~RAQ01~TONGKUNO~KONTUMOLEPE
MUNA~TONGKUNO~4~RAQ01~TONGKUNO~KOTANO WUNA
MUNA~TONGKUNO~5~RAQ01~TONGKUNO~KULIDAWA
MUNA~TONGKUNO~6~RAQ01~TONGKUNO~LABASA
MUNA~TONGKUNO~7~RAQ01~TONGKUNO~LAHONTOHE
MUNA~TONGKUNO~8~RAQ01~TONGKUNO~LAKOLOGOU
MUNA~TONGKUNO~9~RAQ01~TONGKUNO~LAMORENDE
MUNA~TONGKUNO~10~RAQ01~TONGKUNO~LAPADINDI
MUNA~TONGKUNO~11~RAQ01~TONGKUNO~LAWAMA
MUNA~TONGKUNO~12~RAQ01~TONGKUNO~LIANOSA
MUNA~TONGKUNO~13~RAQ01~TONGKUNO~MATANO OE
MUNA~TONGKUNO~14~RAQ01~TONGKUNO~MATOMBURA
MUNA~TONGKUNO~15~RAQ01~TONGKUNO~OEMPU
MUNA~TONGKUNO~16~RAQ01~TONGKUNO~TANJUNG
MUNA~TONGKUNO~17~RAQ01~TONGKUNO~TOMBULA
MUNA~TONGKUNO~18~RAQ01~TONGKUNO~WALEALE
MUNA~TONGKUNO~19~RAQ01~TONGKUNO~WATONDO
MUNA~WADAGA~1~RAQ01~WADAGA~WADAGA
MUNA~WADAGA~2~RAQ01~WADAGA~WADAGA
MUNA~WAKORUMBA~1~RAQ01~WAKORUMBA~LABARAGA
MUNA~WAKORUMBA~2~RAQ01~WAKORUMBA~LABUAN
MUNA~WAKORUMBA~3~RAQ01~WAKORUMBA~LABUAN BAJO
MUNA~WAKORUMBA~4~RAQ01~WAKORUMBA~LABUAN WOLIO
MUNA~WAKORUMBA SELATAN~1~RAQ01~WAKORUMBA SELATAN~WAKORUMBA
MUNA~WAKORUMBA SELATAN~2~RAQ01~WAKORUMBA SELATAN~BAKEALU
MUNA~WAKORUMBA SELATAN~3~RAQ01~WAKORUMBA SELATAN~BALUARA
MUNA~WAKORUMBA SELATAN~4~RAQ01~WAKORUMBA SELATAN~LABUNIA
MUNA~WAKORUMBA SELATAN~5~RAQ01~WAKORUMBA SELATAN~PURE
MUNA~WAKORUMBA SELATAN~6~RAQ01~WAKORUMBA SELATAN~WAMBONA
MUNA~WATOPUTE~1~RAQ01~WATOPUTE~BANGKALI
MUNA~WATOPUTE~2~RAQ01~WATOPUTE~DANA
MUNA~WATOPUTE~3~RAQ01~WATOPUTE~LABAHA
MUNA~WATOPUTE~4~RAQ01~WATOPUTE~LAKAPODO
MUNA~WATOPUTE~5~RAQ01~WATOPUTE~LAKAUDUMA
MUNA~WATOPUTE~6~RAQ01~WATOPUTE~MATARAWA
MUNA~WATOPUTE~7~RAQ01~WATOPUTE~WAKADIA
MUNA~WATOPUTE~8~RAQ01~WATOPUTE~WALI
