DELI SERDANG~BANGUN PURBA~1~MES02~BANGUN PURBA~BAGERPANG
DELI SERDANG~BIRU BIRU~17~MES02~BIRU BIRU~TANJUNG SENA
DELI SERDANG~DELI TUA~1~MES02~DELI TUA~DELI TUA
DELI SERDANG~DELI TUA~2~MES02~DELI TUA~DELI TUA BARAT
DELI SERDANG~DELI TUA~3~MES02~DELI TUA~DELI TUA TIMUR
DELI SERDANG~DELI TUA~4~MES02~DELI TUA~KEDAI DURIAN
DELI SERDANG~DELI TUA~5~MES02~DELI TUA~MEKAR SARI
DELI SERDANG~DELI TUA~6~MES02~DELI TUA~SUKA MAKMUR
DELI SERDANG~GUNUNG MERIAH~1~MES02~GUNUNG MERIAH~BINTANG MERIAH
DELI SERDANG~GUNUNG MERIAH~2~MES02~GUNUNG MERIAH~GUNUNG MERIAH
DELI SERDANG~GUNUNG MERIAH~3~MES02~GUNUNG MERIAH~GUNUNG PARIBUAN
DELI SERDANG~GUNUNG MERIAH~4~MES02~GUNUNG MERIAH~GUNUNG SERIBU
DELI SERDANG~GUNUNG MERIAH~5~MES02~GUNUNG MERIAH~GUNUNG SINEMBAH
DELI SERDANG~GUNUNG MERIAH~6~MES02~GUNUNG MERIAH~KUTA BAYU
DELI SERDANG~GUNUNG MERIAH~7~MES02~GUNUNG MERIAH~KUTA TENGAH
DELI SERDANG~GUNUNG MERIAH~8~MES02~GUNUNG MERIAH~MARJANJI PEMATANG
DELI SERDANG~GUNUNG MERIAH~9~MES02~GUNUNG MERIAH~MARJANJI TONGAH
DELI SERDANG~GUNUNG MERIAH~10~MES02~GUNUNG MERIAH~PEKAN GUNUNG MERIAH
DELI SERDANG~GUNUNG MERIAH~11~MES02~GUNUNG MERIAH~SIMOMPAR SIMEMPAR
DELI SERDANG~GUNUNG MERIAH~12~MES02~GUNUNG MERIAH~UJUNG MERIAH
DELI SERDANG~HAMPARAN PERAK~1~MES02~HAMPARAN PERAK~BULU CINA
DELI SERDANG~HAMPARAN PERAK~2~MES02~HAMPARAN PERAK~LAMA KAMPUNG LAMA
DELI SERDANG~HAMPARAN PERAK~3~MES02~HAMPARAN PERAK~HAMPARAN PERAK
DELI SERDANG~HAMPARAN PERAK~4~MES02~HAMPARAN PERAK~KLAMBIR
DELI SERDANG~HAMPARAN PERAK~5~MES02~HAMPARAN PERAK~KLAMBIR LIMA KAMPUNG
DELI SERDANG~HAMPARAN PERAK~6~MES02~HAMPARAN PERAK~KLAMBIR LIMA KEBON
DELI SERDANG~HAMPARAN PERAK~7~MES02~HAMPARAN PERAK~KLUMPANG KAMPUNG
DELI SERDANG~HAMPARAN PERAK~8~MES02~HAMPARAN PERAK~KLUMPANG KEBON
DELI SERDANG~HAMPARAN PERAK~9~MES02~HAMPARAN PERAK~KOTA DATAR
DELI SERDANG~HAMPARAN PERAK~10~MES02~HAMPARAN PERAK~KOTA PANTANG RANTANG
DELI SERDANG~HAMPARAN PERAK~11~MES02~HAMPARAN PERAK~PALUH KURAU
DELI SERDANG~HAMPARAN PERAK~12~MES02~HAMPARAN PERAK~PALUH MANAN
DELI SERDANG~HAMPARAN PERAK~13~MES02~HAMPARAN PERAK~PAYA BAKUNG
DELI SERDANG~HAMPARAN PERAK~14~MES02~HAMPARAN PERAK~SEISUNGAI BAHARU
DELI SERDANG~HAMPARAN PERAK~15~MES02~HAMPARAN PERAK~SELEMAK
DELI SERDANG~HAMPARAN PERAK~16~MES02~HAMPARAN PERAK~SIALANG MUDA
DELI SERDANG~HAMPARAN PERAK~17~MES02~HAMPARAN PERAK~TANDAMTANDEM HILIR DUA
DELI SERDANG~HAMPARAN PERAK~18~MES02~HAMPARAN PERAK~TANDAMTANDEM HILIR SATU
DELI SERDANG~HAMPARAN PERAK~19~MES02~HAMPARAN PERAK~TANDAMTANDEM HULU DUA
DELI SERDANG~HAMPARAN PERAK~20~MES02~HAMPARAN PERAK~TANDAMTANDEM HULU SATU
DELI SERDANG~KUTALIMBARU~1~MES02~KUTALIMBARU~KUALA LAU BICIK
DELI SERDANG~KUTALIMBARU~2~MES02~KUTALIMBARU~KUTA LIMBARU
DELI SERDANG~KUTALIMBARU~3~MES02~KUTALIMBARU~LAU BAKERI
DELI SERDANG~KUTALIMBARU~4~MES02~KUTALIMBARU~NAMO MIRIK
DELI SERDANG~KUTALIMBARU~5~MES02~KUTALIMBARU~NAMO RUBE JULU
DELI SERDANG~KUTALIMBARU~6~MES02~KUTALIMBARU~PASAR X
DELI SERDANG~KUTALIMBARU~7~MES02~KUTALIMBARU~PERPANDEN
DELI SERDANG~KUTALIMBARU~8~MES02~KUTALIMBARU~SAMPE GITA CITA
DELI SERDANG~KUTALIMBARU~9~MES02~KUTALIMBARU~SAWIT REJO
DELI SERDANG~KUTALIMBARU~10~MES02~KUTALIMBARU~SEI MENCIRIM
DELI SERDANG~KUTALIMBARU~11~MES02~KUTALIMBARU~SILEBO LEBO
DELI SERDANG~KUTALIMBARU~12~MES02~KUTALIMBARU~SUKA DAME
DELI SERDANG~KUTALIMBARU~13~MES02~KUTALIMBARU~SUKA MAKMUR
DELI SERDANG~KUTALIMBARU~14~MES02~KUTALIMBARU~SUKA RENDE
DELI SERDANG~LABUHAN DELI~1~MES02~LABUHAN DELI~HELVETIA
DELI SERDANG~LABUHAN DELI~2~MES02~LABUHAN DELI~KARANG GADING
DELI SERDANG~LABUHAN DELI~3~MES02~LABUHAN DELI~MANUNGGAL
DELI SERDANG~LABUHAN DELI~4~MES02~LABUHAN DELI~PEMATANG JOHAR
DELI SERDANG~LABUHAN DELI~5~MES02~LABUHAN DELI~TELAGA TUJUH
DELI SERDANG~NAMBO RAMBE~1~MES02~NAMBO RAMBE~BATU GEMUK
DELI SERDANG~NAMBO RAMBE~2~MES02~NAMBO RAMBE~BATU MBELIN
DELI SERDANG~NAMBO RAMBE~3~MES02~NAMBO RAMBE~BATU PENJEMURAN
DELI SERDANG~NAMBO RAMBE~4~MES02~NAMBO RAMBE~BATU REJO
DELI SERDANG~NAMBO RAMBE~5~MES02~NAMBO RAMBE~BEKUKUL
DELI SERDANG~NAMBO RAMBE~6~MES02~NAMBO RAMBE~CINTA RAKYAT
DELI SERDANG~NAMBO RAMBE~7~MES02~NAMBO RAMBE~DELI TUA
DELI SERDANG~NAMBO RAMBE~8~MES02~NAMBO RAMBE~GUNUNG BERITA
DELI SERDANG~NAMBO RAMBE~9~MES02~NAMBO RAMBE~GUNUNG KLAWAS KELAWAS
DELI SERDANG~NAMBO RAMBE~10~MES02~NAMBO RAMBE~JABA
DELI SERDANG~NAMBO RAMBE~11~MES02~NAMBO RAMBE~JATI KUSUMA KESUMA
DELI SERDANG~NAMBO RAMBE~12~MES02~NAMBO RAMBE~KUALA SIMEME
DELI SERDANG~NAMBO RAMBE~13~MES02~NAMBO RAMBE~KUTA TENGAH
DELI SERDANG~NAMBO RAMBE~14~MES02~NAMBO RAMBE~KUTA TUALA TUALAH
DELI SERDANG~NAMBO RAMBE~15~MES02~NAMBO RAMBE~LAU MULGAP
DELI SERDANG~NAMBO RAMBE~16~MES02~NAMBO RAMBE~LUBANG IDO
DELI SERDANG~NAMBO RAMBE~17~MES02~NAMBO RAMBE~NAMO BATANG
DELI SERDANG~NAMBO RAMBE~18~MES02~NAMBO RAMBE~NAMO LANDUR
DELI SERDANG~NAMBO RAMBE~19~MES02~NAMBO RAMBE~NAMO MBARAO MBARU
DELI SERDANG~NAMBO RAMBE~20~MES02~NAMBO RAMBE~NAMO MBELIN
DELI SERDANG~NAMBO RAMBE~21~MES02~NAMBO RAMBE~NAMO MUNGKUR RIMO MUNGKUR
DELI SERDANG~NAMBO RAMBE~22~MES02~NAMBO RAMBE~NAMO PAKAM
DELI SERDANG~NAMBO RAMBE~23~MES02~NAMBO RAMBE~NAMO PINANG
DELI SERDANG~NAMBO RAMBE~24~MES02~NAMBO RAMBE~NAMO RAMBE
DELI SERDANG~NAMBO RAMBE~25~MES02~NAMBO RAMBE~RUMAH KEBEN
DELI SERDANG~NAMBO RAMBE~26~MES02~NAMBO RAMBE~RUMAH MBACANG
DELI SERDANG~NAMBO RAMBE~27~MES02~NAMBO RAMBE~SALANG TUNGIR
DELI SERDANG~NAMBO RAMBE~28~MES02~NAMBO RAMBE~SILUE LUE
DELI SERDANG~NAMBO RAMBE~29~MES02~NAMBO RAMBE~SUDI REJO
DELI SERDANG~NAMBO RAMBE~30~MES02~NAMBO RAMBE~SUKA MULIA HILIR
DELI SERDANG~NAMBO RAMBE~31~MES02~NAMBO RAMBE~SUKA MULIA HULU
DELI SERDANG~NAMBO RAMBE~32~MES02~NAMBO RAMBE~TANGKAHAN
DELI SERDANG~NAMBO RAMBE~33~MES02~NAMBO RAMBE~TANJUNG SELAMAT
DELI SERDANG~NAMBO RAMBE~34~MES02~NAMBO RAMBE~TIMBANG LAWAN
DELI SERDANG~NAMBO RAMBE~35~MES02~NAMBO RAMBE~UJUNG LABUHEN
DELI SERDANG~NAMBO RAMBE~36~MES02~NAMBO RAMBE~URUK GEDANG
DELI SERDANG~PAGAR MERBAU~1~MES02~PAGAR MERBAU~BANDAR DOLOK
DELI SERDANG~PAGAR MERBAU~2~MES02~PAGAR MERBAU~JATI BARU SIDOARJO I
DELI SERDANG~PAGAR MERBAU~3~MES02~PAGAR MERBAU~JATI REJO
DELI SERDANG~PAGAR MERBAU~4~MES02~PAGAR MERBAU~PAGAR MERBAU I
DELI SERDANG~PAGAR MERBAU~5~MES02~PAGAR MERBAU~PAGAR MERBAU II
DELI SERDANG~PAGAR MERBAU~6~MES02~PAGAR MERBAU~PASAR MIRING SIDOARJO SATU PSR MIRING
DELI SERDANG~PAGAR MERBAU~7~MES02~PAGAR MERBAU~PERBARAKAN
DELI SERDANG~PAGAR MERBAU~8~MES02~PAGAR MERBAU~PURWODADI
DELI SERDANG~PAGAR MERBAU~9~MES02~PAGAR MERBAU~SIDODADI BATU DELAPAN
DELI SERDANG~PAGAR MERBAU~10~MES02~PAGAR MERBAU~SUKA MULIA
DELI SERDANG~PAGAR MERBAU~11~MES02~PAGAR MERBAU~SUKAMANDI HILIR
DELI SERDANG~PAGAR MERBAU~12~MES02~PAGAR MERBAU~SUKAMANDI HULU
DELI SERDANG~PAGAR MERBAU~13~MES02~PAGAR MERBAU~SUMBEREJO
DELI SERDANG~PAGAR MERBAU~14~MES02~PAGAR MERBAU~TANJUNG GARBUS II
DELI SERDANG~PAGAR MERBAU~15~MES02~PAGAR MERBAU~TANJUNG GARBUS KAMPUNG
DELI SERDANG~PAGAR MERBAU~16~MES02~PAGAR MERBAU~TANJUNG MULIA
DELI SERDANG~PANCUR BATU~1~MES02~PANCUR BATU~BARU BARU
DELI SERDANG~PANCUR BATU~2~MES02~PANCUR BATU~BINTANG MERIAH
DELI SERDANG~PANCUR BATU~3~MES02~PANCUR BATU~DORIN TONGGAL DURIN TUNGGAL
DELI SERDANG~PANCUR BATU~4~MES02~PANCUR BATU~DURIAN JANGAK
DELI SERDANG~PANCUR BATU~5~MES02~PANCUR BATU~DURIN SIMBELANG A
DELI SERDANG~PANCUR BATU~6~MES02~PANCUR BATU~GUNUNG TINGGI
DELI SERDANG~PANCUR BATU~7~MES02~PANCUR BATU~HULU KAMPUNG HULU
DELI SERDANG~PANCUR BATU~8~MES02~PANCUR BATU~LAMA
DELI SERDANG~PANCUR BATU~9~MES02~PANCUR BATU~NAMO BINTANG
DELI SERDANG~PANCUR BATU~10~MES02~PANCUR BATU~NAMO RIAM
DELI SERDANG~PANCUR BATU~11~MES02~PANCUR BATU~NAMO RIH
DELI SERDANG~PANCUR BATU~12~MES02~PANCUR BATU~NAMO SIMPUR
DELI SERDANG~PANCUR BATU~13~MES02~PANCUR BATU~PERTAMPILAN PERTAMPILEN
DELI SERDANG~PANCUR BATU~14~MES02~PANCUR BATU~PERUMNAS SIMALINGKAR
DELI SERDANG~PANCUR BATU~15~MES02~PANCUR BATU~SALAM TANI
DELI SERDANG~PANCUR BATU~16~MES02~PANCUR BATU~SEI GLUGUR GELUGUR
DELI SERDANG~PANCUR BATU~17~MES02~PANCUR BATU~SEMBAHE BARU
DELI SERDANG~PANCUR BATU~18~MES02~PANCUR BATU~SIMALINGKAR A
DELI SERDANG~PANCUR BATU~19~MES02~PANCUR BATU~SUGOU SUGAU
DELI SERDANG~PANCUR BATU~20~MES02~PANCUR BATU~SUKA RAYA
DELI SERDANG~PANCUR BATU~21~MES02~PANCUR BATU~TANJUNG ANOM
DELI SERDANG~PANCUR BATU~22~MES02~PANCUR BATU~TENGAH KAMPUNG TENGAH
DELI SERDANG~PANCUR BATU~23~MES02~PANCUR BATU~TIANG LAYAR
DELI SERDANG~PANCUR BATU~24~MES02~PANCUR BATU~TUNTUNGAN I
DELI SERDANG~PANCUR BATU~25~MES02~PANCUR BATU~TUNTUNGAN II
DELI SERDANG~PATUMBAK~1~MES02~PATUMBAK~LANTASAN BARU
DELI SERDANG~PATUMBAK~2~MES02~PATUMBAK~LANTASAN LAMA
DELI SERDANG~PATUMBAK~3~MES02~PATUMBAK~MARINDAL DUA
DELI SERDANG~PATUMBAK~4~MES02~PATUMBAK~MARINDAL SATU
DELI SERDANG~PATUMBAK~5~MES02~PATUMBAK~PATUMBAK DUA
DELI SERDANG~PATUMBAK~6~MES02~PATUMBAK~PATUMBAK KAMPUNG
DELI SERDANG~PATUMBAK~7~MES02~PATUMBAK~PATUMBAK SATU
DELI SERDANG~PATUMBAK~8~MES02~PATUMBAK~SIGARA GARA
DELI SERDANG~PERCUT SEI TUAN~1~MES02~PERCUT SEI TUAN~AMPLAS
DELI SERDANG~PERCUT SEI TUAN~2~MES02~PERCUT SEI TUAN~BANDAR KHALIFAH KLIPPA
DELI SERDANG~PERCUT SEI TUAN~3~MES02~PERCUT SEI TUAN~BANDAR KHALIPAH KEBON
DELI SERDANG~PERCUT SEI TUAN~4~MES02~PERCUT SEI TUAN~BANDAR SETIA
DELI SERDANG~PERCUT SEI TUAN~5~MES02~PERCUT SEI TUAN~CINTA DAMAI DAME
DELI SERDANG~PERCUT SEI TUAN~6~MES02~PERCUT SEI TUAN~CINTA RAKYAT
DELI SERDANG~PERCUT SEI TUAN~7~MES02~PERCUT SEI TUAN~KENANGAN
DELI SERDANG~PERCUT SEI TUAN~8~MES02~PERCUT SEI TUAN~KENANGAN BARU
DELI SERDANG~PERCUT SEI TUAN~9~MES02~PERCUT SEI TUAN~KOLAM
DELI SERDANG~PERCUT SEI TUAN~10~MES02~PERCUT SEI TUAN~LAUT DENDANG
DELI SERDANG~PERCUT SEI TUAN~11~MES02~PERCUT SEI TUAN~MEDAN ESTATE
DELI SERDANG~PERCUT SEI TUAN~12~MES02~PERCUT SEI TUAN~PEMATANG LALANG
DELI SERDANG~PERCUT SEI TUAN~13~MES02~PERCUT SEI TUAN~PERCUT
DELI SERDANG~PERCUT SEI TUAN~14~MES02~PERCUT SEI TUAN~SAENTIS
DELI SERDANG~PERCUT SEI TUAN~15~MES02~PERCUT SEI TUAN~SAMPALI
DELI SERDANG~PERCUT SEI TUAN~16~MES02~PERCUT SEI TUAN~SEI ROTAN
DELI SERDANG~PERCUT SEI TUAN~17~MES02~PERCUT SEI TUAN~SUMBER REJO TIMUR
DELI SERDANG~PERCUT SEI TUAN~18~MES02~PERCUT SEI TUAN~TANJUNG REJO
DELI SERDANG~PERCUT SEI TUAN~19~MES02~PERCUT SEI TUAN~TANJUNG SELAMAT
DELI SERDANG~PERCUT SEI TUAN~20~MES02~PERCUT SEI TUAN~TEMBUNG
DELI SERDANG~SIBOLANGIT~1~MES02~SIBOLANGIT~BANDAR BARU
DELI SERDANG~SIBOLANGIT~2~MES02~SIBOLANGIT~BATU LAYANG
DELI SERDANG~SIBOLANGIT~3~MES02~SIBOLANGIT~BATU MBELIN
DELI SERDANG~SIBOLANGIT~4~MES02~SIBOLANGIT~BENGKURUNG
DELI SERDANG~SIBOLANGIT~5~MES02~SIBOLANGIT~BETIMUS BARU
DELI SERDANG~SIBOLANGIT~6~MES02~SIBOLANGIT~BINGKAWAN
DELI SERDANG~SIBOLANGIT~7~MES02~SIBOLANGIT~BUAH NABAR
DELI SERDANG~SIBOLANGIT~8~MES02~SIBOLANGIT~BUKUM
DELI SERDANG~SIBOLANGIT~9~MES02~SIBOLANGIT~BULUH AWAR
DELI SERDANG~SIBOLANGIT~10~MES02~SIBOLANGIT~CINTA RAKYAT
DELI SERDANG~SIBOLANGIT~11~MES02~SIBOLANGIT~DURIN SERUGUN
DELI SERDANG~SIBOLANGIT~12~MES02~SIBOLANGIT~KETANGKUHEN
DELI SERDANG~SIBOLANGIT~13~MES02~SIBOLANGIT~KUALA
DELI SERDANG~SIBOLANGIT~14~MES02~SIBOLANGIT~MARTELU
DELI SERDANG~SIBOLANGIT~15~MES02~SIBOLANGIT~NEGRI GUGUNG
DELI SERDANG~SIBOLANGIT~16~MES02~SIBOLANGIT~PUANG AJA
DELI SERDANG~SIBOLANGIT~17~MES02~SIBOLANGIT~RAMBUNG BARU
DELI SERDANG~SIBOLANGIT~18~MES02~SIBOLANGIT~RUMAH KINANGKUNG SP
DELI SERDANG~SIBOLANGIT~19~MES02~SIBOLANGIT~RUMAH PILPIL
DELI SERDANG~SIBOLANGIT~20~MES02~SIBOLANGIT~RUMAH SUMBUL
DELI SERDANG~SIBOLANGIT~21~MES02~SIBOLANGIT~SALA BULAN
DELI SERDANG~SIBOLANGIT~22~MES02~SIBOLANGIT~SAYUM SABAH
DELI SERDANG~SIBOLANGIT~23~MES02~SIBOLANGIT~SEMBAHE
DELI SERDANG~SIBOLANGIT~24~MES02~SIBOLANGIT~SIBOLANGIT
DELI SERDANG~SIBOLANGIT~25~MES02~SIBOLANGIT~SIKEBEN
DELI SERDANG~SIBOLANGIT~26~MES02~SIBOLANGIT~SUKA MAJU
DELI SERDANG~SIBOLANGIT~27~MES02~SIBOLANGIT~SUKA MAKMUR
DELI SERDANG~SIBOLANGIT~28~MES02~SIBOLANGIT~TAMBUNEN
DELI SERDANG~SIBOLANGIT~29~MES02~SIBOLANGIT~TANJUNG BERINGIN
DELI SERDANG~SIBOLANGIT~30~MES02~SIBOLANGIT~UJUNG DELENG
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~1~MES02~SINEMBAH TANJUNG MUDA HILIR~GUNUNG RINTIS
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~2~MES02~SINEMBAH TANJUNG MUDA HILIR~JUMAJUMMA TOMBAK
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~3~MES02~SINEMBAH TANJUNG MUDA HILIR~KUTA JURUNG
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~4~MES02~SINEMBAH TANJUNG MUDA HILIR~LAU BARUS BARU
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~5~MES02~SINEMBAH TANJUNG MUDA HILIR~LAU RAKIT
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~6~MES02~SINEMBAH TANJUNG MUDA HILIR~LAU REMPAH
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~7~MES02~SINEMBAH TANJUNG MUDA HILIR~LIMAU MUNGKUR
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~8~MES02~SINEMBAH TANJUNG MUDA HILIR~NEGARA BERINGINBRINGIN
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~9~MES02~SINEMBAH TANJUNG MUDA HILIR~PENUNGKIREN
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~10~MES02~SINEMBAH TANJUNG MUDA HILIR~RAMBAI
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~11~MES02~SINEMBAH TANJUNG MUDA HILIR~SIGUCI
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~12~MES02~SINEMBAH TANJUNG MUDA HILIR~SUMBUL
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~13~MES02~SINEMBAH TANJUNG MUDA HILIR~TADUKAN RAGA
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~14~MES02~SINEMBAH TANJUNG MUDA HILIR~TALA PETA
DELI SERDANG~SINEMBAH TANJUNG MUDA HILIR~15~MES02~SINEMBAH TANJUNG MUDA HILIR~TELUN KENAS
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~1~MES02~SINEMBAH TANJUNG MUDA HULU~BAH BAH BUNTU
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~2~MES02~SINEMBAH TANJUNG MUDA HULU~DURIAN EMPAT MBELANG
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~3~MES02~SINEMBAH TANJUNG MUDA HULU~DURIN TINGGUNG
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~4~MES02~SINEMBAH TANJUNG MUDA HULU~GUNUNG MANUMPAK A
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~5~MES02~SINEMBAH TANJUNG MUDA HULU~GUNUNG MANUMPAK B
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~6~MES02~SINEMBAH TANJUNG MUDA HULU~KUTA MBELIN
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~7~MES02~SINEMBAH TANJUNG MUDA HULU~LIANG MUDA
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~8~MES02~SINEMBAH TANJUNG MUDA HULU~LIANG PEMATANG
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~9~MES02~SINEMBAH TANJUNG MUDA HULU~RANGGITGIT
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~10~MES02~SINEMBAH TANJUNG MUDA HULU~RUMAH LENGO
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~11~MES02~SINEMBAH TANJUNG MUDA HULU~RUMAH RIH
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~12~MES02~SINEMBAH TANJUNG MUDA HULU~RUMAH SUMBUL
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~13~MES02~SINEMBAH TANJUNG MUDA HULU~SIBUNGABUNGA HILIR
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~14~MES02~SINEMBAH TANJUNG MUDA HULU~SIPINGGAN
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~15~MES02~SINEMBAH TANJUNG MUDA HULU~TANAH GARA HULU
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~16~MES02~SINEMBAH TANJUNG MUDA HULU~TANJUNG BANGKU BAMPU
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~17~MES02~SINEMBAH TANJUNG MUDA HULU~TANJUNG MUDA
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~18~MES02~SINEMBAH TANJUNG MUDA HULU~TANJUNG RAJA
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~19~MES02~SINEMBAH TANJUNG MUDA HULU~TANJUNG TIMUR
DELI SERDANG~SINEMBAH TANJUNG MUDA HULU~20~MES02~SINEMBAH TANJUNG MUDA HULU~TIGA JUHAR
DELI SERDANG~SUNGGAL~1~MES02~SUNGGAL~HELVETIA
DELI SERDANG~SUNGGAL~2~MES02~SUNGGAL~KAMPUNG LALANG
DELI SERDANG~SUNGGAL~3~MES02~SUNGGAL~MEDAN KRIO
DELI SERDANG~SUNGGAL~4~MES02~SUNGGAL~MULYO REJO
