BUTON~BATAUGA~1~PAW01~BATAUGA~BOLA
BUTON~BATAUGA~2~PAW01~BATAUGA~BUSOA
BUTON~BATAUGA~3~PAW01~BATAUGA~LAKAMBAU
BUTON~BATAUGA~4~PAW01~BATAUGA~LAOMPO
BUTON~BATAUGA~5~PAW01~BATAUGA~LAPANAIRI LAMPANAIRI
BUTON~BATAUGA~6~PAW01~BATAUGA~LAWELA
BUTON~BATAUGA~7~PAW01~BATAUGA~LAWELA SELATAN
BUTON~BATAUGA~8~PAW01~BATAUGA~MAJAPAHIT
BUTON~BATAUGA~9~PAW01~BATAUGA~MASIRI
BUTON~BATAUGA~10~PAW01~BATAUGA~POGALAMPA POOGALAMPA
BUTON~BATU ATAS~1~PAW01~BATU ATAS~BATU ATAS LIWU
BUTON~BATU ATAS~2~PAW01~BATU ATAS~BATUATAS BARAT
BUTON~BATU ATAS~3~PAW01~BATU ATAS~BATUATAS TIMUR
BUTON~BATU ATAS~4~PAW01~BATU ATAS~TADUASA
BUTON~BATU ATAS~5~PAW01~BATU ATAS~TOLANDO JAYA
BUTON~BATU ATAS~6~PAW01~BATU ATAS~WACUALA
BUTON~BATU ATAS~7~PAW01~BATU ATAS~WAMBONGI
BUTON~GU~1~PAW01~GU~BANTEA
BUTON~GU~2~PAW01~GU~BOMBONAWULU
BUTON~GU~3~PAW01~GU~KOLOWA
BUTON~GU~4~PAW01~GU~LAKAPERA
BUTON~GU~5~PAW01~GU~RAHIA
BUTON~GU~6~PAW01~GU~WADIABERO
BUTON~GU~7~PAW01~GU~WAKEA KEA
BUTON~GU~8~PAW01~GU~WALANDO
BUTON~GU~9~PAW01~GU~WALIKO
BUTON~GU~10~PAW01~GU~WATULEA
BUTON~KADATUA~1~PAW01~KADATUA~BANABUNGI
BUTON~KADATUA~2~PAW01~KADATUA~BANABUNGI SELATAN
BUTON~KADATUA~3~PAW01~KADATUA~KAOFE
BUTON~KADATUA~4~PAW01~KADATUA~KAPOA
BUTON~KADATUA~5~PAW01~KADATUA~KAPOA BARAT
BUTON~KADATUA~6~PAW01~KADATUA~LIPU
BUTON~KADATUA~7~PAW01~KADATUA~MARAWALI
BUTON~KADATUA~8~PAW01~KADATUA~MAWAMBUNGA
BUTON~KADATUA~9~PAW01~KADATUA~UWEMAASI
BUTON~KADATUA~10~PAW01~KADATUA~WAONU
BUTON~KAPONTORI~1~PAW01~KAPONTORI~BARANGKA
BUTON~KAPONTORI~2~PAW01~KAPONTORI~BONEATIRO
BUTON~KAPONTORI~3~PAW01~KAPONTORI~BUKIT ASRI
BUTON~KAPONTORI~4~PAW01~KAPONTORI~KAMELANTA
BUTON~KAPONTORI~5~PAW01~KAPONTORI~LAMBUSANGO
BUTON~KAPONTORI~6~PAW01~KAPONTORI~LAMBUSANGO TIMUR
BUTON~KAPONTORI~7~PAW01~KAPONTORI~MABULUGO
BUTON~KAPONTORI~8~PAW01~KAPONTORI~TODANGA
BUTON~KAPONTORI~9~PAW01~KAPONTORI~TUANGILA
BUTON~KAPONTORI~10~PAW01~KAPONTORI~TUMADA
BUTON~KAPONTORI~11~PAW01~KAPONTORI~WAKALAMBE
BUTON~KAPONTORI~12~PAW01~KAPONTORI~WAKANGKA
BUTON~KAPONTORI~13~PAW01~KAPONTORI~WAONDO WOLIO
BUTON~KAPONTORI~14~PAW01~KAPONTORI~WATUMOTOBE
BUTON~LAKUDO~1~PAW01~LAKUDO~BONEOGE
BUTON~LAKUDO~2~PAW01~LAKUDO~LAKUDO
BUTON~LAKUDO~3~PAW01~LAKUDO~LOLIBU
BUTON~LAKUDO~4~PAW01~LAKUDO~MADONGKA
BUTON~LAKUDO~5~PAW01~LAKUDO~MATAWINE
BUTON~LAKUDO~6~PAW01~LAKUDO~METERE
BUTON~LAKUDO~7~PAW01~LAKUDO~MOKO
BUTON~LAKUDO~8~PAW01~LAKUDO~MONE
BUTON~LAKUDO~9~PAW01~LAKUDO~NEPA MEKAR
BUTON~LAKUDO~10~PAW01~LAKUDO~ONE WAARA
BUTON~LAKUDO~11~PAW01~LAKUDO~WAARA
BUTON~LAKUDO~12~PAW01~LAKUDO~WAJOGU
BUTON~LAKUDO~13~PAW01~LAKUDO~WANEPA NEPA
BUTON~LAKUDO~14~PAW01~LAKUDO~WONGKO LAKUDO
BUTON~LAPANDEWA~1~PAW01~LAPANDEWA~BURANGASI
BUTON~LAPANDEWA~2~PAW01~LAPANDEWA~BURANGASI RUMBIA
BUTON~LAPANDEWA~3~PAW01~LAPANDEWA~GAYABARU
BUTON~LAPANDEWA~4~PAW01~LAPANDEWA~LAPANDEWA
BUTON~LAPANDEWA~5~PAW01~LAPANDEWA~LAPANDEWA KAIDEA
BUTON~LAPANDEWA~6~PAW01~LAPANDEWA~LAPANDEWA MAKMUR
BUTON~LASALIMU~1~PAW01~LASALIMU~BONELALO
BUTON~LASALIMU~2~PAW01~LASALIMU~KAKENAUWE
BUTON~LASALIMU~3~PAW01~LASALIMU~KAMARU
BUTON~LASALIMU~4~PAW01~LASALIMU~LASEMBANGI
BUTON~LASALIMU~5~PAW01~LASALIMU~LAWELE
BUTON~LASALIMU~6~PAW01~LASALIMU~SRIBATARA
BUTON~LASALIMU~7~PAW01~LASALIMU~SUANDALA
BUTON~LASALIMU~8~PAW01~LASALIMU~TOGO MANGURA
BUTON~LASALIMU~9~PAW01~LASALIMU~WAGARI
BUTON~LASALIMU~10~PAW01~LASALIMU~WAOLEONA
BUTON~LASALIMU~11~PAW01~LASALIMU~WASUAMBA
BUTON~LASALIMU SELATAN~1~PAW01~LASALIMU SELATAN~BONELALO
BUTON~LASALIMU SELATAN~2~PAW01~LASALIMU SELATAN~KAKENAUWE
BUTON~LASALIMU SELATAN~3~PAW01~LASALIMU SELATAN~KAMARU
BUTON~LASALIMU SELATAN~4~PAW01~LASALIMU SELATAN~LASEMBANGI
BUTON~LASALIMU SELATAN~5~PAW01~LASALIMU SELATAN~LAWELE
BUTON~LASALIMU SELATAN~6~PAW01~LASALIMU SELATAN~SRIBATARA
BUTON~LASALIMU SELATAN~7~PAW01~LASALIMU SELATAN~SUANDALA
BUTON~LASALIMU SELATAN~8~PAW01~LASALIMU SELATAN~TOGO MANGURA
BUTON~LASALIMU SELATAN~9~PAW01~LASALIMU SELATAN~WAGARI
BUTON~LASALIMU SELATAN~10~PAW01~LASALIMU SELATAN~WAOLEONA
BUTON~LASALIMU SELATAN~11~PAW01~LASALIMU SELATAN~WASUAMBA
BUTON~LASALIMU SELATAN~12~PAW01~LASALIMU SELATAN~AMBUAU INDAH
BUTON~LASALIMU SELATAN~13~PAW01~LASALIMU SELATAN~HARAPAN JAYA
BUTON~LASALIMU SELATAN~14~PAW01~LASALIMU SELATAN~KINAPANI MAKMUR
BUTON~LASALIMU SELATAN~15~PAW01~LASALIMU SELATAN~LASALIMU
BUTON~LASALIMU SELATAN~16~PAW01~LASALIMU SELATAN~MOPAANO/MOPANO
BUTON~LASALIMU SELATAN~17~PAW01~LASALIMU SELATAN~MULIA JAYA
BUTON~LASALIMU SELATAN~18~PAW01~LASALIMU SELATAN~SANGIA ARANO
BUTON~LASALIMU SELATAN~19~PAW01~LASALIMU SELATAN~SIOMANURU
BUTON~LASALIMU SELATAN~20~PAW01~LASALIMU SELATAN~SIONTAPINA SIOTAPINA
BUTON~LASALIMU SELATAN~21~PAW01~LASALIMU SELATAN~SUMBER AGUNG
BUTON~LASALIMU SELATAN~22~PAW01~LASALIMU SELATAN~UMALAOGE
BUTON~LASALIMU SELATAN~23~PAW01~LASALIMU SELATAN~WAJAHJAYA
BUTON~MAWASANGKA~1~PAW01~MAWASANGKA~BALOBONE
BUTON~MAWASANGKA~2~PAW01~MAWASANGKA~BANGA
BUTON~MAWASANGKA~3~PAW01~MAWASANGKA~DARIANGO
BUTON~MAWASANGKA~4~PAW01~MAWASANGKA~GUMAMANO
BUTON~MAWASANGKA~5~PAW01~MAWASANGKA~KANAPANAPA
BUTON~MAWASANGKA~6~PAW01~MAWASANGKA~KANCE BUNGI
BUTON~MAWASANGKA~7~PAW01~MAWASANGKA~MATARA MATARA
BUTON~MAWASANGKA~8~PAW01~MAWASANGKA~MAWASANGKA
BUTON~MAWASANGKA~9~PAW01~MAWASANGKA~NAPA
BUTON~MAWASANGKA~10~PAW01~MAWASANGKA~ONGKOLAKI OENGKOLAKI
BUTON~MAWASANGKA~11~PAW01~MAWASANGKA~POLINDU
BUTON~MAWASANGKA~12~PAW01~MAWASANGKA~TANAILANDU
BUTON~MAWASANGKA~13~PAW01~MAWASANGKA~TERAPUNG
BUTON~MAWASANGKA~14~PAW01~MAWASANGKA~WAKAMBANGURA
BUTON~MAWASANGKA~15~PAW01~MAWASANGKA~WASILOMATA I
BUTON~MAWASANGKA~16~PAW01~MAWASANGKA~WASILOMATA II
BUTON~MAWASANGKA~17~PAW01~MAWASANGKA~WATOLO WATALO
BUTON~MAWASANGKA TENGAH~1~PAW01~MAWASANGKA TENGAH~GUNDU GUNDU
BUTON~MAWASANGKA TENGAH~2~PAW01~MAWASANGKA TENGAH~LAKUROA LAKORUA
BUTON~MAWASANGKA TENGAH~3~PAW01~MAWASANGKA TENGAH~LALIBO
BUTON~MAWASANGKA TENGAH~4~PAW01~MAWASANGKA TENGAH~LANGKOMU
BUTON~MAWASANGKA TENGAH~5~PAW01~MAWASANGKA TENGAH~LANTO
BUTON~MAWASANGKA TENGAH~6~PAW01~MAWASANGKA TENGAH~LANTONGAU
BUTON~MAWASANGKA TENGAH~7~PAW01~MAWASANGKA TENGAH~MORIKANA
BUTON~MAWASANGKA TENGAH~8~PAW01~MAWASANGKA TENGAH~WATORAMBE
BUTON~MAWASANGKA TENGAH~9~PAW01~MAWASANGKA TENGAH~WATORAMBE BATA
BUTON~MAWASANGKA TIMUR~1~PAW01~MAWASANGKA TIMUR~BATUBANAWA
BUTON~MAWASANGKA TIMUR~2~PAW01~MAWASANGKA TIMUR~BONE MARAMBE
BUTON~MAWASANGKA TIMUR~3~PAW01~MAWASANGKA TIMUR~BUNGI
BUTON~MAWASANGKA TIMUR~4~PAW01~MAWASANGKA TIMUR~INULU
BUTON~MAWASANGKA TIMUR~5~PAW01~MAWASANGKA TIMUR~LAGILI
BUTON~MAWASANGKA TIMUR~6~PAW01~MAWASANGKA TIMUR~LAMENA
BUTON~MAWASANGKA TIMUR~7~PAW01~MAWASANGKA TIMUR~LASORI
BUTON~MAWASANGKA TIMUR~8~PAW01~MAWASANGKA TIMUR~WAMBULOLI
BUTON~MAWASANGKA TIMUR~9~PAW01~MAWASANGKA TIMUR~WANTOPI
BUTON~PASAR WAJO~1~PAW01~PASAR WAJO~AWAINULU
BUTON~PASAR WAJO~2~PAW01~PASAR WAJO~BANABUNGI
BUTON~PASAR WAJO~3~PAW01~PASAR WAJO~DONGKALA
BUTON~PASAR WAJO~4~PAW01~PASAR WAJO~HOLIMOMBO JAYA
BUTON~PASAR WAJO~5~PAW01~PASAR WAJO~KAHOLUNGAYA
BUTON~PASAR WAJO~6~PAW01~PASAR WAJO~KAMBULA MBULANA
BUTON~PASAR WAJO~7~PAW01~PASAR WAJO~KANCINAA
BUTON~PASAR WAJO~8~PAW01~PASAR WAJO~KAUMBU
BUTON~PASAR WAJO~9~PAW01~PASAR WAJO~KOMBELI
BUTON~PASAR WAJO~10~PAW01~PASAR WAJO~KONDOWA
BUTON~PASAR WAJO~11~PAW01~PASAR WAJO~LABURUNCI
BUTON~PASAR WAJO~12~PAW01~PASAR WAJO~LAPANDA
BUTON~PASAR WAJO~13~PAW01~PASAR WAJO~LAPODI
BUTON~PASAR WAJO~14~PAW01~PASAR WAJO~PASAR WAJO
BUTON~PASAR WAJO~15~PAW01~PASAR WAJO~SARAGI
BUTON~PASAR WAJO~16~PAW01~PASAR WAJO~TAKIMPO
BUTON~PASAR WAJO~17~PAW01~PASAR WAJO~WAANGUANGU
BUTON~PASAR WAJO~18~PAW01~PASAR WAJO~WABULA
BUTON~PASAR WAJO~19~PAW01~PASAR WAJO~WAGOLA
BUTON~PASAR WAJO~20~PAW01~PASAR WAJO~WAKAOKILI
BUTON~PASAR WAJO~21~PAW01~PASAR WAJO~WARINTA
BUTON~PASAR WAJO~22~PAW01~PASAR WAJO~WASAGA
BUTON~PASAR WAJO~23~PAW01~PASAR WAJO~WINNING
BUTON~PASAR WAJO~24~PAW01~PASAR WAJO~WOLOWA
BUTON~SAMPOLAWA~1~PAW01~SAMPOLAWA~BAHARI
BUTON~SAMPOLAWA~2~PAW01~SAMPOLAWA~BANGUN
BUTON~SAMPOLAWA~3~PAW01~SAMPOLAWA~GAYABARU
BUTON~SAMPOLAWA~4~PAW01~SAMPOLAWA~GERAK MAKMUR
BUTON~SAMPOLAWA~5~PAW01~SAMPOLAWA~GUNUNG SEJUK
BUTON~SAMPOLAWA~6~PAW01~SAMPOLAWA~HENDEA
BUTON~SAMPOLAWA~7~PAW01~SAMPOLAWA~JAYABAKTI
BUTON~SAMPOLAWA~8~PAW01~SAMPOLAWA~KATILOMBU
BUTON~SAMPOLAWA~9~PAW01~SAMPOLAWA~LIPUMANGAU
BUTON~SAMPOLAWA~10~PAW01~SAMPOLAWA~SANDANG PANGAN
BUTON~SAMPOLAWA~11~PAW01~SAMPOLAWA~TIRA
BUTON~SAMPOLAWA~12~PAW01~SAMPOLAWA~TODOMBULU
BUTON~SAMPOLAWA~13~PAW01~SAMPOLAWA~WAWOANGI
BUTON~SANGIA MAMBULU~1~PAW01~SANGIA MAMBULU~BARUTA
BUTON~SANGIA MAMBULU~2~PAW01~SANGIA MAMBULU~BARUTA ANALAKI
BUTON~SANGIA MAMBULU~3~PAW01~SANGIA MAMBULU~BARUTA LESTARI
BUTON~SANGIA MAMBULU~4~PAW01~SANGIA MAMBULU~DODA BAHARI
BUTON~SANGIA MAMBULU~5~PAW01~SANGIA MAMBULU~TOLANDONA
BUTON~SANGIA MAMBULU~6~PAW01~SANGIA MAMBULU~TOLANDONA MATANAEO
BUTON~SIOMPU~1~PAW01~SIOMPU~BATUAWU
BUTON~SIOMPU~2~PAW01~SIOMPU~BIWINAPADA
BUTON~SIOMPU~3~PAW01~SIOMPU~KAIMBULAWA
BUTON~SIOMPU~4~PAW01~SIOMPU~KARAE
BUTON~SIOMPU~5~PAW01~SIOMPU~LANTOI LONTOI
BUTON~SIOMPU~6~PAW01~SIOMPU~NGGULANGGULA
BUTON~SIOMPU~7~PAW01~SIOMPU~TONGALI
BUTON~SIOMPU~8~PAW01~SIOMPU~WAKINAMBORO
BUTON~SIOMPU BARAT~1~PAW01~SIOMPU BARAT~KATAMPE
BUTON~SIOMPU BARAT~2~PAW01~SIOMPU BARAT~LALOLE
BUTON~SIOMPU BARAT~3~PAW01~SIOMPU BARAT~LAMANINGGARA
BUTON~SIOMPU BARAT~4~PAW01~SIOMPU BARAT~MBANUA
BUTON~SIOMPU BARAT~5~PAW01~SIOMPU BARAT~MOLONA
BUTON~SIOMPU BARAT~6~PAW01~SIOMPU BARAT~WATUAMPARA
BUTON~SIONTAPIA~1~PAW01~SIONTAPIA~KARYA JAYA
BUTON~SIONTAPIA~2~PAW01~SIONTAPIA~KUMBEWAHA
BUTON~SIONTAPIA~3~PAW01~SIONTAPIA~KURAA
BUTON~SIONTAPIA~4~PAW01~SIONTAPIA~LABUANDIRI
BUTON~SIONTAPIA~5~PAW01~SIONTAPIA~MANURU
BUTON~SIONTAPIA~6~PAW01~SIONTAPIA~MATANAUWE
BUTON~SIONTAPIA~7~PAW01~SIONTAPIA~SAMPUABALO
BUTON~SIONTAPIA~8~PAW01~SIONTAPIA~SUMBER SARI
BUTON~SIONTAPIA~9~PAW01~SIONTAPIA~WALOMPO
BUTON~TALAGA RAYA~1~PAW01~TALAGA RAYA~KOKOE
BUTON~TALAGA RAYA~2~PAW01~TALAGA RAYA~TELAGA/TALAGA BESAR
BUTON~TALAGA RAYA~3~PAW01~TALAGA RAYA~TELAGA/TALAGA I
BUTON~TALAGA RAYA~4~PAW01~TALAGA RAYA~TELAGA/TALAGA II
BUTON~TALAGA RAYA~5~PAW01~TALAGA RAYA~WULU WULUH
BUTON~WABULA~1~PAW01~WABULA~HOLIMOMBO
BUTON~WABULA~2~PAW01~WABULA~KOHOLIMOMBONA
BUTON~WABULA~3~PAW01~WABULA~WABULA
BUTON~WABULA~4~PAW01~WABULA~WASAMPELA
BUTON~WABULA~5~PAW01~WABULA~WASUEMBA
BUTON~WOLOWA~1~PAW01~WOLOWA~KAUMBU
BUTON~WOLOWA~2~PAW01~WOLOWA~MATAWIA
BUTON~WOLOWA~3~PAW01~WOLOWA~SUKAMAJU
BUTON~WOLOWA~4~PAW01~WOLOWA~WOLOWA
BUTON~WOLOWA~5~PAW01~WOLOWA~WOLOWA BARU
