TOLIKARA~AIRGARAM~1~KAR01~AIRGARAM~GOMBO
TOLIKARA~BEWANI~14~KAR01~BEWANI~YINAMA
TOLIKARA~BOKONDINI~1~KAR01~BOKONDINI~APIAM ABIAM
TOLIKARA~BOKONDINI~2~KAR01~BOKONDINI~BARBANOK
TOLIKARA~BOKONDINI~3~KAR01~BOKONDINI~BOKONDINI
TOLIKARA~BOKONDINI~4~KAR01~BOKONDINI~DUNDUMA
TOLIKARA~BOKONDINI~5~KAR01~BOKONDINI~GULALA GALALA
TOLIKARA~BOKONDINI~6~KAR01~BOKONDINI~JAWALANE
TOLIKARA~BOKONDINI~7~KAR01~BOKONDINI~KANDIMBAGA
TOLIKARA~BOKONDINI~8~KAR01~BOKONDINI~KINEGE KINEBE
TOLIKARA~BOKONDINI~9~KAR01~BOKONDINI~KOLOGUME
TOLIKARA~BOKONDINI~10~KAR01~BOKONDINI~LAMBOGO
TOLIKARA~BOKONDINI~11~KAR01~BOKONDINI~MAIRINI MARINI
TOLIKARA~BOKONDINI~12~KAR01~BOKONDINI~MINGGANGGO MENGGANGGU
TOLIKARA~BOKONDINI~13~KAR01~BOKONDINI~MINGGEN
TOLIKARA~BOKONDINI~14~KAR01~BOKONDINI~TENGGAGAMA TENGGAME/TENGGAMA
TOLIKARA~BOKONDINI~15~KAR01~BOKONDINI~UMAGA
TOLIKARA~BOKONERI~1~KAR01~BOKONERI~ABIMBAK
TOLIKARA~BOKONERI~2~KAR01~BOKONERI~BOKONERI
TOLIKARA~BOKONERI~3~KAR01~BOKONERI~BOLLY
TOLIKARA~BOKONERI~4~KAR01~BOKONERI~DONGGEN DONGGEM
TOLIKARA~BOKONERI~5~KAR01~BOKONERI~DURIMA
TOLIKARA~BOKONERI~6~KAR01~BOKONERI~KANERE
TOLIKARA~BOKONERI~7~KAR01~BOKONERI~KANEWUNUK KANEUNUK
TOLIKARA~BOKONERI~8~KAR01~BOKONERI~KUREWUNUK KUREUNUK
TOLIKARA~BOKONERI~9~KAR01~BOKONERI~LEREWERE
TOLIKARA~BOKONERI~10~KAR01~BOKONERI~NUNGGALO
TOLIKARA~BOKONERI~11~KAR01~BOKONERI~NUNGGURILEME NANGGULAME
TOLIKARA~BOKONERI~12~KAR01~BOKONERI~NURAGAME MUNAGAME/MUNANGGAME
TOLIKARA~BOKONERI~13~KAR01~BOKONERI~OMUK
TOLIKARA~BOKONERI~14~KAR01~BOKONERI~PINDEWI
TOLIKARA~BOKONERI~15~KAR01~BOKONERI~TANABUME
TOLIKARA~BOKONERI~16~KAR01~BOKONERI~WARINGGA
TOLIKARA~BOKONERI~17~KAR01~BOKONERI~WERI
TOLIKARA~BOKONERI~18~KAR01~BOKONERI~WONAGA
TOLIKARA~DORMAN~1~KAR01~DORMAN~DABRA
TOLIKARA~DORMAN~2~KAR01~DORMAN~FRUDALE
TOLIKARA~DORMAN~3~KAR01~DORMAN~JENI
TOLIKARA~DORMAN~4~KAR01~DORMAN~PETRUS
TOLIKARA~DORMAN~5~KAR01~DORMAN~ROTIA SATU
TOLIKARA~DORMAN~6~KAR01~DORMAN~TARIA/TIRI
TOLIKARA~DORMAN~7~KAR01~DORMAN~TIG/INDEKE
TOLIKARA~DOW~1~KAR01~DOW~BIJERE
TOLIKARA~DOW~2~KAR01~DOW~BIRE
TOLIKARA~DOW~3~KAR01~DOW~DAGARI
TOLIKARA~DOW~4~KAR01~DOW~DOW
TOLIKARA~DOW~5~KAR01~DOW~ITOLI
TOLIKARA~DOW~6~KAR01~DOW~PAKARE
TOLIKARA~DOW~7~KAR01~DOW~PRAWA
TOLIKARA~DOW~8~KAR01~DOW~SIGOU
TOLIKARA~DOW~9~KAR01~DOW~TAKRI
TOLIKARA~DOW~10~KAR01~DOW~TIGU TIGOU
TOLIKARA~DOW~11~KAR01~DOW~VOKUYA
TOLIKARA~DOW~12~KAR01~DOW~WARKA
TOLIKARA~DOW~13~KAR01~DOW~WARKA II
TOLIKARA~DOW~14~KAR01~DOW~YOGE YOGWEME/YOKWEMA
TOLIKARA~DUNDU~1~KAR01~DUNDU~NDUNDU DUNDU
TOLIKARA~DUNDU~2~KAR01~DUNDU~BIMO
TOLIKARA~DUNDU~3~KAR01~DUNDU~DIMBARA
TOLIKARA~DUNDU~4~KAR01~DUNDU~DUGUNAGEP DIGUNAGAP
TOLIKARA~DUNDU~5~KAR01~DUNDU~GEKA GIKA
TOLIKARA~DUNDU~6~KAR01~DUNDU~KAMBU KEMBU
TOLIKARA~DUNDU~7~KAR01~DUNDU~KURUKU KURUPU
TOLIKARA~DUNDU~8~KAR01~DUNDU~MANUWI
TOLIKARA~DUNDU~9~KAR01~DUNDU~NAKWI
TOLIKARA~DUNDU~10~KAR01~DUNDU~NANI
TOLIKARA~DUNDU~11~KAR01~DUNDU~NILOGABU
TOLIKARA~DUNDU~12~KAR01~DUNDU~NUGUNI NUGINI/NUGARI
TOLIKARA~DUNDU~13~KAR01~DUNDU~WENIGI
TOLIKARA~DUNDU~14~KAR01~DUNDU~YIKU
TOLIKARA~EGIAM~1~KAR01~EGIAM~DARE
TOLIKARA~EGIAM~2~KAR01~EGIAM~EGIAM
TOLIKARA~EGIAM~3~KAR01~EGIAM~IREGE
TOLIKARA~EGIAM~4~KAR01~EGIAM~KALIUNDI
TOLIKARA~EGIAM~5~KAR01~EGIAM~KONDALA KONDALO
TOLIKARA~EGIAM~6~KAR01~EGIAM~KURBA
TOLIKARA~EGIAM~7~KAR01~EGIAM~MAMBRUK MABURUK
TOLIKARA~EGIAM~8~KAR01~EGIAM~MURNI
TOLIKARA~EGIAM~9~KAR01~EGIAM~PINDE
TOLIKARA~EGIAM~10~KAR01~EGIAM~POGA II
TOLIKARA~EGIAM~11~KAR01~EGIAM~ROGIA
TOLIKARA~EGIAM~12~KAR01~EGIAM~SEBEY
TOLIKARA~EGIAM~13~KAR01~EGIAM~SERIARU
TOLIKARA~EGIAM~14~KAR01~EGIAM~TABONAKME
TOLIKARA~EGIAM~15~KAR01~EGIAM~TUBI TUBY
TOLIKARA~EGIAM~16~KAR01~EGIAM~WANUWI
TOLIKARA~EGIAM~17~KAR01~EGIAM~WAYONGGA
TOLIKARA~EGIAM~18~KAR01~EGIAM~YOKA
TOLIKARA~EGIAM~19~KAR01~EGIAM~YONIRA
TOLIKARA~GEYA~1~KAR01~GEYA~ALOBAGA
TOLIKARA~GEYA~2~KAR01~GEYA~BAGANAGAPURA BAGANAPURA
TOLIKARA~GEYA~3~KAR01~GEYA~BEYANERI GEYANERI
TOLIKARA~GEYA~4~KAR01~GEYA~DIMBARA
TOLIKARA~GEYA~5~KAR01~GEYA~GEYA
TOLIKARA~GEYA~6~KAR01~GEYA~JELEPELE
TOLIKARA~GEYA~7~KAR01~GEYA~KIBU
TOLIKARA~GEYA~8~KAR01~GEYA~KUPENAWAI
TOLIKARA~GEYA~9~KAR01~GEYA~MILI
TOLIKARA~GEYA~10~KAR01~GEYA~MILINERI
TOLIKARA~GEYA~11~KAR01~GEYA~NAWU
TOLIKARA~GEYA~12~KAR01~GEYA~TELALOME
TOLIKARA~GEYA~13~KAR01~GEYA~TIMORI
TOLIKARA~GEYA~14~KAR01~GEYA~TINA
TOLIKARA~GEYA~15~KAR01~GEYA~TINAGOGA TIGANOGA
TOLIKARA~GEYA~16~KAR01~GEYA~WEYAMBI
TOLIKARA~GEYA~17~KAR01~GEYA~WINALO
TOLIKARA~GEYA~18~KAR01~GEYA~WITIPUR WATIPUR
TOLIKARA~GEYA~19~KAR01~GEYA~WUNGGILIPUR
TOLIKARA~GILUBANDU~1~KAR01~GILUBANDU~BAGUNI
TOLIKARA~GILUBANDU~2~KAR01~GILUBANDU~CUTI/BAMBUK
TOLIKARA~GILUBANDU~3~KAR01~GILUBANDU~DULUNGGUN DOLUNGGU
TOLIKARA~GILUBANDU~4~KAR01~GILUBANDU~EGONI
TOLIKARA~GILUBANDU~5~KAR01~GILUBANDU~KULUTIN
TOLIKARA~GILUBANDU~6~KAR01~GILUBANDU~LEREWERE
TOLIKARA~GILUBANDU~7~KAR01~GILUBANDU~LINGGIRA
TOLIKARA~GILUBANDU~8~KAR01~GILUBANDU~MORTELO
TOLIKARA~GILUBANDU~9~KAR01~GILUBANDU~ORELUKBAN
TOLIKARA~GILUBANDU~10~KAR01~GILUBANDU~TINGGOM
TOLIKARA~GILUBANDU~11~KAR01~GILUBANDU~WEKARU
TOLIKARA~GILUBANDU~12~KAR01~GILUBANDU~WELESI
TOLIKARA~GILUBANDU~13~KAR01~GILUBANDU~YAKEP
TOLIKARA~GILUBANDU~14~KAR01~GILUBANDU~YAMULO
TOLIKARA~GOYAGE~1~KAR01~GOYAGE~ANGKASA
TOLIKARA~GOYAGE~2~KAR01~GOYAGE~BENARI
TOLIKARA~GOYAGE~3~KAR01~GOYAGE~BINI
TOLIKARA~GOYAGE~4~KAR01~GOYAGE~BOPA BOBE
TOLIKARA~GOYAGE~5~KAR01~GOYAGE~DIDELONIK
TOLIKARA~GOYAGE~6~KAR01~GOYAGE~DOGE
TOLIKARA~GOYAGE~7~KAR01~GOYAGE~DUGI
TOLIKARA~GOYAGE~8~KAR01~GOYAGE~GILOK
TOLIKARA~GOYAGE~9~KAR01~GOYAGE~GOYAGE
TOLIKARA~GOYAGE~10~KAR01~GOYAGE~KUMBUR KUMBU
TOLIKARA~GOYAGE~11~KAR01~GOYAGE~MAMPULAGA NAMPULAGA
TOLIKARA~GOYAGE~12~KAR01~GOYAGE~PEKO PEKU
TOLIKARA~GOYAGE~13~KAR01~GOYAGE~TAGIKUN TIGIKUM
TOLIKARA~GOYAGE~14~KAR01~GOYAGE~TIDUR MABUK
TOLIKARA~GOYAGE~15~KAR01~GOYAGE~TIGIR
TOLIKARA~GOYAGE~16~KAR01~GOYAGE~TIRI
TOLIKARA~GOYAGE~17~KAR01~GOYAGE~WIJAMURIK
TOLIKARA~GOYAGE~18~KAR01~GOYAGE~WOJI
TOLIKARA~GOYAGE~19~KAR01~GOYAGE~YEMARIMA YEMARMA
TOLIKARA~GUNDAGI~1~KAR01~GUNDAGI~ENGGAWOGO
TOLIKARA~GUNDAGI~2~KAR01~GUNDAGI~EWAN
TOLIKARA~GUNDAGI~3~KAR01~GUNDAGI~GINGGA GININGGA
TOLIKARA~GUNDAGI~4~KAR01~GUNDAGI~GUBUK
TOLIKARA~GUNDAGI~5~KAR01~GUNDAGI~GUMBINI
TOLIKARA~GUNDAGI~6~KAR01~GUNDAGI~KALARIN
TOLIKARA~GUNDAGI~7~KAR01~GUNDAGI~KURIK
TOLIKARA~GUNDAGI~8~KAR01~GUNDAGI~MURUNERI
TOLIKARA~GUNDAGI~9~KAR01~GUNDAGI~NANGGA
TOLIKARA~GUNDAGI~10~KAR01~GUNDAGI~OKER
TOLIKARA~GUNDAGI~11~KAR01~GUNDAGI~PUNGGELAK
TOLIKARA~GUNDAGI~12~KAR01~GUNDAGI~TENONGGA
TOLIKARA~GUNDAGI~13~KAR01~GUNDAGI~UMAR
TOLIKARA~GUNDAGI~14~KAR01~GUNDAGI~WAMILI
TOLIKARA~GUNDAGI~15~KAR01~GUNDAGI~WAMOLO
TOLIKARA~GUNDAGI~16~KAR01~GUNDAGI~WILINGGIS
TOLIKARA~GUNDAGI~17~KAR01~GUNDAGI~WINENGGA WININGGA
TOLIKARA~GUNDAGI~18~KAR01~GUNDAGI~WOBE
TOLIKARA~GUNDAGI~19~KAR01~GUNDAGI~WORAGA MORAGA
TOLIKARA~KAMBONERI~1~KAR01~KAMBONERI~BAREMBANAK GEREMBANAK
TOLIKARA~KAMBONERI~2~KAR01~KAMBONERI~BINIPAGA
TOLIKARA~KAMBONERI~3~KAR01~KAMBONERI~BOGOBAK
TOLIKARA~KAMBONERI~4~KAR01~KAMBONERI~ERAGA
TOLIKARA~KAMBONERI~5~KAR01~KAMBONERI~GABUNAM
TOLIKARA~KAMBONERI~6~KAR01~KAMBONERI~GOBALO
TOLIKARA~KAMBONERI~7~KAR01~KAMBONERI~GULAK
TOLIKARA~KAMBONERI~8~KAR01~KAMBONERI~HABAGI GABAGI
TOLIKARA~KAMBONERI~9~KAR01~KAMBONERI~KAMBONIKI
TOLIKARA~KAMBONERI~10~KAR01~KAMBONERI~KEKOLI
TOLIKARA~KAMBONERI~11~KAR01~KAMBONERI~KOGOTIME
TOLIKARA~KAMBONERI~12~KAR01~KAMBONERI~LOGI
TOLIKARA~KAMBONERI~13~KAR01~KAMBONERI~MILIPAA
TOLIKARA~KAMBONERI~14~KAR01~KAMBONERI~PAROME
TOLIKARA~KAMBONERI~15~KAR01~KAMBONERI~PEYOLA
TOLIKARA~KAMBONERI~16~KAR01~KAMBONERI~SILO
TOLIKARA~KAMBONERI~17~KAR01~KAMBONERI~WANIA
TOLIKARA~KAMBONERI~18~KAR01~KAMBONERI~WOME
TOLIKARA~KAMBONERI~19~KAR01~KAMBONERI~YAGOBUR YAGABUK
TOLIKARA~KANGGIME~1~KAR01~KANGGIME~AGIN ABIN
TOLIKARA~KANGGIME~2~KAR01~KANGGIME~AULANI
TOLIKARA~KANGGIME~3~KAR01~KANGGIME~DIMBUGU
TOLIKARA~KANGGIME~4~KAR01~KANGGIME~DUNDU
TOLIKARA~KANGGIME~5~KAR01~KANGGIME~KAGIMALUK
TOLIKARA~KANGGIME~6~KAR01~KANGGIME~KANGGIME
TOLIKARA~KANGGIME~7~KAR01~KANGGIME~KERENA
TOLIKARA~KANGGIME~8~KAR01~KANGGIME~KOGAGI
TOLIKARA~KANGGIME~9~KAR01~KANGGIME~LIGIMBAK LAGIMBAK
TOLIKARA~KANGGIME~10~KAR01~KANGGIME~LOGANI LOGONI
TOLIKARA~KANGGIME~11~KAR01~KANGGIME~MARLO
TOLIKARA~KANGGIME~12~KAR01~KANGGIME~POSMAN
TOLIKARA~KANGGIME~13~KAR01~KANGGIME~PURUGI
TOLIKARA~KANGGIME~14~KAR01~KANGGIME~TIYONGGI
TOLIKARA~KANGGIME~15~KAR01~KANGGIME~TUKORA
TOLIKARA~KANGGIME~16~KAR01~KANGGIME~WENGGUN
TOLIKARA~KANGGIME~17~KAR01~KANGGIME~WULUK
TOLIKARA~KANGGIME~18~KAR01~KANGGIME~YELLY
TOLIKARA~KANGGIME~19~KAR01~KANGGIME~LAWOR LAWORI
TOLIKARA~KANGGIME~20~KAR01~KANGGIME~WAMIGI
TOLIKARA~KARUBAGA~1~KAR01~KARUBAGA~AMPERA
TOLIKARA~KARUBAGA~2~KAR01~KARUBAGA~BANDIA
TOLIKARA~KARUBAGA~3~KAR01~KARUBAGA~BANGERI BANGGERI
TOLIKARA~KARUBAGA~4~KAR01~KARUBAGA~BELEME
TOLIKARA~KARUBAGA~5~KAR01~KARUBAGA~DANGGULURIK
TOLIKARA~KARUBAGA~6~KAR01~KARUBAGA~EBENHAISER EBENHEASER
TOLIKARA~KARUBAGA~7~KAR01~KARUBAGA~ELSADAI ELSEDAI
TOLIKARA~KARUBAGA~8~KAR01~KARUBAGA~GININGGADONAK
TOLIKARA~KARUBAGA~9~KAR01~KARUBAGA~GURIKAGEWAK
TOLIKARA~KARUBAGA~10~KAR01~KARUBAGA~GURIKME
TOLIKARA~KARUBAGA~11~KAR01~KARUBAGA~IGARI
TOLIKARA~KARUBAGA~12~KAR01~KARUBAGA~KARUBAGA
TOLIKARA~KARUBAGA~13~KAR01~KARUBAGA~KIMOBUR
TOLIKARA~KARUBAGA~14~KAR01~KARUBAGA~KIRANAGE
TOLIKARA~KARUBAGA~15~KAR01~KARUBAGA~KOGIMAGE KOGIMAGI
TOLIKARA~KARUBAGA~16~KAR01~KARUBAGA~KOLILAN
TOLIKARA~KARUBAGA~17~KAR01~KARUBAGA~KULONAME
TOLIKARA~KARUBAGA~18~KAR01~KARUBAGA~KURAGEPURA
TOLIKARA~KARUBAGA~19~KAR01~KARUBAGA~LIRAK
TOLIKARA~KARUBAGA~20~KAR01~KARUBAGA~LONGGOALOME
TOLIKARA~KARUBAGA~21~KAR01~KARUBAGA~LOSMEN
TOLIKARA~KARUBAGA~22~KAR01~KARUBAGA~LUWIK
TOLIKARA~KARUBAGA~23~KAR01~KARUBAGA~MOLERA MULERA
TOLIKARA~KARUBAGA~24~KAR01~KARUBAGA~MUARA MAERA
TOLIKARA~KARUBAGA~25~KAR01~KARUBAGA~NALORINI NOLORINI
TOLIKARA~KARUBAGA~26~KAR01~KARUBAGA~PINDELO
TOLIKARA~KARUBAGA~27~KAR01~KARUBAGA~PULANGGUN
TOLIKARA~KARUBAGA~28~KAR01~KARUBAGA~WANIMO
TOLIKARA~KARUBAGA~29~KAR01~KARUBAGA~WOKIKU
TOLIKARA~KARUBAGA~30~KAR01~KARUBAGA~YALIKOLUK YALIKALUK
TOLIKARA~KEMBU~1~KAR01~KEMBU~AGIMDEK AGIM DX
TOLIKARA~KEMBU~2~KAR01~KEMBU~ALUKUNI ALUKINI
TOLIKARA~KEMBU~3~KAR01~KEMBU~AWORERA
TOLIKARA~KEMBU~4~KAR01~KEMBU~GENANI
TOLIKARA~KEMBU~5~KAR01~KEMBU~IGIAM
TOLIKARA~KEMBU~6~KAR01~KEMBU~KABORI
TOLIKARA~KEMBU~7~KAR01~KEMBU~KAGI
TOLIKARA~KEMBU~8~KAR01~KEMBU~KEMBU
TOLIKARA~KEMBU~9~KAR01~KEMBU~KIMUGU
TOLIKARA~KEMBU~10~KAR01~KEMBU~KIMUNUK
TOLIKARA~KEMBU~11~KAR01~KEMBU~KOBON KOBAN
TOLIKARA~KEMBU~12~KAR01~KEMBU~MAMIT
TOLIKARA~KEMBU~13~KAR01~KEMBU~NUGARIL
TOLIKARA~KEMBU~14~KAR01~KEMBU~TELENGGAME
TOLIKARA~KEMBU~15~KAR01~KEMBU~TENEK
TOLIKARA~KEMBU~16~KAR01~KEMBU~TIOGA
TOLIKARA~KEMBU~17~KAR01~KEMBU~WULINAGA
TOLIKARA~KEMBU~18~KAR01~KEMBU~YAGAGOBAK
TOLIKARA~KEMBU~19~KAR01~KEMBU~YOWO
TOLIKARA~KONDAGA~1~KAR01~KONDAGA~ABURAGE
TOLIKARA~KONDAGA~2~KAR01~KONDAGA~ARIKOBA
TOLIKARA~KONDAGA~3~KAR01~KONDAGA~ARULO
TOLIKARA~KONDAGA~4~KAR01~KONDAGA~ARUMAGE
TOLIKARA~KONDAGA~5~KAR01~KONDAGA~ERIMBUR
TOLIKARA~KONDAGA~6~KAR01~KONDAGA~GANAGE
TOLIKARA~KONDAGA~7~KAR01~KONDAGA~GIMO
TOLIKARA~KONDAGA~8~KAR01~KONDAGA~KOGOYAPURA
TOLIKARA~KONDAGA~9~KAR01~KONDAGA~KONDA KONDAGA
TOLIKARA~KONDAGA~10~KAR01~KONDAGA~LERAGAWI
TOLIKARA~KONDAGA~11~KAR01~KONDAGA~MANDURA
TOLIKARA~KONDAGA~12~KAR01~KONDAGA~MOWILOME
TOLIKARA~KONDAGA~13~KAR01~KONDAGA~SILABUL
TOLIKARA~KONDAGA~14~KAR01~KONDAGA~SILABULO
TOLIKARA~KONDAGA~15~KAR01~KONDAGA~TAGAENGME
TOLIKARA~KONDAGA~16~KAR01~KONDAGA~TINGAPURA
TOLIKARA~KONDAGA~17~KAR01~KONDAGA~WIYALUK
TOLIKARA~KONDAGA~18~KAR01~KONDAGA~YANEKO
TOLIKARA~KONDAGA~19~KAR01~KONDAGA~YAWINER YAWINERI
TOLIKARA~KUARI~1~KAR01~KUARI~ABEPUR
TOLIKARA~KUARI~2~KAR01~KUARI~ALOPUR
TOLIKARA~KUARI~3~KAR01~KUARI~BALMINGGI BALIMINGGI
TOLIKARA~KUARI~4~KAR01~KUARI~GUBAGE
TOLIKARA~KUARI~5~KAR01~KUARI~JINULIRA
TOLIKARA~KUARI~6~KAR01~KUARI~KENEN AMILI
TOLIKARA~KUARI~7~KAR01~KUARI~KIBUR
TOLIKARA~KUARI~8~KAR01~KUARI~KONDENGUN
TOLIKARA~KUARI~9~KAR01~KUARI~KUARI
TOLIKARA~KUARI~10~KAR01~KUARI~KURIK
TOLIKARA~KUARI~11~KAR01~KUARI~LUANGGI
TOLIKARA~KUARI~12~KAR01~KUARI~MARKER MARKAR
TOLIKARA~KUARI~13~KAR01~KUARI~MENGGEBA MENGGOBA
TOLIKARA~KUARI~14~KAR01~KUARI~MENGGENEGAME
TOLIKARA~KUARI~15~KAR01~KUARI~PURUGI
TOLIKARA~KUARI~16~KAR01~KUARI~TEBENALO
TOLIKARA~KUARI~17~KAR01~KUARI~UMAGE
TOLIKARA~KUARI~18~KAR01~KUARI~WANGGUP
TOLIKARA~NABUNAGE~1~KAR01~NABUNAGE~GENINGGA GININGGA
TOLIKARA~NABUNAGE~2~KAR01~NABUNAGE~GOLENA
TOLIKARA~NABUNAGE~3~KAR01~NABUNAGE~GULAK
TOLIKARA~NABUNAGE~4~KAR01~NABUNAGE~GUNALO
TOLIKARA~NABUNAGE~5~KAR01~NABUNAGE~JEKITO
TOLIKARA~NABUNAGE~6~KAR01~NABUNAGE~KIMILO
TOLIKARA~NABUNAGE~7~KAR01~NABUNAGE~KOLANGGUN
TOLIKARA~NABUNAGE~8~KAR01~NABUNAGE~KORIO KORLO
TOLIKARA~NABUNAGE~9~KAR01~NABUNAGE~KUMBO
TOLIKARA~NABUNAGE~10~KAR01~NABUNAGE~KUMBUR
TOLIKARA~NABUNAGE~11~KAR01~NABUNAGE~KUPARA
TOLIKARA~NABUNAGE~12~KAR01~NABUNAGE~KUTIME
TOLIKARA~NABUNAGE~13~KAR01~NABUNAGE~KWARINI
TOLIKARA~NABUNAGE~14~KAR01~NABUNAGE~LOGILOME
TOLIKARA~NABUNAGE~15~KAR01~NABUNAGE~MISSA
TOLIKARA~NABUNAGE~16~KAR01~NABUNAGE~NABUNAGE
TOLIKARA~NABUNAGE~17~KAR01~NABUNAGE~NOWO
TOLIKARA~NABUNAGE~18~KAR01~NABUNAGE~TIMBINDELO
TOLIKARA~NABUNAGE~19~KAR01~NABUNAGE~TIMER
TOLIKARA~NABUNAGE~20~KAR01~NABUNAGE~TOWOLOME
TOLIKARA~NABUNAGE~21~KAR01~NABUNAGE~WAMA
TOLIKARA~NABUNAGE~22~KAR01~NABUNAGE~WEWO
TOLIKARA~NABUNAGE~23~KAR01~NABUNAGE~WEYAGE
TOLIKARA~NABUNAGE~24~KAR01~NABUNAGE~WONITU
TOLIKARA~NABUNAGE~25~KAR01~NABUNAGE~YEBENA
TOLIKARA~NELAWI~1~KAR01~NELAWI~BERENEME
TOLIKARA~NELAWI~2~KAR01~NELAWI~BIUK
TOLIKARA~NELAWI~3~KAR01~NELAWI~GALUBUG
TOLIKARA~NELAWI~4~KAR01~NELAWI~GUBURINI
TOLIKARA~NELAWI~5~KAR01~NELAWI~KENDEMAYA
TOLIKARA~NELAWI~6~KAR01~NELAWI~MBINIME
TOLIKARA~NELAWI~7~KAR01~NELAWI~MEGAPURA
TOLIKARA~NELAWI~8~KAR01~NELAWI~MINAGAME
TOLIKARA~NELAWI~9~KAR01~NELAWI~MONDANGGUL MONAGUL
TOLIKARA~NELAWI~10~KAR01~NELAWI~NELAWI
TOLIKARA~NELAWI~11~KAR01~NELAWI~PALAGI
TOLIKARA~NELAWI~12~KAR01~NELAWI~TABOWANIMBO
TOLIKARA~NELAWI~13~KAR01~NELAWI~TIMOJINO TIMUYIMO/TIMUJINU
TOLIKARA~NELAWI~14~KAR01~NELAWI~TOMAGI
TOLIKARA~NELAWI~15~KAR01~NELAWI~TOMAGIPURA TIMAGIPURA
TOLIKARA~NELAWI~16~KAR01~NELAWI~WABUNA
TOLIKARA~NELAWI~17~KAR01~NELAWI~WONABU WANABU
TOLIKARA~NELAWI~18~KAR01~NELAWI~WOROMOLE
TOLIKARA~NELAWI~19~KAR01~NELAWI~YIGIGOBAK
TOLIKARA~NELAWI~20~KAR01~NELAWI~YILOGONIME
TOLIKARA~NELAWI~21~KAR01~NELAWI~YILUK
TOLIKARA~NELAWI~22~KAR01~NELAWI~YUGU MABUR
TOLIKARA~NUMBA~1~KAR01~NUMBA~BALIMINGGI
TOLIKARA~NUMBA~2~KAR01~NUMBA~GUBURA
TOLIKARA~NUMBA~3~KAR01~NUMBA~GUNIKI
TOLIKARA~NUMBA~4~KAR01~NUMBA~JINUWANU
TOLIKARA~NUMBA~5~KAR01~NUMBA~KERAGIGELOK
TOLIKARA~NUMBA~6~KAR01~NUMBA~KOTORAMBUR
TOLIKARA~NUMBA~7~KAR01~NUMBA~KUMA
TOLIKARA~NUMBA~8~KAR01~NUMBA~LONGGOBOMA
TOLIKARA~NUMBA~9~KAR01~NUMBA~NUMBA
TOLIKARA~NUMBA~10~KAR01~NUMBA~PIRALEME
TOLIKARA~NUMBA~11~KAR01~NUMBA~TINGWI
TOLIKARA~NUMBA~12~KAR01~NUMBA~TINGWINERI
TOLIKARA~NUMBA~13~KAR01~NUMBA~TUNGGUNALE
TOLIKARA~NUMBA~14~KAR01~NUMBA~WOLU
TOLIKARA~NUMBA~15~KAR01~NUMBA~WUNDIMERI
TOLIKARA~NUMBA~16~KAR01~NUMBA~YALOGO
TOLIKARA~NUMBA~17~KAR01~NUMBA~YIRAGAME
TOLIKARA~NUMBA~18~KAR01~NUMBA~YUGUMENA
TOLIKARA~NUNGGAWI~1~KAR01~NUNGGAWI~BELEP
TOLIKARA~NUNGGAWI~2~KAR01~NUNGGAWI~BERENGGO BERENGGA
TOLIKARA~NUNGGAWI~3~KAR01~NUNGGAWI~DELELAK
TOLIKARA~NUNGGAWI~4~KAR01~NUNGGAWI~DEREK
TOLIKARA~NUNGGAWI~5~KAR01~NUNGGAWI~GILO
