INTAN JAYA~AGISIGA~1~SUG01~AGISIGA~AGISIGA
INTAN JAYA~AGISIGA~2~SUG01~AGISIGA~BALAMAI BALAIMAI
INTAN JAYA~AGISIGA~3~SUG01~AGISIGA~BAMOGO MBAMOGO
INTAN JAYA~AGISIGA~4~SUG01~AGISIGA~DANGKOA
INTAN JAYA~AGISIGA~5~SUG01~AGISIGA~DAPIAGA
INTAN JAYA~AGISIGA~6~SUG01~AGISIGA~FUGISIGA PUGISIGA
INTAN JAYA~AGISIGA~7~SUG01~AGISIGA~JAWASIGA
INTAN JAYA~AGISIGA~8~SUG01~AGISIGA~KEMBAGEL
INTAN JAYA~AGISIGA~9~SUG01~AGISIGA~KOMBOGASIGA
INTAN JAYA~AGISIGA~10~SUG01~AGISIGA~SOLIP
INTAN JAYA~AGISIGA~11~SUG01~AGISIGA~TAUSIGA TOUSIGA
INTAN JAYA~AGISIGA~12~SUG01~AGISIGA~TOMASIGA
INTAN JAYA~AGISIGA~13~SUG01~AGISIGA~UNABINDAGA UNABUNDAGA
INTAN JAYA~BIANDOGA~1~SUG01~BIANDOGA~AGISIGA
INTAN JAYA~BIANDOGA~2~SUG01~BIANDOGA~BALAMAI BALAIMAI
INTAN JAYA~BIANDOGA~3~SUG01~BIANDOGA~BAMOGO MBAMOGO
INTAN JAYA~BIANDOGA~4~SUG01~BIANDOGA~DANGKOA
INTAN JAYA~BIANDOGA~5~SUG01~BIANDOGA~DAPIAGA
INTAN JAYA~BIANDOGA~6~SUG01~BIANDOGA~FUGISIGA PUGISIGA
INTAN JAYA~BIANDOGA~7~SUG01~BIANDOGA~JAWASIGA
INTAN JAYA~BIANDOGA~8~SUG01~BIANDOGA~KEMBAGEL
INTAN JAYA~BIANDOGA~9~SUG01~BIANDOGA~KOMBOGASIGA
INTAN JAYA~BIANDOGA~10~SUG01~BIANDOGA~SOLIP
INTAN JAYA~BIANDOGA~11~SUG01~BIANDOGA~TAUSIGA TOUSIGA
INTAN JAYA~BIANDOGA~12~SUG01~BIANDOGA~TOMASIGA
INTAN JAYA~BIANDOGA~13~SUG01~BIANDOGA~UNABINDAGA UNABUNDAGA
INTAN JAYA~HITADIPA~1~SUG01~HITADIPA~EKNEMBA/ELENEMBA
INTAN JAYA~HITADIPA~2~SUG01~HITADIPA~KULAPA
INTAN JAYA~HITADIPA~3~SUG01~HITADIPA~SANABA SANAMBA
INTAN JAYA~HITADIPA~4~SUG01~HITADIPA~TITIGI
INTAN JAYA~HITADIPA~5~SUG01~HITADIPA~WABUI
INTAN JAYA~HOMEO~1~SUG01~HOMEO~BILAI DUA II
INTAN JAYA~HOMEO~2~SUG01~HOMEO~BILAI SATU I
INTAN JAYA~HOMEO~3~SUG01~HOMEO~BUGUSIGA
INTAN JAYA~HOMEO~4~SUG01~HOMEO~DEGESIGA DEGESISE
INTAN JAYA~HOMEO~5~SUG01~HOMEO~ENGGANEGA
INTAN JAYA~HOMEO~6~SUG01~HOMEO~HIYABU
INTAN JAYA~HOMEO~7~SUG01~HOMEO~HUBITAPA
INTAN JAYA~HOMEO~8~SUG01~HOMEO~KENETAPA KENDETAPA
INTAN JAYA~HOMEO~9~SUG01~HOMEO~KOBAE KOBAI
INTAN JAYA~HOMEO~10~SUG01~HOMEO~MAPA
INTAN JAYA~HOMEO~11~SUG01~HOMEO~MAYA
INTAN JAYA~HOMEO~12~SUG01~HOMEO~OGEAYAPA
INTAN JAYA~HOMEO~13~SUG01~HOMEO~POGAPA
INTAN JAYA~HOMEO~14~SUG01~HOMEO~SELEMANA SELEMAMA
INTAN JAYA~HOMEO~15~SUG01~HOMEO~WAIGEPA
INTAN JAYA~HOMEO~16~SUG01~HOMEO~ZOMBAN DOGA ZOMBANDOGA
INTAN JAYA~HOMEO~17~SUG01~HOMEO~SANEPA
INTAN JAYA~SUGAPA~1~SUG01~SUGAPA~BILOGAI
INTAN JAYA~SUGAPA~2~SUG01~SUGAPA~DEGEYABU
INTAN JAYA~SUGAPA~3~SUG01~SUGAPA~EMONDI KEMONDI
INTAN JAYA~SUGAPA~4~SUG01~SUGAPA~KUMLAGUPA
INTAN JAYA~SUGAPA~5~SUG01~SUGAPA~MAMBA
INTAN JAYA~SUGAPA~6~SUG01~SUGAPA~MBILUSIGA
INTAN JAYA~SUGAPA~7~SUG01~SUGAPA~MINDAU
INTAN JAYA~SUGAPA~8~SUG01~SUGAPA~PUYAGIYA
INTAN JAYA~SUGAPA~9~SUG01~SUGAPA~SOAGAMA
INTAN JAYA~SUGAPA~10~SUG01~SUGAPA~UGIMBA
INTAN JAYA~SUGAPA~11~SUG01~SUGAPA~WANDOGA
INTAN JAYA~SUGAPA~12~SUG01~SUGAPA~YALAI JABAI
INTAN JAYA~SUGAPA~13~SUG01~SUGAPA~YOKATAPA TOKATAPA
INTAN JAYA~SUGAPA~14~SUG01~SUGAPA~YOPARU
INTAN JAYA~SUGAPA~15~SUG01~SUGAPA~BULADEYA
INTAN JAYA~SUGAPA~16~SUG01~SUGAPA~ENEMBA
INTAN JAYA~SUGAPA~17~SUG01~SUGAPA~KEMONDI
INTAN JAYA~SUGAPA~18~SUG01~SUGAPA~TITIGI
INTAN JAYA~WANDAI~1~SUG01~WANDAI~SABISA
