KEDIRI~BADAS~1~KDR02~BADAS~LAMONG
KEDIRI~KANDANGAN~8~KDR03~KANDANGAN~KASREMAN
KEDIRI~KANDANGAN~9~KDR03~KANDANGAN~KEMIRI
KEDIRI~KANDANGAN~10~KDR03~KANDANGAN~KLAMPISAN
KEDIRI~KANDANGAN~11~KDR03~KANDANGAN~MEDOWO
KEDIRI~KANDANGAN~12~KDR03~KANDANGAN~MLANCU
KEDIRI~KANDAT~1~KDR02~KANDAT~NGLETIH
KEDIRI~KANDAT~2~KDR02~KANDAT~BLABAK
KEDIRI~KANDAT~3~KDR02~KANDAT~CENDONO
KEDIRI~KANDAT~4~KDR02~KANDAT~KANDAT
KEDIRI~KANDAT~5~KDR02~KANDAT~KARANGREJO
KEDIRI~KANDAT~6~KDR02~KANDAT~NGRECO
KEDIRI~KANDAT~7~KDR02~KANDAT~PULE
KEDIRI~KANDAT~8~KDR02~KANDAT~PURWOREJO
KEDIRI~KANDAT~9~KDR02~KANDAT~RINGINSARI
KEDIRI~KANDAT~10~KDR02~KANDAT~SELOSARI
KEDIRI~KANDAT~11~KDR02~KANDAT~SUMBEREJO
KEDIRI~KANDAT~12~KDR02~KANDAT~TEGALAN
KEDIRI~KAYEN KEDUL~1~KDR02~KAYEN KEDUL~BANGSONGAN
KEDIRI~KAYEN KEDUL~2~KDR02~KAYEN KEDUL~BAYE
KEDIRI~KAYEN KEDUL~3~KDR02~KAYEN KEDUL~JAMBU
KEDIRI~KAYEN KEDUL~4~KDR02~KAYEN KEDUL~KAYEN KIDUL
KEDIRI~KAYEN KEDUL~5~KDR02~KAYEN KEDUL~MUKUH
KEDIRI~KAYEN KEDUL~6~KDR02~KAYEN KEDUL~NANGGUNGAN
KEDIRI~KAYEN KEDUL~7~KDR02~KAYEN KEDUL~PADANGAN
KEDIRI~KAYEN KEDUL~8~KDR02~KAYEN KEDUL~SAMBIROBYONG
KEDIRI~KAYEN KEDUL~9~KDR02~KAYEN KEDUL~SEKARAN
KEDIRI~KAYEN KEDUL~10~KDR02~KAYEN KEDUL~SEMAMBUNG
KEDIRI~KAYEN KEDUL~11~KDR02~KAYEN KEDUL~SENDEN
KEDIRI~KAYEN KEDUL~12~KDR02~KAYEN KEDUL~SUKOHARJO
KEDIRI~KEDIRI KOTA~1~KDR01~KEDIRI KOTA~SEMAMPIR
KEDIRI~KEDIRI KOTA~2~KDR01~KEDIRI KOTA~DANDANGAN
KEDIRI~KEDIRI KOTA~3~KDR01~KEDIRI KOTA~NGADIREJO
KEDIRI~KEDIRI KOTA~4~KDR01~KEDIRI KOTA~PAKELAN
KEDIRI~KEDIRI KOTA~5~KDR01~KEDIRI KOTA~POCANAN
KEDIRI~KEDIRI KOTA~6~KDR01~KEDIRI KOTA~BANJARAN
KEDIRI~KEDIRI KOTA~7~KDR01~KEDIRI KOTA~JAGALAN
KEDIRI~KEDIRI KOTA~8~KDR01~KEDIRI KOTA~KEMASAN
KEDIRI~KEDIRI KOTA~9~KDR01~KEDIRI KOTA~KALIOMBO
KEDIRI~KEDIRI KOTA~10~KDR01~KEDIRI KOTA~KAMPUNG DALEM
KEDIRI~KEDIRI KOTA~11~KDR01~KEDIRI KOTA~NGRONGGO
KEDIRI~KEDIRI KOTA~12~KDR01~KEDIRI KOTA~MANISRENGGO
KEDIRI~KEDIRI KOTA~13~KDR01~KEDIRI KOTA~BALOWERTI
KEDIRI~KEDIRI KOTA~14~KDR01~KEDIRI KOTA~REJOMULYO
KEDIRI~KEDIRI KOTA~15~KDR01~KEDIRI KOTA~RINGIN ANOM
KEDIRI~KEDIRI KOTA~16~KDR01~KEDIRI KOTA~SETONO GEDONG
KEDIRI~KEDIRI KOTA~17~KDR01~KEDIRI KOTA~SETONO PANDE
KEDIRI~KEPUNG~1~KDR03~KEPUNG~BESOWO
KEDIRI~KEPUNG~2~KDR03~KEPUNG~BRUMBUNG
KEDIRI~KEPUNG~3~KDR03~KEPUNG~DAMARWULAN
KEDIRI~KEPUNG~4~KDR03~KEPUNG~KAMPUNGBARU
KEDIRI~KEPUNG~5~KDR03~KEPUNG~KEBONREJO
KEDIRI~KEPUNG~6~KDR03~KEPUNG~KELING
KEDIRI~KEPUNG~7~KDR03~KEPUNG~KENCONG
KEDIRI~KEPUNG~8~KDR03~KEPUNG~KEPUNG
KEDIRI~KEPUNG~9~KDR03~KEPUNG~KRENCENG
KEDIRI~KEPUNG~10~KDR03~KEPUNG~SIMAN
KEDIRI~KRAS~1~KDR02~KRAS~BANJARANYAR
KEDIRI~KRAS~2~KDR02~KRAS~BENDOSARI
KEDIRI~KRAS~3~KDR02~KRAS~BLEBER
KEDIRI~KRAS~4~KDR02~KRAS~BUTUH
KEDIRI~KRAS~5~KDR02~KRAS~JABANG
KEDIRI~KRAS~6~KDR02~KRAS~JAMBEAN
KEDIRI~KRAS~7~KDR02~KRAS~KANIGORO
KEDIRI~KRAS~8~KDR02~KRAS~KARANGTALUN
KEDIRI~KRAS~9~KDR02~KRAS~KRANDANG
KEDIRI~KRAS~10~KDR02~KRAS~KRAS
KEDIRI~KRAS~11~KDR02~KRAS~MOJOSARI
KEDIRI~KRAS~12~KDR02~KRAS~NYAWANGAN
KEDIRI~KRAS~13~KDR02~KRAS~PELAS
KEDIRI~KRAS~14~KDR02~KRAS~PURWODADI
KEDIRI~KRAS~15~KDR02~KRAS~REJOMULYO
KEDIRI~KRAS~16~KDR02~KRAS~SETONOREJO
KEDIRI~KUNJANG~1~KDR03~KUNJANG~BALONGJERUK BALUNG JERUK
KEDIRI~KUNJANG~2~KDR03~KUNJANG~DUNGUS
KEDIRI~KUNJANG~3~KDR03~KUNJANG~JUWET
KEDIRI~KUNJANG~4~KDR03~KUNJANG~KAPAS
KEDIRI~KUNJANG~5~KDR03~KUNJANG~KAPI
KEDIRI~KUNJANG~6~KDR03~KUNJANG~KLEPEK
KEDIRI~KUNJANG~7~KDR03~KUNJANG~KUNJANG
KEDIRI~KUNJANG~8~KDR03~KUNJANG~KUWIK
KEDIRI~KUNJANG~9~KDR03~KUNJANG~PAKIS
KEDIRI~KUNJANG~10~KDR03~KUNJANG~PARELOR
KEDIRI~KUNJANG~11~KDR03~KUNJANG~TENGGERLOR
KEDIRI~KUNJANG~12~KDR03~KUNJANG~WONOREJO
KEDIRI~MOJO~1~KDR02~MOJO~BLIMBING
KEDIRI~MOJO~2~KDR02~MOJO~JUGO
KEDIRI~MOJO~3~KDR02~MOJO~KEDAWUNG
KEDIRI~MOJO~4~KDR02~MOJO~KENITEN
KEDIRI~MOJO~5~KDR02~MOJO~KRANDING
KEDIRI~MOJO~6~KDR02~MOJO~KRATON
KEDIRI~MOJO~7~KDR02~MOJO~MAESAN
KEDIRI~MOJO~8~KDR02~MOJO~MLATI
KEDIRI~MOJO~9~KDR02~MOJO~MOJO
KEDIRI~MOJO~10~KDR02~MOJO~MONDO
KEDIRI~MOJO~11~KDR02~MOJO~NGADI
KEDIRI~MOJO~12~KDR02~MOJO~NGETREP
KEDIRI~MOJO~13~KDR02~MOJO~PAMONGAN
KEDIRI~MOJO~14~KDR02~MOJO~PETOK
KEDIRI~MOJO~15~KDR02~MOJO~PETUNGROTO
KEDIRI~MOJO~16~KDR02~MOJO~PLOSO
KEDIRI~MOJO~17~KDR02~MOJO~PONGGOK
KEDIRI~MOJO~18~KDR02~MOJO~SUKOANYAR
KEDIRI~MOJO~19~KDR02~MOJO~SURAT
KEDIRI~MOJO~20~KDR02~MOJO~TAMBIBENDO
KEDIRI~MOJOROTO~1~KDR01~MOJOROTO~DERMO
KEDIRI~MOJOROTO~2~KDR01~MOJOROTO~MRICAN
KEDIRI~MOJOROTO~3~KDR01~MOJOROTO~MOJOROTO
KEDIRI~MOJOROTO~4~KDR01~MOJOROTO~NGAMPEL
KEDIRI~MOJOROTO~5~KDR01~MOJOROTO~GAYAM
KEDIRI~MOJOROTO~6~KDR01~MOJOROTO~BANDAR LOR
KEDIRI~MOJOROTO~7~KDR01~MOJOROTO~SUKORAME
KEDIRI~MOJOROTO~8~KDR01~MOJOROTO~POJOK
KEDIRI~MOJOROTO~9~KDR01~MOJOROTO~CAMPUREJO
KEDIRI~MOJOROTO~10~KDR01~MOJOROTO~TAMANAN
KEDIRI~MOJOROTO~11~KDR01~MOJOROTO~LIRBOYO
KEDIRI~MOJOROTO~12~KDR01~MOJOROTO~BANDAR KIDUL
KEDIRI~MOJOROTO~13~KDR01~MOJOROTO~BANJAR MELATI (BANJARMLATI)
KEDIRI~MOJOROTO~14~KDR01~MOJOROTO~BUJEL
KEDIRI~NGADILUWIH~1~KDR02~NGADILUWIH~BADAL
KEDIRI~NGADILUWIH~2~KDR02~NGADILUWIH~BADALPANDEAN
KEDIRI~NGADILUWIH~3~KDR02~NGADILUWIH~BANGGLE
KEDIRI~NGADILUWIH~4~KDR02~NGADILUWIH~BANJAREJO
KEDIRI~NGADILUWIH~5~KDR02~NGADILUWIH~BEDUG
KEDIRI~NGADILUWIH~6~KDR02~NGADILUWIH~BRANGGAHAN
KEDIRI~NGADILUWIH~7~KDR02~NGADILUWIH~DUKUH
KEDIRI~NGADILUWIH~8~KDR02~NGADILUWIH~MANGUNREJO
KEDIRI~NGADILUWIH~9~KDR02~NGADILUWIH~NGADILUWIH
KEDIRI~NGADILUWIH~10~KDR02~NGADILUWIH~PURWOKERTO
KEDIRI~NGADILUWIH~11~KDR02~NGADILUWIH~REMBANG
KEDIRI~NGADILUWIH~12~KDR02~NGADILUWIH~REMBANGKEPUH
KEDIRI~NGADILUWIH~13~KDR02~NGADILUWIH~SEKETI
KEDIRI~NGADILUWIH~14~KDR02~NGADILUWIH~SLUMBUNG
KEDIRI~NGADILUWIH~15~KDR02~NGADILUWIH~TALES
KEDIRI~NGADILUWIH~16~KDR02~NGADILUWIH~WONOREJO
KEDIRI~NGANCAR~1~KDR02~NGANCAR~KUNJANG
KEDIRI~NGANCAR~2~KDR02~NGANCAR~BABADAN
KEDIRI~NGANCAR~3~KDR02~NGANCAR~BEDALI
KEDIRI~NGANCAR~4~KDR02~NGANCAR~JAGUL
KEDIRI~NGANCAR~5~KDR02~NGANCAR~MANGGIS
KEDIRI~NGANCAR~6~KDR02~NGANCAR~MARGOURIP
KEDIRI~NGANCAR~7~KDR02~NGANCAR~NGANCAR
KEDIRI~NGANCAR~8~KDR02~NGANCAR~PANDANTOYO
KEDIRI~NGANCAR~9~KDR02~NGANCAR~SEMPU
KEDIRI~NGANCAR~10~KDR02~NGANCAR~SUGIHWARAS
KEDIRI~NGASEM~1~KDR02~NGASEM~DOKO
KEDIRI~NGASEM~2~KDR02~NGASEM~GOGORANTE
KEDIRI~NGASEM~3~KDR02~NGASEM~KARANGREJO
KEDIRI~NGASEM~4~KDR02~NGASEM~KWADUNGAN
KEDIRI~NGASEM~5~KDR02~NGASEM~NAMBAAN
KEDIRI~NGASEM~6~KDR02~NGASEM~NGASEM
KEDIRI~NGASEM~7~KDR02~NGASEM~PARON
KEDIRI~NGASEM~8~KDR02~NGASEM~SUKOREJO
KEDIRI~NGASEM~9~KDR02~NGASEM~SUMBERJO
KEDIRI~NGASEM~10~KDR02~NGASEM~TOYORESMI
KEDIRI~NGASEM~11~KDR02~NGASEM~TUGUREJO
KEDIRI~NGASEM~12~KDR02~NGASEM~WONOCATUR
KEDIRI~PAGU~1~KDR02~PAGU~BENDO
KEDIRI~PAGU~2~KDR02~PAGU~BULUPASAR
KEDIRI~PAGU~3~KDR02~PAGU~JAGUNG
KEDIRI~PAGU~4~KDR02~PAGU~KAMBINGAN
KEDIRI~PAGU~5~KDR02~PAGU~MENANG
KEDIRI~PAGU~6~KDR02~PAGU~PAGU
KEDIRI~PAGU~7~KDR02~PAGU~SEMANDING
KEDIRI~PAGU~8~KDR02~PAGU~SEMEN
KEDIRI~PAGU~9~KDR02~PAGU~SITIMERT
KEDIRI~PAGU~10~KDR02~PAGU~TANJUNG
KEDIRI~PAGU~11~KDR02~PAGU~TENGGER KIDUL
KEDIRI~PAGU~12~KDR02~PAGU~WATES
KEDIRI~PAGU~13~KDR02~PAGU~WONOSARI
KEDIRI~PAPAR~1~KDR02~PAPAR~DAWUHAN KIDUL
KEDIRI~PAPAR~2~KDR02~PAPAR~JAMBANGAN
KEDIRI~PAPAR~3~KDR02~PAPAR~JANTI
KEDIRI~PAPAR~4~KDR02~PAPAR~KEDUNGMALANG
KEDIRI~PAPAR~5~KDR02~PAPAR~KEPUH
KEDIRI~PAPAR~6~KDR02~PAPAR~KWARON
KEDIRI~PAPAR~7~KDR02~PAPAR~MADURETNO
KEDIRI~PAPAR~8~KDR02~PAPAR~MINGGIRAN
KEDIRI~PAPAR~9~KDR02~PAPAR~NGAMPEL
KEDIRI~PAPAR~10~KDR02~PAPAR~PAPAR
KEDIRI~PAPAR~11~KDR02~PAPAR~PEHKULON
KEDIRI~PAPAR~12~KDR02~PAPAR~PEHWETAN
KEDIRI~PAPAR~13~KDR02~PAPAR~PUHJAJAR
KEDIRI~PAPAR~14~KDR02~PAPAR~PURWOTENGAH
KEDIRI~PAPAR~15~KDR02~PAPAR~SRIKATON
KEDIRI~PAPAR~16~KDR02~PAPAR~SUKOMORO
KEDIRI~PAPAR~17~KDR02~PAPAR~TANON
KEDIRI~PARE~1~KDR03~PARE~PARE
KEDIRI~PARE~2~KDR03~PARE~TULUNGREJO
KEDIRI~PARE~3~KDR03~PARE~PELEM
KEDIRI~PARE~4~KDR03~PARE~GEDANGSEWU
KEDIRI~PARE~5~KDR03~PARE~TERTEK
KEDIRI~PARE~6~KDR03~PARE~BENDO
KEDIRI~PARE~7~KDR03~PARE~SAMBIREJO
KEDIRI~PARE~8~KDR03~PARE~DARUNGAN
KEDIRI~PARE~9~KDR03~PARE~SUMBERBENDO
KEDIRI~PARE~10~KDR03~PARE~SIDOREJO
KEDIRI~PESANTREN~1~KDR01~PESANTREN~BANGSAL
KEDIRI~PESANTREN~2~KDR01~PESANTREN~BURENGAN
KEDIRI~PESANTREN~3~KDR01~PESANTREN~PESANTREN
KEDIRI~PESANTREN~4~KDR01~PESANTREN~JAMSAREN
KEDIRI~PESANTREN~5~KDR01~PESANTREN~PAKUNDEN
KEDIRI~PESANTREN~6~KDR01~PESANTREN~SINGONEGARAN
KEDIRI~PESANTREN~7~KDR01~PESANTREN~TINALAN
KEDIRI~PESANTREN~8~KDR01~PESANTREN~BANARAN
KEDIRI~PESANTREN~9~KDR01~PESANTREN~TOSAREN
KEDIRI~PESANTREN~10~KDR01~PESANTREN~BETET
KEDIRI~PESANTREN~11~KDR01~PESANTREN~BLABAK
KEDIRI~PESANTREN~12~KDR01~PESANTREN~BAWANG
KEDIRI~PESANTREN~13~KDR01~PESANTREN~NGLETIH
KEDIRI~PESANTREN~14~KDR01~PESANTREN~TEMPUREJO
KEDIRI~PESANTREN~15~KDR01~PESANTREN~KETAMI
KEDIRI~PLEMAHAN~1~KDR03~PLEMAHAN~BANJAREJO
KEDIRI~PLEMAHAN~2~KDR03~PLEMAHAN~BOGOKIDUL
KEDIRI~PLEMAHAN~3~KDR03~PLEMAHAN~KAYEN LOR
KEDIRI~PLEMAHAN~4~KDR03~PLEMAHAN~LANGENHARJO
KEDIRI~PLEMAHAN~5~KDR03~PLEMAHAN~MEJONO
KEDIRI~PLEMAHAN~6~KDR03~PLEMAHAN~MOJOAYU
KEDIRI~PLEMAHAN~7~KDR03~PLEMAHAN~MOJOKEREP
KEDIRI~PLEMAHAN~8~KDR03~PLEMAHAN~NGINO
KEDIRI~PLEMAHAN~9~KDR03~PLEMAHAN~PAYAMAN
KEDIRI~PLEMAHAN~10~KDR03~PLEMAHAN~PLEMAHAN
KEDIRI~PLEMAHAN~11~KDR03~PLEMAHAN~PUHJARAK
KEDIRI~PLEMAHAN~12~KDR03~PLEMAHAN~RINGINPITU
KEDIRI~PLEMAHAN~13~KDR03~PLEMAHAN~SEBET
KEDIRI~PLEMAHAN~14~KDR03~PLEMAHAN~SIDOWAREK
KEDIRI~PLEMAHAN~15~KDR03~PLEMAHAN~SUKOHARJO
KEDIRI~PLEMAHAN~16~KDR03~PLEMAHAN~TEGOWANGI
KEDIRI~PLEMAHAN~17~KDR03~PLEMAHAN~WONOKERTO
KEDIRI~PLOSOKLATEN~1~KDR02~PLOSOKLATEN~BRENGGOLO
KEDIRI~PLOSOKLATEN~2~KDR02~PLOSOKLATEN~DONGANTI
KEDIRI~PLOSOKLATEN~3~KDR02~PLOSOKLATEN~GONDANG
KEDIRI~PLOSOKLATEN~4~KDR02~PLOSOKLATEN~JARAK
KEDIRI~PLOSOKLATEN~5~KDR02~PLOSOKLATEN~KAWEDUSAN
KEDIRI~PLOSOKLATEN~6~KDR02~PLOSOKLATEN~KAYUNAN
KEDIRI~PLOSOKLATEN~7~KDR02~PLOSOKLATEN~KLANDERAN
KEDIRI~PLOSOKLATEN~8~KDR02~PLOSOKLATEN~PANJER
KEDIRI~PLOSOKLATEN~9~KDR02~PLOSOKLATEN~PLOSOKIDUL
KEDIRI~PLOSOKLATEN~10~KDR02~PLOSOKLATEN~PLOSOLOR
KEDIRI~PLOSOKLATEN~11~KDR02~PLOSOKLATEN~PRANGGANG
KEDIRI~PLOSOKLATEN~12~KDR02~PLOSOKLATEN~PUNJUL
KEDIRI~PLOSOKLATEN~13~KDR02~PLOSOKLATEN~SEPAWON
KEDIRI~PLOSOKLATEN~14~KDR02~PLOSOKLATEN~SUMBERAGUNG
KEDIRI~PLOSOKLATEN~15~KDR02~PLOSOKLATEN~WONOREJO TRISULO
KEDIRI~PUNCU~1~KDR03~PUNCU~ASMOROBANGUN
KEDIRI~PUNCU~2~KDR03~PUNCU~GADUNGAN
KEDIRI~PUNCU~3~KDR03~PUNCU~MANGGIS
KEDIRI~PUNCU~4~KDR03~PUNCU~PUNCU
KEDIRI~PUNCU~5~KDR03~PUNCU~SATAK
KEDIRI~PUNCU~6~KDR03~PUNCU~SIDOMULYO
KEDIRI~PUNCU~7~KDR03~PUNCU~WATUGEDE
KEDIRI~PUNCU~8~KDR03~PUNCU~WONOREJO
KEDIRI~PURWOSARI~1~KDR03~PURWOSARI~BELOR
KEDIRI~PURWOSARI~2~KDR03~PURWOSARI~BLAWE
KEDIRI~PURWOSARI~3~KDR03~PURWOSARI~BULU
KEDIRI~PURWOSARI~4~KDR03~PURWOSARI~DAWUHAN
KEDIRI~PURWOSARI~5~KDR03~PURWOSARI~DAYU
KEDIRI~PURWOSARI~6~KDR03~PURWOSARI~JANTOK
KEDIRI~PURWOSARI~7~KDR03~PURWOSARI~KARANGPAKIS
KEDIRI~PURWOSARI~8~KDR03~PURWOSARI~KEMPLENG
KEDIRI~PURWOSARI~9~KDR03~PURWOSARI~KETAWANG
KEDIRI~PURWOSARI~10~KDR03~PURWOSARI~KLAMPITAN
KEDIRI~PURWOSARI~11~KDR03~PURWOSARI~MEKIKIS
KEDIRI~PURWOSARI~12~KDR03~PURWOSARI~MERJOYO
KEDIRI~PURWOSARI~13~KDR03~PURWOSARI~MRANGGEN
KEDIRI~PURWOSARI~14~KDR03~PURWOSARI~MUNENG
KEDIRI~PURWOSARI~15~KDR03~PURWOSARI~PANDANSARI
KEDIRI~PURWOSARI~16~KDR03~PURWOSARI~PESING
KEDIRI~PURWOSARI~17~KDR03~PURWOSARI~PURWOASRI
KEDIRI~PURWOSARI~18~KDR03~PURWOSARI~PURWODADI
KEDIRI~PURWOSARI~19~KDR03~PURWOSARI~SIDOMULYO
KEDIRI~PURWOSARI~20~KDR03~PURWOSARI~SUMBERJO
KEDIRI~PURWOSARI~21~KDR03~PURWOSARI~TUGU
KEDIRI~PURWOSARI~22~KDR03~PURWOSARI~WONOTENGAH
KEDIRI~PURWOSARI~23~KDR03~PURWOSARI~WOROMARTO
KEDIRI~RINGINREJO~1~KDR02~RINGINREJO~BATUAJI
KEDIRI~RINGINREJO~2~KDR02~RINGINREJO~DAWUNG
KEDIRI~RINGINREJO~3~KDR02~RINGINREJO~DEYENG
KEDIRI~RINGINREJO~4~KDR02~RINGINREJO~JEMEKAN
KEDIRI~RINGINREJO~5~KDR02~RINGINREJO~NAMBAAN
KEDIRI~RINGINREJO~6~KDR02~RINGINREJO~PURWODADI
KEDIRI~RINGINREJO~7~KDR02~RINGINREJO~RINGINREJO
KEDIRI~RINGINREJO~8~KDR02~RINGINREJO~SAMBI
KEDIRI~RINGINREJO~9~KDR02~RINGINREJO~SELODONO
KEDIRI~RINGINREJO~10~KDR02~RINGINREJO~SRIKATON
KEDIRI~RINGINREJO~11~KDR02~RINGINREJO~SUSUHBANGO
KEDIRI~SEMEN~1~KDR02~SEMEN~BOBANG
KEDIRI~SEMEN~2~KDR02~SEMEN~BULU
KEDIRI~SEMEN~3~KDR02~SEMEN~JOHO
KEDIRI~SEMEN~4~KDR02~SEMEN~KANYORAN
KEDIRI~SEMEN~5~KDR02~SEMEN~KEDAK
KEDIRI~SEMEN~6~KDR02~SEMEN~PAGUNG
KEDIRI~SEMEN~7~KDR02~SEMEN~PUHRUBUH
KEDIRI~SEMEN~8~KDR02~SEMEN~PUHSARANG
KEDIRI~SEMEN~9~KDR02~SEMEN~SELOPANGGUNG
KEDIRI~SEMEN~10~KDR02~SEMEN~SEMEN
KEDIRI~SEMEN~11~KDR02~SEMEN~SIDOMULYO
KEDIRI~SEMEN~12~KDR02~SEMEN~TITIK
KEDIRI~TAROKAN~1~KDR02~TAROKAN~BLIMBING
KEDIRI~TAROKAN~2~KDR02~TAROKAN~BULUSARI
KEDIRI~TAROKAN~3~KDR02~TAROKAN~CENGKOK
KEDIRI~TAROKAN~4~KDR02~TAROKAN~JATI
KEDIRI~TAROKAN~5~KDR02~TAROKAN~KALIBOTO
KEDIRI~TAROKAN~6~KDR02~TAROKAN~KALIRONG
KEDIRI~TAROKAN~7~KDR02~TAROKAN~KEDUNGSARI
KEDIRI~TAROKAN~8~KDR02~TAROKAN~KEREP
KEDIRI~TAROKAN~9~KDR02~TAROKAN~SUMBERDUREN
KEDIRI~TAROKAN~10~KDR02~TAROKAN~TAROKAN
KEDIRI~WATES~1~KDR02~WATES~DUWET
KEDIRI~WATES~2~KDR02~WATES~GADUNGAN
KEDIRI~WATES~3~KDR02~WATES~JAJAR
KEDIRI~WATES~4~KDR02~WATES~JANTI
KEDIRI~WATES~5~KDR02~WATES~JOHO
KEDIRI~WATES~6~KDR02~WATES~KARANGANYAR
KEDIRI~WATES~7~KDR02~WATES~PAGU
KEDIRI~WATES~8~KDR02~WATES~PLAOSAN
KEDIRI~WATES~9~KDR02~WATES~POJOK
KEDIRI~WATES~10~KDR02~WATES~SEGARAN
KEDIRI~WATES~11~KDR02~WATES~SIDOMULYO
KEDIRI~WATES~12~KDR02~WATES~SILIR
KEDIRI~WATES~13~KDR02~WATES~SUMBERAGUNG
KEDIRI~WATES~14~KDR02~WATES~TAWANG
KEDIRI~WATES~15~KDR02~WATES~TEMPUREJO
KEDIRI~WATES~16~KDR02~WATES~TUNGE
KEDIRI~WATES~17~KDR02~WATES~WATES
KEDIRI~WATES~18~KDR02~WATES~WONOREJO
